param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
window_size_1.csv,3.05,0.14,11.43,11.43,11.43,11.43,11.43
window_size_12.csv,6.2,0.27,45.71,22.86,22.86,28.57,25.71
window_size_16.csv,7.22,0.3,42.86,20.0,20.0,25.71,22.86
window_size_2.csv,3.52,0.16,34.29,17.14,17.14,17.14,17.14
window_size_20.csv,7.47,0.32,42.86,20.0,20.0,25.71,22.86
window_size_24.csv,7.43,0.31,48.57,22.86,22.86,34.29,28.57
window_size_3.csv,3.66,0.17,48.57,22.86,22.86,25.71,25.71
window_size_4.csv,3.69,0.18,60.0,34.29,34.29,31.43,31.43
window_size_8.csv,5.01,0.22,42.86,20.0,20.0,22.86,22.86
