Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,8,2022-01-04,42.25
1,2022-01-04,8,2022-01-13,42.03
2,2022-01-13,8,2022-01-24,42.44
3,2022-01-24,8,2022-02-02,43.09
4,2022-02-02,8,2022-02-11,43.69
5,2022-02-11,8,2022-02-23,45.03
6,2022-02-23,8,2022-03-04,46.12
7,2022-03-04,8,2022-03-15,46.66
8,2022-03-15,8,2022-03-24,46.72
9,2022-03-24,8,2022-04-04,47.03
10,2022-04-04,8,2022-04-19,46.72
11,2022-04-19,8,2022-04-28,46.56
12,2022-04-28,8,2022-05-11,46.25
13,2022-05-11,8,2022-05-23,45.34
14,2022-05-23,8,2022-06-01,45.5
15,2022-06-01,8,2022-06-13,46.03
16,2022-06-13,8,2022-06-22,46.81
17,2022-06-22,8,2022-07-01,47.09
18,2022-07-01,8,2022-07-12,47.16
19,2022-07-12,8,2022-07-22,47.06
20,2022-07-22,8,2022-08-04,47.16
21,2022-08-04,8,2022-08-16,47.12
22,2022-08-16,8,2022-08-25,46.47
23,2022-08-25,8,2022-09-05,46.09
24,2022-09-05,8,2022-09-14,45.03
25,2022-09-14,8,2022-09-23,44.25
26,2022-09-23,8,2022-10-04,43.59
27,2022-10-04,8,2022-10-17,42.84
28,2022-10-17,8,2022-10-27,42.03
29,2022-10-27,8,2022-11-07,41.78
30,2022-11-07,8,2022-11-16,41.66
31,2022-11-16,8,2022-11-25,41.22
32,2022-11-25,8,2022-12-07,41.38
33,2022-12-07,8,2022-12-19,41.22
34,2022-12-19,8,2022-12-28,41.12
