Date,Action,Stocks Count,Stock Price,Predicted Price,Percent Change,Money Left
2022-12-28,Hold,0,47.5,46.99,-1.07,1000000
2023-01-09,Hold,0,47.5,46.22,-2.69,1000000
2023-01-18,Hold,0,51.5,49.38,-4.12,1000000
2023-01-27,Hold,0,50.5,48.87,-3.23,1000000
2023-02-07,Hold,0,49.75,50.92,2.35,1000000
2023-02-16,Hold,0,49.5,49.49,-0.02,1000000
2023-02-27,Hold,0,47.5,47.5,0.0,1000000
2023-03-09,Hold,0,48.0,47.3,-1.46,1000000
2023-03-20,Hold,0,44.0,43.46,-1.23,1000000
2023-03-29,Hold,0,46.75,45.39,-2.91,1000000
2023-04-10,Hold,0,45.0,44.9,-0.22,1000000
2023-04-21,Hold,0,41.75,41.88,0.31,1000000
2023-05-03,Hold,0,41.25,42.21,2.33,1000000
2023-05-16,Buy,25900,38.5,42.43,10.21,2850.0
2023-05-25,Buy,25900,36.25,46.1,27.17,2850.0
2023-06-06,Buy,25900,35.5,39.37,10.9,2850.0
2023-06-15,Hold,25900,38.75,38.24,-1.32,2850.0
2023-06-26,Buy,25900,36.75,39.76,8.19,2850.0
2023-07-05,Hold,25900,38.75,38.6,-0.39,2850.0
2023-07-14,Hold,25900,40.5,41.25,1.85,2850.0
2023-07-25,Hold,25900,38.25,36.51,-4.55,2850.0
2023-08-07,Hold,25900,39.5,39.81,0.78,2850.0
2023-08-17,Buy,25900,37.25,39.56,6.2,2850.0
2023-08-28,Hold,25900,38.0,38.55,1.45,2850.0
2023-09-06,Buy,25900,36.25,38.95,7.45,2850.0
2023-09-15,Hold,25900,35.75,36.42,1.87,2850.0
2023-09-26,Buy,25900,34.5,39.24,13.74,2850.0
2023-10-05,Hold,25900,33.25,34.88,4.9,2850.0
2023-10-17,Buy,25900,33.5,35.19,5.04,2850.0
2023-10-27,Hold,25900,35.5,36.93,4.03,2850.0
2023-11-07,Buy,25900,37.0,45.06,21.78,2850.0
2023-11-16,Hold,25900,38.5,36.79,-4.44,2850.0
2023-11-27,Hold,25900,38.25,38.41,0.42,2850.0
2023-12-07,Hold,25900,38.75,38.53,-0.57,2850.0
2023-12-19,Hold,25900,39.75,40.47,1.81,2850.0
SUMMARY,Final Result,25900,N/A,N/A,N/A,1000000.0 (0.0)
