Date,Action,Stocks Count,Stock Price,Predicted Price,Percent Change,Money Left
2022-12-29,Hold,0,47.25,46.99,-1.07,1000000
2023-01-10,Hold,0,47.75,46.22,-2.69,1000000
2023-01-19,Hold,0,51.5,49.38,-4.12,1000000
2023-01-30,Hold,0,50.5,48.87,-3.23,1000000
2023-02-08,Hold,0,49.75,50.92,2.35,1000000
2023-02-17,Hold,0,49.25,49.49,-0.02,1000000
2023-02-28,Hold,0,48.0,47.5,0.0,1000000
2023-03-10,Hold,0,47.0,47.3,-1.46,1000000
2023-03-21,Hold,0,44.5,43.46,-1.23,1000000
2023-03-30,Hold,0,46.75,45.39,-2.91,1000000
2023-04-11,Hold,0,45.0,44.9,-0.22,1000000
2023-04-24,Hold,0,41.5,41.88,0.31,1000000
2023-05-08,Hold,0,41.5,42.21,2.33,1000000
2023-05-17,Buy,26100,38.25,42.43,10.21,1675.0
2023-05-26,Buy,26100,36.0,46.1,27.17,1675.0
2023-06-07,Buy,26100,35.75,39.37,10.9,1675.0
2023-06-16,Hold,26100,38.75,38.24,-1.32,1675.0
2023-06-27,Buy,26100,36.75,39.76,8.19,1675.0
2023-07-06,Hold,26100,38.5,38.6,-0.39,1675.0
2023-07-17,Hold,26100,40.0,41.25,1.85,1675.0
2023-07-26,Hold,26100,38.25,36.51,-4.55,1675.0
2023-08-08,Hold,26100,39.5,39.81,0.78,1675.0
2023-08-18,Buy,26100,37.0,39.56,6.2,1675.0
2023-08-29,Hold,26100,37.75,38.55,1.45,1675.0
2023-09-07,Buy,26100,36.5,38.95,7.45,1675.0
2023-09-18,Hold,26100,35.75,36.42,1.87,1675.0
2023-09-27,Buy,26100,34.5,39.24,13.74,1675.0
2023-10-06,Hold,26100,33.5,34.88,4.9,1675.0
2023-10-18,Buy,26100,33.75,35.19,5.04,1675.0
2023-10-30,Hold,26100,35.5,36.93,4.03,1675.0
2023-11-08,Buy,26100,37.0,45.06,21.78,1675.0
2023-11-17,Hold,26100,38.25,36.79,-4.44,1675.0
2023-11-28,Hold,26100,38.25,38.41,0.42,1675.0
2023-12-08,Hold,26100,39.0,38.53,-0.57,1675.0
2023-12-20,Hold,26100,39.75,40.47,1.81,1675.0
SUMMARY,Final Result,26100,N/A,N/A,N/A,1006525.0 (+6525.0)
