Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,4,2022-04-01,123.35
1,2022-04-01,4,2022-01-13,125.85
2,2022-01-13,4,2022-01-24,126.15
3,2022-01-24,4,2022-02-02,125.95
4,2022-02-02,4,2022-11-02,126.1
5,2022-11-02,4,2022-02-23,127.3
6,2022-02-23,4,2022-04-03,127.0
7,2022-04-03,4,2022-03-15,126.3
8,2022-03-15,4,2022-03-24,125.85
9,2022-03-24,4,2022-04-04,124.7
10,2022-04-04,4,2022-04-19,124.25
11,2022-04-19,4,2022-04-28,118.8
12,2022-04-28,4,2022-11-05,117.3
13,2022-11-05,4,2022-05-23,116.25
14,2022-05-23,4,2022-01-06,115.05
15,2022-01-06,4,2022-06-13,112.5
16,2022-06-13,4,2022-06-22,110.35
17,2022-06-22,4,2022-01-07,108.45
18,2022-01-07,4,2022-12-07,107.15
19,2022-12-07,4,2022-07-22,105.8
20,2022-07-22,4,2022-04-08,103.65
21,2022-04-08,4,2022-08-16,106.4
22,2022-08-16,4,2022-08-25,105.75
23,2022-08-25,4,2022-05-09,105.55
24,2022-05-09,4,2022-09-14,105.2
25,2022-09-14,4,2022-09-23,105.05
26,2022-09-23,4,2022-04-10,105.1
27,2022-04-10,4,2022-10-17,105.25
28,2022-10-17,4,2022-10-27,105.1
29,2022-10-27,4,2022-07-11,105.65
30,2022-07-11,4,2022-11-16,106.65
31,2022-11-16,4,2022-11-25,107.2
32,2022-11-25,4,2022-07-12,107.15
33,2022-07-12,4,2022-12-19,106.5
34,2022-12-19,4,2022-12-28,105.7
