Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,13,2022-01-04,116.67
1,2022-01-04,13,2022-01-13,118.67
2,2022-01-13,13,2022-01-24,120.0
3,2022-01-24,13,2022-02-02,122.33
4,2022-02-02,13,2022-02-11,124.83
5,2022-02-11,13,2022-02-23,127.33
6,2022-02-23,13,2022-03-04,128.67
7,2022-03-04,13,2022-03-15,136.5
8,2022-03-15,13,2022-03-24,141.33
9,2022-03-24,13,2022-04-04,150.0
10,2022-04-04,13,2022-04-19,148.33
11,2022-04-19,13,2022-04-28,150.5
12,2022-04-28,13,2022-05-11,148.5
13,2022-05-11,13,2022-05-23,151.0
14,2022-05-23,13,2022-06-01,152.67
15,2022-06-01,13,2022-06-13,159.17
16,2022-06-13,13,2022-06-22,165.83
17,2022-06-22,13,2022-07-01,166.17
18,2022-07-01,13,2022-07-12,163.33
19,2022-07-12,13,2022-07-22,159.0
20,2022-07-22,13,2022-08-04,159.67
21,2022-08-04,13,2022-08-16,158.17
22,2022-08-16,13,2022-08-25,156.83
23,2022-08-25,13,2022-09-05,159.5
24,2022-09-05,13,2022-09-14,163.67
25,2022-09-14,13,2022-09-23,166.5
26,2022-09-23,13,2022-10-04,167.33
27,2022-10-04,13,2022-10-17,166.67
28,2022-10-17,13,2022-10-27,168.33
29,2022-10-27,13,2022-11-07,170.17
30,2022-11-07,13,2022-11-16,179.0
31,2022-11-16,13,2022-11-25,185.33
32,2022-11-25,13,2022-12-07,188.83
33,2022-12-07,13,2022-12-19,183.67
34,2022-12-19,13,2022-12-28,176.17
