Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,13,2022-01-04,117.0
1,2022-01-04,13,2022-01-13,119.5
2,2022-01-13,13,2022-01-24,123.5
3,2022-01-24,13,2022-02-02,124.0
4,2022-02-02,13,2022-02-11,127.0
5,2022-02-11,13,2022-02-23,131.0
6,2022-02-23,13,2022-03-04,128.0
7,2022-03-04,13,2022-03-15,150.5
8,2022-03-15,13,2022-03-24,145.5
9,2022-03-24,13,2022-04-04,154.0
10,2022-04-04,13,2022-04-19,145.5
11,2022-04-19,13,2022-04-28,152.0
12,2022-04-28,13,2022-05-11,148.0
13,2022-05-11,13,2022-05-23,153.0
14,2022-05-23,13,2022-06-01,157.0
15,2022-06-01,13,2022-06-13,167.5
16,2022-06-13,13,2022-06-22,173.0
17,2022-06-22,13,2022-07-01,158.0
18,2022-07-01,13,2022-07-12,159.0
19,2022-07-12,13,2022-07-22,160.0
20,2022-07-22,13,2022-08-04,160.0
21,2022-08-04,13,2022-08-16,154.5
22,2022-08-16,13,2022-08-25,156.0
23,2022-08-25,13,2022-09-05,168.0
24,2022-09-05,13,2022-09-14,167.0
25,2022-09-14,13,2022-09-23,164.5
26,2022-09-23,13,2022-10-04,170.5
27,2022-10-04,13,2022-10-17,165.0
28,2022-10-17,13,2022-10-27,169.5
29,2022-10-27,13,2022-11-07,176.0
30,2022-11-07,13,2022-11-16,191.5
31,2022-11-16,13,2022-11-25,188.5
32,2022-11-25,13,2022-12-07,186.5
33,2022-12-07,13,2022-12-19,176.0
34,2022-12-19,13,2022-12-28,166.0
