Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,6,2022-01-04,140.5
1,2022-01-04,6,2022-01-13,140.0
2,2022-01-13,6,2022-01-24,139.7
3,2022-01-24,6,2022-02-02,141.3
4,2022-02-02,6,2022-02-11,143.6
5,2022-02-11,6,2022-02-23,149.8
6,2022-02-23,6,2022-03-04,154.4
7,2022-03-04,6,2022-03-15,157.6
8,2022-03-15,6,2022-03-24,161.3
9,2022-03-24,6,2022-04-04,163.0
10,2022-04-04,6,2022-04-19,161.6
11,2022-04-19,6,2022-04-28,158.4
12,2022-04-28,6,2022-05-11,156.9
13,2022-05-11,6,2022-05-23,154.3
14,2022-05-23,6,2022-06-01,151.6
15,2022-06-01,6,2022-06-13,148.8
16,2022-06-13,6,2022-06-22,147.7
17,2022-06-22,6,2022-07-01,146.6
18,2022-07-01,6,2022-07-12,147.8
19,2022-07-12,6,2022-07-22,148.0
20,2022-07-22,6,2022-08-04,146.6
21,2022-08-04,6,2022-08-16,146.2
22,2022-08-16,6,2022-08-25,146.9
23,2022-08-25,6,2022-09-05,148.1
24,2022-09-05,6,2022-09-14,149.3
25,2022-09-14,6,2022-09-23,151.3
26,2022-09-23,6,2022-10-04,152.6
27,2022-10-04,6,2022-10-17,150.8
28,2022-10-17,6,2022-10-27,148.4
29,2022-10-27,6,2022-11-07,146.5
30,2022-11-07,6,2022-11-16,146.1
31,2022-11-16,6,2022-11-25,144.8
32,2022-11-25,6,2022-12-07,145.0
33,2022-12-07,6,2022-12-19,144.4
34,2022-12-19,6,2022-12-28,144.6
