Date,Action,Stocks Count,Stock Price,Predicted Price,Percent Change,Money Left
2022-12-29,Hold,0,13.6,13.73,0.22,1000000
2023-01-10,Hold,0,12.5,12.81,2.48,1000000
2023-01-19,Buy,81300,12.3,13.14,5.97,10.0
2023-01-30,Hold,81300,12.2,12.47,1.38,10.0
2023-02-08,Stop loss,0,11.3,11.57,3.3,918700.0
2023-02-17,Hold,0,11.1,10.99,-0.99,918700.0
2023-02-28,Hold,0,11.3,10.62,-5.18,918700.0
2023-03-10,Buy,85800,10.7,11.64,7.78,640.0000000001164
2023-03-21,Sell,0,10.3,8.6,-15.69,884380.0000000002
2023-03-30,Hold,0,10.9,9.17,-16.64,884380.0000000002
2023-04-11,Hold,0,10.2,10.65,4.41,884380.0000000002
2023-04-24,Buy,93500,9.45,10.39,9.95,805.0000000003492
2023-05-08,Sell,0,9.0,7.41,-18.12,842305.0000000003
2023-05-17,Hold,0,8.4,7.56,-10.0,842305.0000000003
2023-05-26,Hold,0,8.15,6.59,-19.14,842305.0000000003
2023-06-07,Hold,0,8.4,8.06,-3.47,842305.0000000003
2023-06-16,Buy,94100,8.95,9.28,5.45,110.00000000046566
2023-06-27,Sell,0,9.05,8.37,-7.0,851715.0000000006
2023-07-06,Hold,0,9.15,8.59,-6.12,851715.0000000006
2023-07-17,Hold,0,9.05,8.95,-0.56,851715.0000000006
2023-07-26,Hold,0,9.45,9.1,-3.7,851715.0000000006
2023-08-08,Hold,0,9.35,9.35,0.0,851715.0000000006
2023-08-18,Hold,0,9.0,8.87,-0.89,851715.0000000006
2023-08-29,Hold,0,9.1,9.12,0.77,851715.0000000006
2023-09-07,Buy,101300,8.4,9.25,10.12,795.0000000005821
2023-09-18,Buy,101400,7.9,8.44,6.84,5.000000000582077
2023-09-27,Buy,101400,7.7,8.13,5.58,5.000000000582077
2023-10-06,Buy,101400,7.7,8.32,8.05,5.000000000582077
2023-10-18,Buy,101400,7.9,8.52,7.85,5.000000000582077
2023-10-30,Buy,101400,7.35,8.48,13.83,5.000000000582077
2023-11-08,Hold,101400,7.55,7.6,0.66,5.000000000582077
2023-11-17,Hold,101400,8.0,8.47,4.57,5.000000000582077
2023-11-28,Hold,101400,7.8,7.87,0.9,5.000000000582077
2023-12-08,Hold,101400,7.05,6.92,-1.14,5.000000000582077
2023-12-20,Sell,0,6.45,5.9,-7.81,654035.0000000006
SUMMARY,Final Result,0,N/A,N/A,N/A,654035.0000000006 (-345964.9999999994)
