Date,Action,Stocks Count,Stock Price,Predicted Price,Percent Change,Money Left
2022-12-28,Hold,0,13.7,13.73,0.22,1000000
2023-01-09,Hold,0,12.5,12.81,2.48,1000000
2023-01-18,Buy,80600,12.4,13.14,5.97,560.0
2023-01-27,Hold,80600,12.3,12.47,1.38,560.0
2023-02-07,Stop loss,0,11.2,11.57,3.3,903280.0
2023-02-16,Hold,0,11.1,10.99,-0.99,903280.0
2023-02-27,Hold,0,11.2,10.62,-5.18,903280.0
2023-03-09,Buy,83600,10.8,11.64,7.78,399.9999999998836
2023-03-20,Sell,0,10.2,8.6,-15.69,853119.9999999998
2023-03-29,Hold,0,11.0,9.17,-16.64,853119.9999999998
2023-04-10,Hold,0,10.2,10.65,4.41,853119.9999999998
2023-04-21,Buy,90200,9.45,10.39,9.95,729.9999999998836
2023-05-03,Sell,0,9.05,7.41,-18.12,817040.0
2023-05-16,Hold,0,8.4,7.56,-10.0,817040.0
2023-05-25,Hold,0,8.15,6.59,-19.14,817040.0
2023-06-06,Hold,0,8.35,8.06,-3.47,817040.0
2023-06-15,Buy,92800,8.8,9.28,5.45,399.9999999998836
2023-06-26,Sell,0,9.0,8.37,-7.0,835599.9999999999
2023-07-05,Hold,0,9.15,8.59,-6.12,835599.9999999999
2023-07-14,Hold,0,9.0,8.95,-0.56,835599.9999999999
2023-07-25,Hold,0,9.45,9.1,-3.7,835599.9999999999
2023-08-07,Hold,0,9.35,9.35,0.0,835599.9999999999
2023-08-17,Hold,0,8.95,8.87,-0.89,835599.9999999999
2023-08-28,Hold,0,9.05,9.12,0.77,835599.9999999999
2023-09-06,Buy,99400,8.4,9.25,10.12,639.9999999998836
2023-09-15,Buy,99400,7.9,8.44,6.84,639.9999999998836
2023-09-26,Buy,99400,7.7,8.13,5.58,639.9999999998836
2023-10-05,Buy,99400,7.7,8.32,8.05,639.9999999998836
2023-10-17,Buy,99400,7.9,8.52,7.85,639.9999999998836
2023-10-27,Buy,99400,7.45,8.48,13.83,639.9999999998836
2023-11-07,Hold,99400,7.55,7.6,0.66,639.9999999998836
2023-11-16,Hold,99400,8.1,8.47,4.57,639.9999999998836
2023-11-27,Hold,99400,7.8,7.87,0.9,639.9999999998836
2023-12-07,Stop loss,0,7.0,6.92,-1.14,696439.9999999999
2023-12-19,Hold,0,6.4,5.9,-7.81,696439.9999999999
SUMMARY,Final Result,0,N/A,N/A,N/A,696439.9999999999 (-303560.0000000001)
