Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,14,2022-01-04,11.43
1,2022-01-04,14,2022-01-13,11.38
2,2022-01-13,14,2022-01-24,11.36
3,2022-01-24,14,2022-02-02,11.41
4,2022-02-02,14,2022-02-11,11.42
5,2022-02-11,14,2022-02-23,11.36
6,2022-02-23,14,2022-03-04,11.25
7,2022-03-04,14,2022-03-15,11.18
8,2022-03-15,14,2022-03-24,11.0
9,2022-03-24,14,2022-04-04,10.93
10,2022-04-04,14,2022-04-19,10.94
11,2022-04-19,14,2022-04-28,10.99
12,2022-04-28,14,2022-05-11,11.1
13,2022-05-11,14,2022-05-23,11.2
14,2022-05-23,14,2022-06-01,11.29
15,2022-06-01,14,2022-06-13,11.4
16,2022-06-13,14,2022-06-22,11.56
17,2022-06-22,14,2022-07-01,11.66
18,2022-07-01,14,2022-07-12,11.77
19,2022-07-12,14,2022-07-22,11.89
20,2022-07-22,14,2022-08-04,12.0
21,2022-08-04,14,2022-08-16,12.11
22,2022-08-16,14,2022-08-25,12.24
23,2022-08-25,14,2022-09-05,12.49
24,2022-09-05,14,2022-09-14,12.69
25,2022-09-14,14,2022-09-23,12.89
26,2022-09-23,14,2022-10-04,13.01
27,2022-10-04,14,2022-10-17,13.02
28,2022-10-17,14,2022-10-27,13.09
29,2022-10-27,14,2022-11-07,13.11
30,2022-11-07,14,2022-11-16,13.15
31,2022-11-16,14,2022-11-25,13.11
32,2022-11-25,14,2022-12-07,13.13
33,2022-12-07,14,2022-12-19,13.2
34,2022-12-19,14,2022-12-28,13.25
