,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,18,2022-01-04,216.52
0,2022-01-04,18,2022-01-13,224.33
0,2022-01-13,18,2022-01-24,222.85
0,2022-01-24,18,2022-02-02,219.22
0,2022-02-02,18,2022-02-11,217.36
0,2022-02-11,18,2022-02-23,223.84
0,2022-02-23,18,2022-03-04,227.21
0,2022-03-04,18,2022-03-15,228.94
0,2022-03-15,18,2022-03-24,223.1
0,2022-03-24,18,2022-04-04,223.34
0,2022-04-04,18,2022-04-19,228.07
0,2022-04-19,18,2022-04-28,220.23
