Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,2,2022-01-04,126.33
1,2022-01-04,2,2022-01-13,124.57
2,2022-01-13,2,2022-01-24,123.0
3,2022-01-24,2,2022-02-02,121.4
4,2022-02-02,2,2022-02-11,119.03
5,2022-02-11,2,2022-02-23,117.03
6,2022-02-23,2,2022-03-04,115.23
7,2022-03-04,2,2022-03-15,113.97
8,2022-03-15,2,2022-03-24,112.8
9,2022-03-24,2,2022-04-04,111.83
10,2022-04-04,2,2022-04-19,110.67
11,2022-04-19,2,2022-04-28,109.33
12,2022-04-28,2,2022-05-11,108.7
13,2022-05-11,2,2022-05-23,107.97
14,2022-05-23,2,2022-06-01,107.37
15,2022-06-01,2,2022-06-13,106.77
16,2022-06-13,2,2022-06-22,105.77
17,2022-06-22,2,2022-07-01,105.13
18,2022-07-01,2,2022-07-12,105.13
19,2022-07-12,2,2022-07-22,105.87
20,2022-07-22,2,2022-08-04,106.63
21,2022-08-04,2,2022-08-16,107.4
22,2022-08-16,2,2022-08-25,107.87
23,2022-08-25,2,2022-09-05,107.93
24,2022-09-05,2,2022-09-14,107.58
25,2022-09-14,2,2022-09-23,107.03
26,2022-09-23,2,2022-10-04,106.38
27,2022-10-04,2,2022-10-17,104.6
28,2022-10-17,2,2022-10-27,103.35
29,2022-10-27,2,2022-11-07,102.18
30,2022-11-07,2,2022-11-16,101.02
31,2022-11-16,2,2022-11-25,100.45
32,2022-11-25,2,2022-12-07,99.63
33,2022-12-07,2,2022-12-19,98.72
34,2022-12-19,2,2022-12-28,97.53
