Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,2,2022-01-04,121.0
1,2022-01-04,2,2022-01-13,120.0
2,2022-01-13,2,2022-01-24,119.2
3,2022-01-24,2,2022-02-02,117.8
4,2022-02-02,2,2022-02-11,116.2
5,2022-02-11,2,2022-02-23,113.65
6,2022-02-23,2,2022-03-04,111.65
7,2022-03-04,2,2022-03-15,110.2
8,2022-03-15,2,2022-03-24,109.35
9,2022-03-24,2,2022-04-04,108.05
10,2022-04-04,2,2022-04-19,106.9
11,2022-04-19,2,2022-04-28,105.2
12,2022-04-28,2,2022-05-11,104.6
13,2022-05-11,2,2022-05-23,104.0
14,2022-05-23,2,2022-06-01,104.55
15,2022-06-01,2,2022-06-13,105.6
16,2022-06-13,2,2022-06-22,105.8
17,2022-06-22,2,2022-07-01,105.95
18,2022-07-01,2,2022-07-12,106.3
19,2022-07-12,2,2022-07-22,107.25
20,2022-07-22,2,2022-08-04,107.6
21,2022-08-04,2,2022-08-16,108.75
22,2022-08-16,2,2022-08-25,108.95
23,2022-08-25,2,2022-09-05,109.3
24,2022-09-05,2,2022-09-14,108.38
25,2022-09-14,2,2022-09-23,107.3
26,2022-09-23,2,2022-10-04,106.12
27,2022-10-04,2,2022-10-17,103.8
28,2022-10-17,2,2022-10-27,101.32
29,2022-10-27,2,2022-11-07,99.02
30,2022-11-07,2,2022-11-16,97.18
31,2022-11-16,2,2022-11-25,95.38
32,2022-11-25,2,2022-12-07,93.6
33,2022-12-07,2,2022-12-19,92.48
34,2022-12-19,2,2022-12-28,92.18
