Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,18,2022-01-04,192.16
1,2022-01-04,18,2022-01-13,195.75
2,2022-01-13,18,2022-01-24,198.34
3,2022-01-24,18,2022-02-02,201.19
4,2022-02-02,18,2022-02-11,203.72
5,2022-02-11,18,2022-02-23,207.03
6,2022-02-23,18,2022-03-04,209.47
7,2022-03-04,18,2022-03-15,211.84
8,2022-03-15,18,2022-03-24,214.19
9,2022-03-24,18,2022-04-04,216.53
10,2022-04-04,18,2022-04-19,219.34
11,2022-04-19,18,2022-04-28,221.0
12,2022-04-28,18,2022-05-11,222.62
13,2022-05-11,18,2022-05-23,223.75
14,2022-05-23,18,2022-06-01,224.62
15,2022-06-01,18,2022-06-13,224.81
16,2022-06-13,18,2022-06-22,224.25
17,2022-06-22,18,2022-07-01,222.38
18,2022-07-01,18,2022-07-12,220.97
19,2022-07-12,18,2022-07-22,219.72
20,2022-07-22,18,2022-08-04,218.41
21,2022-08-04,18,2022-08-16,216.22
22,2022-08-16,18,2022-08-25,214.22
23,2022-08-25,18,2022-09-05,211.75
24,2022-09-05,18,2022-09-14,209.22
25,2022-09-14,18,2022-09-23,206.97
26,2022-09-23,18,2022-10-04,204.47
27,2022-10-04,18,2022-10-17,203.09
28,2022-10-17,18,2022-10-27,200.91
29,2022-10-27,18,2022-11-07,199.28
30,2022-11-07,18,2022-11-16,197.09
31,2022-11-16,18,2022-11-25,195.06
32,2022-11-25,18,2022-12-07,193.91
33,2022-12-07,18,2022-12-19,193.19
34,2022-12-19,18,2022-12-28,192.47
