Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,18,2022-01-04,199.88
1,2022-01-04,18,2022-01-13,204.19
2,2022-01-13,18,2022-01-24,208.19
3,2022-01-24,18,2022-02-02,212.5
4,2022-02-02,18,2022-02-11,216.12
5,2022-02-11,18,2022-02-23,221.25
6,2022-02-23,18,2022-03-04,224.62
7,2022-03-04,18,2022-03-15,226.5
8,2022-03-15,18,2022-03-24,228.5
9,2022-03-24,18,2022-04-04,228.88
10,2022-04-04,18,2022-04-19,230.5
11,2022-04-19,18,2022-04-28,229.5
12,2022-04-28,18,2022-05-11,229.12
13,2022-05-11,18,2022-05-23,226.25
14,2022-05-23,18,2022-06-01,224.62
15,2022-06-01,18,2022-06-13,223.12
16,2022-06-13,18,2022-06-22,220.0
17,2022-06-22,18,2022-07-01,215.88
18,2022-07-01,18,2022-07-12,211.44
19,2022-07-12,18,2022-07-22,209.94
20,2022-07-22,18,2022-08-04,207.69
21,2022-08-04,18,2022-08-16,206.19
22,2022-08-16,18,2022-08-25,203.81
23,2022-08-25,18,2022-09-05,200.38
24,2022-09-05,18,2022-09-14,198.44
25,2022-09-14,18,2022-09-23,198.06
26,2022-09-23,18,2022-10-04,197.5
27,2022-10-04,18,2022-10-17,196.25
28,2022-10-17,18,2022-10-27,194.12
29,2022-10-27,18,2022-11-07,192.38
30,2022-11-07,18,2022-11-16,190.38
31,2022-11-16,18,2022-11-25,189.75
32,2022-11-25,18,2022-12-07,189.38
33,2022-12-07,18,2022-12-19,188.31
34,2022-12-19,18,2022-12-28,187.44
