Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,12,2022-01-04,37.57
1,2022-01-04,12,2022-01-13,37.73
2,2022-01-13,12,2022-01-24,38.05
3,2022-01-24,12,2022-02-02,38.27
4,2022-02-02,12,2022-02-11,38.27
5,2022-02-11,12,2022-02-23,38.47
6,2022-02-23,12,2022-03-04,38.43
7,2022-03-04,12,2022-03-15,38.38
8,2022-03-15,12,2022-03-24,38.32
9,2022-03-24,12,2022-04-04,38.32
10,2022-04-04,12,2022-04-19,38.37
11,2022-04-19,12,2022-04-28,38.32
12,2022-04-28,12,2022-05-11,38.28
13,2022-05-11,12,2022-05-23,38.37
14,2022-05-23,12,2022-06-01,38.37
15,2022-06-01,12,2022-06-13,38.42
16,2022-06-13,12,2022-06-22,38.32
17,2022-06-22,12,2022-07-01,37.95
18,2022-07-01,12,2022-07-12,37.68
19,2022-07-12,12,2022-07-22,37.35
20,2022-07-22,12,2022-08-04,36.97
21,2022-08-04,12,2022-08-16,36.73
22,2022-08-16,12,2022-08-25,36.67
23,2022-08-25,12,2022-09-05,36.6
24,2022-09-05,12,2022-09-14,36.43
25,2022-09-14,12,2022-09-23,36.3
26,2022-09-23,12,2022-10-04,36.25
27,2022-10-04,12,2022-10-17,36.07
28,2022-10-17,12,2022-10-27,35.9
29,2022-10-27,12,2022-11-07,35.77
30,2022-11-07,12,2022-11-16,35.6
31,2022-11-16,12,2022-11-25,35.4
32,2022-11-25,12,2022-12-07,35.4
33,2022-12-07,12,2022-12-19,35.25
34,2022-12-19,12,2022-12-28,35.08
