Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,18,2022-01-04,193.6
1,2022-01-04,18,2022-01-13,196.9
2,2022-01-13,18,2022-01-24,199.73
3,2022-01-24,18,2022-02-02,202.43
4,2022-02-02,18,2022-02-11,205.03
5,2022-02-11,18,2022-02-23,207.9
6,2022-02-23,18,2022-03-04,210.5
7,2022-03-04,18,2022-03-15,213.0
8,2022-03-15,18,2022-03-24,215.57
9,2022-03-24,18,2022-04-04,218.43
10,2022-04-04,18,2022-04-19,221.4
11,2022-04-19,18,2022-04-28,222.8
12,2022-04-28,18,2022-05-11,224.4
13,2022-05-11,18,2022-05-23,224.93
14,2022-05-23,18,2022-06-01,225.13
15,2022-06-01,18,2022-06-13,225.4
16,2022-06-13,18,2022-06-22,224.0
17,2022-06-22,18,2022-07-01,222.53
18,2022-07-01,18,2022-07-12,220.83
19,2022-07-12,18,2022-07-22,219.5
20,2022-07-22,18,2022-08-04,217.17
21,2022-08-04,18,2022-08-16,215.1
22,2022-08-16,18,2022-08-25,213.03
23,2022-08-25,18,2022-09-05,210.4
24,2022-09-05,18,2022-09-14,207.77
25,2022-09-14,18,2022-09-23,205.23
26,2022-09-23,18,2022-10-04,203.77
27,2022-10-04,18,2022-10-17,201.97
28,2022-10-17,18,2022-10-27,200.03
29,2022-10-27,18,2022-11-07,197.9
30,2022-11-07,18,2022-11-16,195.57
31,2022-11-16,18,2022-11-25,194.27
32,2022-11-25,18,2022-12-07,193.63
33,2022-12-07,18,2022-12-19,192.9
34,2022-12-19,18,2022-12-28,191.77
