Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,16,2022-01-04,143.9
1,2022-01-04,16,2022-01-13,144.65
2,2022-01-13,16,2022-01-24,143.9
3,2022-01-24,16,2022-02-02,143.5
4,2022-02-02,16,2022-02-11,143.6
5,2022-02-11,16,2022-02-23,143.8
6,2022-02-23,16,2022-03-04,143.6
7,2022-03-04,16,2022-03-15,145.15
8,2022-03-15,16,2022-03-24,147.35
9,2022-03-24,16,2022-04-04,149.1
10,2022-04-04,16,2022-04-19,150.9
11,2022-04-19,16,2022-04-28,152.85
12,2022-04-28,16,2022-05-11,155.8
13,2022-05-11,16,2022-05-23,158.65
14,2022-05-23,16,2022-06-01,161.75
15,2022-06-01,16,2022-06-13,164.25
16,2022-06-13,16,2022-06-22,166.5
17,2022-06-22,16,2022-07-01,167.15
18,2022-07-01,16,2022-07-12,168.55
19,2022-07-12,16,2022-07-22,171.25
20,2022-07-22,16,2022-08-04,173.45
21,2022-08-04,16,2022-08-16,175.75
22,2022-08-16,16,2022-08-25,178.2
23,2022-08-25,16,2022-09-05,183.6
24,2022-09-05,16,2022-09-14,187.6
25,2022-09-14,16,2022-09-23,192.6
26,2022-09-23,16,2022-10-04,197.8
27,2022-10-04,16,2022-10-17,203.25
28,2022-10-17,16,2022-10-27,208.75
29,2022-10-27,16,2022-11-07,212.75
30,2022-11-07,16,2022-11-16,217.0
31,2022-11-16,16,2022-11-25,221.55
32,2022-11-25,16,2022-12-07,224.4
33,2022-12-07,16,2022-12-19,224.0
34,2022-12-19,16,2022-12-28,223.7
