Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,16,2022-01-04,146.2
1,2022-01-04,16,2022-01-13,143.9
2,2022-01-13,16,2022-01-24,140.5
3,2022-01-24,16,2022-02-02,139.0
4,2022-02-02,16,2022-02-11,139.1
5,2022-02-11,16,2022-02-23,141.4
6,2022-02-23,16,2022-03-04,143.3
7,2022-03-04,16,2022-03-15,149.8
8,2022-03-15,16,2022-03-24,155.7
9,2022-03-24,16,2022-04-04,159.1
10,2022-04-04,16,2022-04-19,160.4
11,2022-04-19,16,2022-04-28,162.4
12,2022-04-28,16,2022-05-11,161.8
13,2022-05-11,16,2022-05-23,161.6
14,2022-05-23,16,2022-06-01,164.4
15,2022-06-01,16,2022-06-13,168.1
16,2022-06-13,16,2022-06-22,170.6
17,2022-06-22,16,2022-07-01,172.5
18,2022-07-01,16,2022-07-12,175.5
19,2022-07-12,16,2022-07-22,178.1
20,2022-07-22,16,2022-08-04,178.8
21,2022-08-04,16,2022-08-16,180.9
22,2022-08-16,16,2022-08-25,183.9
23,2022-08-25,16,2022-09-05,191.7
24,2022-09-05,16,2022-09-14,197.1
25,2022-09-14,16,2022-09-23,206.4
26,2022-09-23,16,2022-10-04,214.7
27,2022-10-04,16,2022-10-17,222.6
28,2022-10-17,16,2022-10-27,225.8
29,2022-10-27,16,2022-11-07,228.4
30,2022-11-07,16,2022-11-16,227.6
31,2022-11-16,16,2022-11-25,228.4
32,2022-11-25,16,2022-12-07,226.2
33,2022-12-07,16,2022-12-19,222.2
34,2022-12-19,16,2022-12-28,219.0
