Date,Action,Stocks Count,Stock Price,Predicted Price,Percent Change,Money Left
2022-12-28,Hold,0,175.0,174.15,-0.49,1000000
2023-01-09,Hold,0,168.5,172.58,2.42,1000000
2023-01-18,Hold,0,173.0,165.56,-4.3,1000000
2023-01-27,Hold,0,172.0,172.75,0.44,1000000
2023-02-07,Hold,0,165.0,165.79,0.48,1000000
2023-02-16,Hold,0,160.0,161.99,1.24,1000000
2023-02-27,Hold,0,152.0,157.88,3.87,1000000
2023-03-09,Hold,0,149.0,147.02,-1.33,1000000
2023-03-20,Hold,0,136.0,130.42,-4.1,1000000
2023-03-29,Hold,0,153.5,153.76,0.17,1000000
2023-04-10,Hold,0,159.5,158.29,-0.76,1000000
2023-04-21,Hold,0,154.0,148.65,-3.47,1000000
2023-05-03,Hold,0,145.5,123.7,-14.98,1000000
2023-05-16,Hold,0,148.0,148.63,0.43,1000000
2023-05-25,Hold,0,148.5,151.52,2.03,1000000
2023-06-06,Hold,0,145.0,143.61,-0.96,1000000
2023-06-15,Buy,6600,151.0,159.17,5.41,3400.0
2023-06-26,Hold,6600,147.0,147.12,0.08,3400.0
2023-07-05,Sell,0,153.0,138.99,-9.16,1013200.0
2023-07-14,Buy,6300,158.5,169.5,6.94,14650.0
2023-07-25,Hold,6300,160.5,164.79,2.67,14650.0
2023-08-07,Hold,6300,163.0,154.97,-4.93,14650.0
2023-08-17,Hold,6300,158.0,156.65,-0.85,14650.0
2023-08-28,Hold,6300,160.0,154.24,-3.6,14650.0
2023-09-06,Hold,6300,166.0,165.4,-0.36,14650.0
2023-09-15,Hold,6300,167.5,160.63,-4.1,14650.0
2023-09-26,Sell,0,168.5,153.23,-9.06,1076200.0
2023-10-05,Hold,0,161.5,160.93,-0.35,1076200.0
2023-10-17,Hold,0,170.0,169.61,-0.23,1076200.0
2023-10-27,Hold,0,169.0,156.89,-7.17,1076200.0
2023-11-07,Hold,0,163.0,170.99,4.9,1076200.0
2023-11-16,Hold,0,161.5,163.29,1.11,1076200.0
2023-11-27,Hold,0,155.5,153.81,-1.09,1076200.0
2023-12-07,Hold,0,140.5,130.65,-7.01,1076200.0
2023-12-19,Hold,0,147.5,141.2,-4.27,1076200.0
SUMMARY,Final Result,0,N/A,N/A,N/A,1076200.0 (+76200.0)
