Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,1,2022-01-04,24.08
1,2022-01-04,1,2022-01-13,24.58
2,2022-01-13,1,2022-01-24,25.25
3,2022-01-24,1,2022-02-02,25.8
4,2022-02-02,1,2022-02-11,26.19
5,2022-02-11,1,2022-02-23,25.81
6,2022-02-23,1,2022-03-04,25.75
7,2022-03-04,1,2022-03-15,25.33
8,2022-03-15,1,2022-03-24,25.01
9,2022-03-24,1,2022-04-04,24.66
10,2022-04-04,1,2022-04-19,24.18
11,2022-04-19,1,2022-04-28,24.0
12,2022-04-28,1,2022-05-11,24.02
13,2022-05-11,1,2022-05-23,23.95
14,2022-05-23,1,2022-06-01,24.19
15,2022-06-01,1,2022-06-13,24.85
16,2022-06-13,1,2022-06-22,25.33
17,2022-06-22,1,2022-07-01,25.88
18,2022-07-01,1,2022-07-12,26.06
19,2022-07-12,1,2022-07-22,26.0
20,2022-07-22,1,2022-08-04,25.81
21,2022-08-04,1,2022-08-16,25.56
22,2022-08-16,1,2022-08-25,25.62
23,2022-08-25,1,2022-09-05,25.69
24,2022-09-05,1,2022-09-14,25.75
25,2022-09-14,1,2022-09-23,25.88
26,2022-09-23,1,2022-10-04,25.54
27,2022-10-04,1,2022-10-17,25.05
28,2022-10-17,1,2022-10-27,24.99
29,2022-10-27,1,2022-11-07,24.92
30,2022-11-07,1,2022-11-16,24.95
31,2022-11-16,1,2022-11-25,24.98
32,2022-11-25,1,2022-12-07,24.56
33,2022-12-07,1,2022-12-19,24.15
34,2022-12-19,1,2022-12-28,23.92
