Date,ECON_STOCKMARKET,ECON_ENTREPRENEURSHIP,ECON_CURRENCY_EXCHANGE_RATE,ECON_MONOPOLY,ECON_HOUSING_PRICES,ECON_COST_OF_LIVING,ECON_UNIONS,ECON_TRADE_DISPUTE,ECON_IPO,ECON_SUBSIDIES,ECON_DEREGULATION,ECON_INTEREST_RATES,ECON_CURRENCY_RESERVES,ECON_EARNINGSREPORT,ECON_NATIONALIZE,ECON_DEBT,ECON_TAXATION,SLFID_ECONOMIC_DEVELOPMENT,SLFID_ECONOMIC_POWER,ECON_REMITTANCE,ECON_INFORMAL_ECONOMY,ECON_DEVELOPMENTORGS,SLFID_ECONOMIC_DEVELOPMENTAID,ECON_FOREIGNINVEST,SOC_ECONCOOP,ECON_FREETRADE,ECON_MOU,ECON_EMERGINGECON,ECON_DEFLATION,ECON_MIDDLECLASS,ECON_WORKINGCLASS,ECON_OILPRICE,ECON_PRICECONTROL,ECON_UNDEREMPLOYMENT,ECON_GOLDPRICE,ECON_DIESELPRICE,ECON_ELECTRICALGENERATION,ECON_ELECTRICALGRID,ECON_ELECTRICALDEMAND,ECON_MONEYLAUNDERING,ECON_WORLDCURRENCIES,ECON_ELECTRICALPRICE,ECON_NATGASPRICE,ECON_FOREIGNBANKS,ECON_CENTRALBANK,ECON_GASOLINEPRICE,ECON_HEATINGOIL,ECON_CUTOUTLOOK,ECON_IDENTITYTHEFT,ECON_NEWPOWERPLANT,ECON_PRICEGOUGE,ECON_INFLATION,WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,WB_439_MACROECONOMIC_AND_STRUCTURAL_POLICIES,WB_471_ECONOMIC_GROWTH,WB_1096_MACROECONOMIC_SUSTAINABILITY,WB_162_TRANSPORT_ECONOMICS,WB_1152_ECONOMIC_AND_SOCIAL_MOBILITY,WB_862_GROWTH_POLES_AND_ECONOMIC_ZONES,WB_1016_SPECIAL_ECONOMIC_ZONES,WB_625_HEALTH_ECONOMICS_AND_FINANCE,WB_1070_ECONOMIC_GROWTH_POLICY,WB_1540_ECONOMICS_OF_EDUCATION,WB_427_WATER_ALLOCATION_AND_WATER_ECONOMICS,ECON_PROPANE,WB_798_LOCAL_AND_REGIONAL_ECONOMIC_DEVELOPMENT,ECON_COUNTERFEITMONEY,WB_2124_ECONOMIC_ANALYSIS_OF_EDUCATION,WB_440_MACROECONOMIC_MONITORING,WB_2345_DIGITAL_ECONOMY_STRATEGY,WB_836_POLITICAL_ECONOMY_OF_REFORM,WB_1998_WATER_ECONOMICS,WB_2111_COMPETITION_ECONOMICS,ECON_HEATINGOILPRICE,WB_331_ECONOMIC_TRANSPARENCY,WB_1106_MACROECONOMIC_PERFORMANCE,ECON_QUITRATE,WB_1141_ECONOMIC_SHOCKS_AND_TRADE,WB_702_ECONOMIC_SHOCKS_AND_VULNERABILITY,ECON_PROPANEPRICE
2018-12-13,0.0,0.58758,0.28831,0.25478,1.3267,0.0,0.0,-0.82234,-1.18694,-0.23407,0.0,0.0,0.0,0.0,0.0,0.0,0.54823,0.83001,0.0,0.0,0.0,0.0,0.0,-0.77922,0.29762,3.14791,0.0,-0.03481,0.0,-0.08734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.54663,0.0,0.25478,0.0,0.0,0.0,0.0,-1.9802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.28346,-0.08734,0.0,0.0,0.0,-2.90847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-14,1.33713,3.85143,0.0,0.0,0.31959,0.0,0.0,0.0,-2.49584,-0.19569,0.0,-3.82403,0.0,0.0,0.0,-1.13339,-3.77042,-0.53619,0.0,0.0,0.0,-1.93883,4.73684,3.92157,-0.5291,0.99602,3.18678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08989,0.0,0.0,0.0,-6.29956,0.0,0.0,0.0,-4.17827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.13339,-0.19569,4.54895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-15,-0.63376,0.0,0.0,-1.46299,0.0,0.0,0.0,-0.47027,-1.30358,-4.56204,0.0,0.0,0.0,0.0,0.0,-2.06752,-1.92808,0.0,0.0,0.0,0.0,-3.27012,3.12826,0.0,1.91857,-1.27119,3.67647,-0.37856,0.0,0.0,0.0,-2.33813,0.0,0.0,0.0,0.0,-2.33813,0.0,0.0,0.0,-0.37856,-2.33813,0.0,0.0,-2.07725,0.0,0.0,0.0,0.0,0.0,0.0,-0.37856,-1.94662,-0.19779,0.61819,0.0,-0.78652,0.0,-0.29125,2.85261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-16,1.99135,4.41172,0.0,0.79208,0.0,-1.5625,-0.19048,-4.79148,0.0,-4.79148,0.0,-1.93912,0.0,0.0,0.0,-2.44659,-1.32226,1.33402,0.0,0.0,0.0,-4.79148,0.0,-4.79148,0.0,0.0,0.0,-4.79148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.93912,0.0,0.0,0.0,0.0,0.0,0.0,-4.79148,-1.63692,-4.79148,0.38859,0.0,0.0,0.0,-4.97309,-3.46154,0.0,-4.79148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-17,4.62382,2.96667,0.6886,0.4065,2.1736,-1.50199,0.0,0.0,0.0,0.0,0.0,-0.605,0.0,0.0,0.0,0.0,0.0,1.18577,0.0,0.0,0.0,1.01389,7.27612,0.0,1.18577,0.0,3.38432,1.74014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70258,0.0,1.42058,0.0,0.0,0.0,-0.605,0.0,0.0,0.0,0.0,0.0,0.0,-1.3151,-1.6459,-1.13598,1.43192,-1.72414,0.0,-1.41844,0.0,0.0,-0.41066,3.53774,-1.3809,-1.58046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-18,0.0,0.0,-0.23876,-0.22321,-3.98163,-1.38249,0.0,-1.49235,0.6772,0.0,0.0,-1.26759,0.0,0.0,0.0,-0.3574,0.39344,0.0,0.0,0.0,0.0,-1.29718,0.0,0.0,0.0,0.0,2.71301,-0.56435,0.0,0.0,0.0,-4.72967,0.0,0.0,0.0,0.0,-1.86441,-0.22321,-1.86441,0.0,0.0,-1.86441,0.0,0.0,-1.78343,0.0,0.0,0.0,0.0,-1.86441,0.0,-1.67142,-1.32363,-1.03867,-0.52453,-0.79086,0.0,0.0,-6.23917,0.0,0.0,0.0,-1.38249,1.59744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-19,0.51054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58252,0.0,0.0,-1.36888,0.0,0.0,0.0,-2.50113,-0.74324,-2.40642,0.0,2.22841,0.0,-2.68044,2.02392,0.0,3.64465,1.16505,3.59328,-2.86561,0.0,0.0,0.0,-1.01961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.43301,0.0,0.0,0.0,0.0,-0.25773,0.0,-1.50289,-2.07331,-1.52896,-0.73751,-1.58206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-20,-2.06996,2.32921,0.35361,0.86655,-0.25244,0.0,0.0,-2.88472,-1.1713,-2.125,0.0,-3.11319,0.0,0.0,0.0,-2.58164,0.54248,2.20375,0.0,0.0,0.0,-4.39932,4.71167,0.41258,0.0,1.16166,6.13636,-0.1069,0.0,0.0,0.0,-2.68522,0.0,0.0,0.0,0.0,-0.30094,0.0,0.0,0.0,-2.77393,0.0,0.86655,0.0,-3.2454,0.0,0.0,0.0,0.0,-1.46843,0.0,-2.29562,-1.68961,-1.85385,0.59257,-2.86561,0.0,0.0,5.63434,6.17163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-21,-1.00889,2.55825,0.0,0.0,1.37632,0.0,0.0,-0.06271,-2.63488,0.0,0.0,-0.42974,0.0,0.0,0.0,0.12843,0.02686,0.0,0.0,0.0,0.0,0.28945,0.0,-0.41152,-0.68213,-1.12045,0.0,0.0,0.0,0.0,0.0,0.99502,0.0,0.0,-1.12045,0.0,-0.74813,0.0,0.0,0.0,2.71385,0.0,0.0,0.0,-0.42974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15903,0.49278,0.67861,0.0,-0.51948,0.0,2.61882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-22,-0.12661,2.98241,0.0,2.35294,-1.54639,0.0,0.0,-0.93553,0.0,0.0,0.0,-0.50219,0.0,0.0,0.0,-0.24909,0.52232,0.0,0.0,-1.55383,0.0,-1.34834,0.54201,0.0,0.0,0.0,-1.14286,-1.54639,0.0,0.0,0.0,1.28957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.54639,0.0,0.0,0.0,0.41509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13557,-1.54639,-0.15303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-23,-1.30222,3.31464,0.0,-0.23626,0.57619,0.0,0.0,0.0,0.0,0.0,1.25523,-1.15258,0.0,0.0,0.0,0.19658,0.91933,0.0,0.0,0.0,0.0,1.3624,0.0,0.0,0.0,0.0,0.34722,-0.75075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55188,0.0,0.0,0.0,-0.75075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23626,-1.5544,0.30582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-24,0.0,0.83319,0.42017,-0.26712,1.79861,3.69069,0.0,-2.38974,0.0,0.0,1.25523,0.60857,0.0,0.0,0.0,-0.96338,0.0,0.0,0.0,0.0,0.0,-2.83,0.0,0.0,0.0,0.0,-2.95199,1.766,0.0,0.0,0.0,-2.5638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01791,0.0,0.0,0.0,-1.03712,0.0,0.0,0.0,0.0,0.0,0.0,-0.67568,-0.35996,-1.1584,0.4474,-0.67568,-3.06279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-25,0.0,3.15651,0.0,0.0,0.0,0.0,0.0,-3.35049,0.0,-0.76891,0.0,-2.43878,0.0,0.0,0.0,-1.13634,0.0,2.46407,0.0,-2.04082,0.0,-5.36193,0.0,0.0,1.02858,2.46407,5.24194,0.0,0.0,0.0,0.0,-3.93741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.9505,-2.45521,0.0,0.0,0.0,-2.18032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9206,3.28283,-0.91995,3.28283,0.0,0.0,1.46232,0.0,1.46232,0.0,0.0,7.25552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26,-1.93148,0.88137,-4.37259,-1.09409,0.55294,0.0,0.0,0.0,0.0,-2.39521,-0.41322,0.0,0.0,0.0,0.0,-2.44434,-0.3636,3.20988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21655,0.0,0.0,2.86533,0.0,-1.8315,0.0,0.0,0.0,0.0,-8.43621,-2.71894,0.0,0.0,0.0,-2.52413,-2.39521,0.0,0.0,0.0,0.0,0.0,1.21655,-2.91993,-0.62133,0.0,-4.71976,0.0,1.21655,0.0,0.0,0.0,-2.21932,0.0,-1.83387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-27,0.0,-1.60331,-4.50161,0.1776,-1.60331,0.0,0.0,-1.91735,0.0,-0.5053,0.0,-2.55466,0.0,0.0,0.0,-1.60331,-0.8713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.60331,0.54496,0.0,0.0,0.0,0.0,0.0,1.95283,0.0,0.0,0.0,-0.39648,0.0,0.0,-4.28691,-2.84565,0.0,0.0,0.0,-1.60331,0.0,0.0,-1.55556,0.0,-1.67015,1.62791,-1.97832,-1.42914,0.0,0.0,0.0,-1.73913,0.0,0.0,0.0,0.74627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-28,-1.27896,1.76741,0.0,-1.04987,-1.59024,0.0,0.0,-0.91632,-0.96618,0.0,0.0,-1.93494,0.0,0.0,0.0,0.0,0.21464,4.06133,0.0,0.0,0.0,-0.04682,-1.49031,0.0,2.43161,0.0,-3.98936,-0.62762,0.0,0.0,0.0,-2.31981,0.0,0.0,0.0,0.0,0.42105,0.0,0.0,0.0,0.0,0.0,0.0,0.60976,-2.75591,0.0,0.0,0.0,0.0,0.42105,0.31447,0.0,-2.42131,-0.33201,-3.02524,0.0,-5.37084,-2.58714,0.44498,1.1924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-29,-3.3173,5.02513,0.0,0.0,-0.76962,-2.41827,0.0,0.96386,-0.92802,0.0,0.0,-1.24481,0.0,0.0,0.0,-2.08689,-4.24144,0.96386,-4.24144,0.0,0.0,-5.04926,0.0,0.0,0.0,0.96386,0.0,0.0,0.0,0.0,0.0,0.0,-2.41827,0.0,0.0,0.0,-2.41827,0.0,0.0,0.0,0.96386,-2.8481,0.0,0.0,0.21459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.08689,0.0,-0.8764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-30,-2.39568,-2.33463,-1.84332,0.0,-5.38813,0.0,0.0,-2.08897,-2.33463,-1.18578,0.0,-1.84332,0.0,0.0,0.0,-2.29682,-3.01932,0.0,0.0,0.0,0.0,-1.10865,0.0,-3.01932,0.0,0.0,0.0,-1.84332,0.0,-1.08272,0.0,-3.01932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.38813,-3.41692,0.0,0.0,0.0,-1.40496,0.0,0.0,0.0,0.0,0.0,0.0,-0.59777,-1.80626,-1.84332,-2.65954,0.0,0.0,-1.08272,0.0,0.0,0.64777,0.0,-2.37226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-31,-2.10247,1.06241,0.0,-4.8414,-0.3894,0.0,-4.8414,-3.22581,0.0,0.0,0.0,-4.40529,0.0,0.0,0.0,-0.3074,0.71913,0.0,1.53574,0.0,0.0,1.53574,0.0,0.0,0.0,0.0,0.0,-4.40529,0.0,0.0,0.0,-2.15054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53574,-1.2802,-1.24689,0.4468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,-2.59072,-3.88979,-1.38946,2.01681,0.0,0.0,-1.10375,-2.67887,0.0,0.0,0.0,-2.36385,0.0,0.0,0.0,-2.65307,-1.05488,0.0,0.0,0.0,0.0,-1.38946,5.34351,0.0,0.0,-1.02277,0.0,-3.10868,0.0,0.0,0.0,-2.59072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.79198,0.0,0.0,0.0,-2.59072,0.0,0.0,0.0,0.0,-1.82371,0.0,0.0,0.0,-1.05488,0.01079,0.0,0.0,-0.42857,2.46575,2.46575,0.0,-3.79198,0.0,-1.38946,0.0,0.0,0.0,0.0,2.01681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02,-2.57667,-0.08525,0.0,-2.35294,0.0,0.08503,-6.22158,-1.89299,-2.35294,0.0,0.0,-0.8851,0.0,0.0,0.0,-6.22158,-2.35294,0.0,0.0,0.0,0.0,0.0,0.0,-0.16393,0.0,2.46575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.30046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74906,0.85737,0.74906,-6.62139,0.0,2.46575,2.46575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03,-2.39459,1.12262,-2.30357,-4.14093,-0.53935,0.0,0.0,-1.05281,1.14504,-1.66815,0.0,-1.41576,0.0,0.0,0.0,-1.89298,0.08171,2.66075,0.0,0.0,0.0,0.0,1.69811,0.38026,0.0,0.0,0.0,-3.85152,0.0,0.0,0.0,-2.02745,0.0,0.0,0.0,0.0,-1.83481,0.0,0.0,0.0,-1.92329,-0.99269,0.0,0.0,-2.09828,0.0,0.0,0.0,0.0,0.19305,0.0,-1.21409,-2.36044,-0.36676,0.0,0.75949,0.0,1.24537,1.32218,1.00503,0.35271,0.0,0.0,-0.19685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04,-1.73596,1.7466,0.0,0.0,0.0,0.0,-0.28544,0.23866,0.0,0.22338,0.0,0.23866,0.0,0.0,0.0,0.0,-0.68966,0.0,0.0,0.0,0.0,0.0,-4.54545,0.23866,0.0,0.0,0.0,0.23866,0.0,0.22338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23866,0.0,0.0,0.0,-0.39841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95301,0.0,0.0,0.22338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-05,0.49413,0.96266,0.44944,-2.72647,0.51257,0.0,0.0,-0.06236,0.78652,0.0,1.10638,0.41561,0.0,0.0,0.0,-1.42857,-1.2162,-2.6253,2.23214,0.0,0.0,-2.11137,0.0,0.0,0.0,0.55096,-1.59744,0.21739,0.0,0.0,0.0,-0.928,0.0,0.0,0.0,0.0,-1.01418,1.10638,0.0,0.0,-1.08793,0.0,0.0,0.0,0.21739,0.0,0.0,0.0,0.0,0.0,0.0,-0.60559,-0.14155,-0.60559,-1.08784,0.0,-2.52577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06,0.0,1.91083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3214,-2.55659,0.0,0.0,0.0,0.0,-1.22699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02941,0.0,0.0,0.0,0.0,1.02941,0.0,0.0,0.0,3.2316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3214,0.0,-4.05149,0.0,0.0,-1.6538,-1.21498,-1.21498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07,-1.16266,-0.54184,-0.54184,2.77573,1.56858,0.0,0.0,-1.04547,1.35135,0.0,0.0,-0.6147,0.0,0.0,0.0,0.34813,-0.83061,-1.79752,0.0,0.0,0.0,-0.89346,-2.51959,0.0,0.0,2.85714,1.0929,-0.02574,0.0,0.0,0.0,0.18564,-0.55363,0.0,0.0,0.0,-1.12676,0.0,0.0,0.0,-0.64226,0.0,0.0,0.0,-0.4476,0.0,0.0,0.0,0.0,0.0,0.0,-0.4476,0.17276,0.68539,-1.79682,0.0,0.0,0.0,2.55164,0.0,-0.55363,-0.71429,-1.83727,0.0,0.0,-0.54184,0.0,0.0,0.0,0.0,0.0,0.0,4.9505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08,-0.54614,1.73358,-3.20513,0.0,0.91319,0.0,-0.95238,0.54242,0.0,0.0,0.0,0.0677,0.0,0.0,0.0,0.0,-0.1996,0.0,0.0,-0.75567,0.0,-1.75106,-0.75567,0.0,0.56006,-0.21322,0.0,0.0,0.0,-0.72674,0.0,0.63291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01576,0.0,0.0,0.0,-3.20513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95908,0.0,0.0,-0.72674,0.0,0.0,0.0,0.0,0.08627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-09,-0.07969,0.0,-0.94871,-1.66143,0.19756,0.0,-1.98413,-0.13744,0.0,-2.04082,0.0,-1.39265,0.0,0.0,0.0,-1.64349,-1.62137,-1.39265,0.0,0.0,0.0,-1.39265,0.0,1.11607,0.0,0.53262,1.65485,0.0,0.0,0.0,0.0,0.0,0.32267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95519,0.0,0.0,0.0,-2.18883,0.0,0.0,0.0,0.0,0.0,0.0,-0.98349,-1.27679,-1.03752,-1.12478,0.0,0.0,0.0,-1.39265,0.0,0.0,0.0,-0.43603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-10,-0.54622,2.28125,0.00782,0.0,0.0,0.0,0.0,0.1595,0.0,-2.13033,0.0,-1.20414,0.0,0.0,0.0,-3.0491,-2.61339,0.0,0.0,0.0,0.0,-2.78294,1.03761,0.61618,0.0,0.0,0.0,-1.418,-2.7881,0.0,0.0,-1.38632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0816,0.0,0.0,0.0,-2.72718,0.0,0.0,0.0,0.0,0.0,0.0,2.04545,-0.73379,-2.40208,-0.30531,-3.3101,1.03761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-11,1.71396,5.60911,-1.28224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.76288,0.0,0.0,0.0,-1.58311,0.0,0.0,0.0,0.0,0.0,0.0,5.38462,0.0,0.0,0.0,-2.5,-1.00342,-1.10204,0.0,0.0,-0.60655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.33228,0.0,0.0,0.0,-0.44079,0.0,0.0,0.0,0.0,0.0,0.0,0.67454,-0.7653,1.39134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-12,-0.39588,0.75567,0.0,0.0,-2.28188,0.0,0.0,-2.41217,0.0,0.0,0.0,-2.26136,0.0,0.0,0.0,-4.11622,0.84628,0.0,0.0,0.0,0.0,-3.16827,-4.11622,0.0,0.0,2.32877,0.0,0.0,0.0,0.0,0.0,0.0,-0.70634,0.0,0.0,0.0,-2.22032,0.0,0.0,0.0,-0.68016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49987,-2.22032,-3.16827,0.18042,3.49755,0.0,2.18313,0.0,0.0,0.0,1.38902,3.52113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-13,1.01523,0.0,0.0,0.0,3.26494,0.0,-0.1657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37374,0.0,0.0,0.0,0.0,-3.90226,0.0,0.0,0.0,0.0,0.0,1.90355,0.0,2.82078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01523,0.0,-1.15607,-1.52099,0.0,-0.96712,1.01523,1.02302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-14,-2.26136,2.0809,0.0,0.0,-1.96072,0.0,2.56645,-1.99428,-1.1474,0.28209,0.0,-2.02232,0.0,0.0,0.0,-1.6266,-1.60806,0.0,0.0,0.0,0.0,-0.95915,0.0,0.0,-2.88248,0.0,0.0,0.0,0.0,0.0,0.0,-0.6422,0.28209,0.0,0.0,0.0,0.0,-2.88248,0.0,0.0,-2.70849,0.0,0.0,0.0,-1.96072,0.0,0.0,0.0,0.0,0.0,0.28209,0.0,-2.28204,-2.1362,0.54979,0.0,0.0,0.0,1.89224,2.30769,0.0,2.70833,-0.29354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.24837,-4.24837,0.0
2019-01-15,-2.71279,0.99812,0.0,0.0,-0.17185,0.0,0.2457,-1.36388,0.0,0.0,0.0,-0.33156,0.0,0.0,0.0,1.68539,0.0,-0.61678,0.0,0.0,0.0,-6.03737,0.0,-0.58939,-4.38521,-1.20251,0.33784,0.13369,0.0,0.0,2.64901,-1.84162,0.0,0.0,0.0,0.0,0.68337,0.0,0.68337,0.0,-3.58337,0.68337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68539,0.0,-2.17223,0.0,0.0,0.0,0.0,0.0,0.31696,0.0,3.43643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
