param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
window_size_1.csv,2.57,0.59,100.0,48.57,48.57,54.29,54.29
window_size_12.csv,6.06,1.3,51.43,34.29,31.43,20.0,20.0
window_size_16.csv,6.61,1.46,54.29,37.14,34.29,20.0,20.0
window_size_2.csv,3.07,0.73,60.0,28.57,28.57,31.43,31.43
window_size_20.csv,7.3,1.6,54.29,42.86,40.0,14.29,14.29
window_size_24.csv,7.84,1.73,57.14,42.86,40.0,17.14,17.14
window_size_3.csv,3.78,0.82,54.29,25.71,25.71,28.57,28.57
window_size_4.csv,4.21,0.9,51.43,22.86,22.86,28.57,28.57
window_size_8.csv,5.22,1.14,51.43,31.43,28.57,22.86,22.86
