Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,3,2022-01-04,19.77
1,2022-01-04,3,2022-01-13,19.8
2,2022-01-13,3,2022-01-24,19.87
3,2022-01-24,3,2022-02-02,20.1
4,2022-02-02,3,2022-02-11,20.33
5,2022-02-11,3,2022-02-23,20.57
6,2022-02-23,3,2022-03-04,20.8
7,2022-03-04,3,2022-03-15,20.53
8,2022-03-15,3,2022-03-24,19.73
9,2022-03-24,3,2022-04-04,19.07
10,2022-04-04,3,2022-04-19,18.63
11,2022-04-19,3,2022-04-28,18.0
12,2022-04-28,3,2022-05-11,17.33
13,2022-05-11,3,2022-05-23,16.8
14,2022-05-23,3,2022-06-01,16.77
15,2022-06-01,3,2022-06-13,16.9
16,2022-06-13,3,2022-06-22,16.97
17,2022-06-22,3,2022-07-01,17.23
18,2022-07-01,3,2022-07-12,17.0
19,2022-07-12,3,2022-07-22,16.67
20,2022-07-22,3,2022-08-04,16.17
21,2022-08-04,3,2022-08-16,16.13
22,2022-08-16,3,2022-08-25,16.53
23,2022-08-25,3,2022-09-05,17.03
24,2022-09-05,3,2022-09-14,17.27
25,2022-09-14,3,2022-09-23,17.2
26,2022-09-23,3,2022-10-04,17.2
27,2022-10-04,3,2022-10-17,17.57
28,2022-10-17,3,2022-10-27,18.13
29,2022-10-27,3,2022-11-07,18.57
30,2022-11-07,3,2022-11-16,18.37
31,2022-11-16,3,2022-11-25,17.77
32,2022-11-25,3,2022-12-07,17.2
33,2022-12-07,3,2022-12-19,16.93
34,2022-12-19,3,2022-12-28,16.97
