Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,9,2022-01-04,392.8
1,2022-01-04,9,2022-01-13,389.9
2,2022-01-13,9,2022-01-24,388.7
3,2022-01-24,9,2022-02-02,385.9
4,2022-02-02,9,2022-02-11,384.9
5,2022-02-11,9,2022-02-23,384.2
6,2022-02-23,9,2022-03-04,384.1
7,2022-03-04,9,2022-03-15,382.7
8,2022-03-15,9,2022-03-24,383.6
9,2022-03-24,9,2022-04-04,384.1
10,2022-04-04,9,2022-04-19,384.7
11,2022-04-19,9,2022-04-28,382.0
12,2022-04-28,9,2022-05-11,379.0
13,2022-05-11,9,2022-05-23,377.4
14,2022-05-23,9,2022-06-01,375.5
15,2022-06-01,9,2022-06-13,373.9
16,2022-06-13,9,2022-06-22,370.6
17,2022-06-22,9,2022-07-01,368.9
18,2022-07-01,9,2022-07-12,368.6
19,2022-07-12,9,2022-07-22,367.9
20,2022-07-22,9,2022-08-04,366.8
21,2022-08-04,9,2022-08-16,367.3
22,2022-08-16,9,2022-08-25,367.8
23,2022-08-25,9,2022-09-05,367.6
24,2022-09-05,9,2022-09-14,366.7
25,2022-09-14,9,2022-09-23,364.2
26,2022-09-23,9,2022-10-04,361.0
27,2022-10-04,9,2022-10-17,356.6
28,2022-10-17,9,2022-10-27,349.9
29,2022-10-27,9,2022-11-07,344.7
30,2022-11-07,9,2022-11-16,341.6
31,2022-11-16,9,2022-11-25,339.5
32,2022-11-25,9,2022-12-07,336.7
33,2022-12-07,9,2022-12-19,333.7
34,2022-12-19,9,2022-12-28,331.2
