Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,19,2022-01-04,71.56
1,2022-01-04,19,2022-01-13,72.23
2,2022-01-13,19,2022-01-24,72.74
3,2022-01-24,19,2022-02-02,73.29
4,2022-02-02,19,2022-02-11,73.81
5,2022-02-11,19,2022-02-23,74.38
6,2022-02-23,19,2022-03-04,74.88
7,2022-03-04,19,2022-03-15,75.35
8,2022-03-15,19,2022-03-24,75.91
9,2022-03-24,19,2022-04-04,76.47
10,2022-04-04,19,2022-04-19,77.02
11,2022-04-19,19,2022-04-28,77.35
12,2022-04-28,19,2022-05-11,77.14
13,2022-05-11,19,2022-05-23,76.65
14,2022-05-23,19,2022-06-01,75.96
15,2022-06-01,19,2022-06-13,75.5
16,2022-06-13,19,2022-06-22,74.98
17,2022-06-22,19,2022-07-01,74.6
18,2022-07-01,19,2022-07-12,74.49
19,2022-07-12,19,2022-07-22,74.32
20,2022-07-22,19,2022-08-04,74.1
21,2022-08-04,19,2022-08-16,73.95
22,2022-08-16,19,2022-08-25,74.06
23,2022-08-25,19,2022-09-05,73.94
24,2022-09-05,19,2022-09-14,73.81
25,2022-09-14,19,2022-09-23,73.55
26,2022-09-23,19,2022-10-04,73.34
27,2022-10-04,19,2022-10-17,73.19
28,2022-10-17,19,2022-10-27,72.92
29,2022-10-27,19,2022-11-07,72.62
30,2022-11-07,19,2022-11-16,72.35
31,2022-11-16,19,2022-11-25,72.18
32,2022-11-25,19,2022-12-07,71.98
33,2022-12-07,19,2022-12-19,71.79
34,2022-12-19,19,2022-12-28,71.7
