Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,19,2022-01-04,74.75
1,2022-01-04,19,2022-01-13,80.0
2,2022-01-13,19,2022-01-24,76.25
3,2022-01-24,19,2022-02-02,77.0
4,2022-02-02,19,2022-02-11,76.5
5,2022-02-11,19,2022-02-23,78.0
6,2022-02-23,19,2022-03-04,77.0
7,2022-03-04,19,2022-03-15,76.75
8,2022-03-15,19,2022-03-24,77.75
9,2022-03-24,19,2022-04-04,78.0
10,2022-04-04,19,2022-04-19,78.0
11,2022-04-19,19,2022-04-28,71.25
12,2022-04-28,19,2022-05-11,70.75
13,2022-05-11,19,2022-05-23,71.5
14,2022-05-23,19,2022-06-01,73.25
15,2022-06-01,19,2022-06-13,72.0
16,2022-06-13,19,2022-06-22,69.25
17,2022-06-22,19,2022-07-01,67.5
18,2022-07-01,19,2022-07-12,68.75
19,2022-07-12,19,2022-07-22,70.25
20,2022-07-22,19,2022-08-04,70.0
21,2022-08-04,19,2022-08-16,72.25
22,2022-08-16,19,2022-08-25,75.5
23,2022-08-25,19,2022-09-05,72.25
24,2022-09-05,19,2022-09-14,71.75
25,2022-09-14,19,2022-09-23,73.75
26,2022-09-23,19,2022-10-04,71.25
27,2022-10-04,19,2022-10-17,73.25
28,2022-10-17,19,2022-10-27,70.0
29,2022-10-27,19,2022-11-07,71.0
30,2022-11-07,19,2022-11-16,70.5
31,2022-11-16,19,2022-11-25,72.5
32,2022-11-25,19,2022-12-07,73.0
33,2022-12-07,19,2022-12-19,73.5
34,2022-12-19,19,2022-12-28,75.75
