param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
window_size_1.csv,2.32,2.24,100.0,57.14,57.14,45.71,45.71
window_size_12.csv,3.31,3.03,54.29,25.71,25.71,28.57,28.57
window_size_16.csv,3.4,3.18,60.0,37.14,37.14,22.86,22.86
window_size_2.csv,2.36,2.28,62.86,31.43,31.43,31.43,31.43
window_size_20.csv,3.74,3.4,57.14,31.43,31.43,25.71,25.71
window_size_24.csv,4.57,3.93,54.29,28.57,28.57,25.71,25.71
window_size_3.csv,2.53,2.46,51.43,25.71,25.71,25.71,25.71
window_size_4.csv,2.54,2.5,62.86,31.43,31.43,31.43,31.43
window_size_8.csv,3.15,2.91,54.29,25.71,25.71,28.57,28.57
