Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,16,2022-01-04,141.0
1,2022-01-04,16,2022-01-13,139.75
2,2022-01-13,16,2022-01-24,138.25
3,2022-01-24,16,2022-02-02,136.0
4,2022-02-02,16,2022-02-11,140.25
5,2022-02-11,16,2022-02-23,147.0
6,2022-02-23,16,2022-03-04,150.25
7,2022-03-04,16,2022-03-15,159.25
8,2022-03-15,16,2022-03-24,167.0
9,2022-03-24,16,2022-04-04,163.5
10,2022-04-04,16,2022-04-19,158.75
11,2022-04-19,16,2022-04-28,158.5
12,2022-04-28,16,2022-05-11,162.75
13,2022-05-11,16,2022-05-23,165.0
14,2022-05-23,16,2022-06-01,170.0
15,2022-06-01,16,2022-06-13,175.0
16,2022-06-13,16,2022-06-22,174.0
17,2022-06-22,16,2022-07-01,173.75
18,2022-07-01,16,2022-07-12,177.25
19,2022-07-12,16,2022-07-22,184.0
20,2022-07-22,16,2022-08-04,183.25
21,2022-08-04,16,2022-08-16,181.0
22,2022-08-16,16,2022-08-25,186.5
23,2022-08-25,16,2022-09-05,204.25
24,2022-09-05,16,2022-09-14,217.0
25,2022-09-14,16,2022-09-23,220.0
26,2022-09-23,16,2022-10-04,225.0
27,2022-10-04,16,2022-10-17,227.0
28,2022-10-17,16,2022-10-27,232.0
29,2022-10-27,16,2022-11-07,231.5
30,2022-11-07,16,2022-11-16,224.5
31,2022-11-16,16,2022-11-25,225.0
32,2022-11-25,16,2022-12-07,223.5
33,2022-12-07,16,2022-12-19,216.5
34,2022-12-19,16,2022-12-28,213.5
