Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,12,2022-01-04,37.06
1,2022-01-04,12,2022-01-13,37.12
2,2022-01-13,12,2022-01-24,38.06
3,2022-01-24,12,2022-02-02,38.31
4,2022-02-02,12,2022-02-11,38.62
5,2022-02-11,12,2022-02-23,39.19
6,2022-02-23,12,2022-03-04,39.0
7,2022-03-04,12,2022-03-15,39.0
8,2022-03-15,12,2022-03-24,39.0
9,2022-03-24,12,2022-04-04,38.81
10,2022-04-04,12,2022-04-19,38.88
11,2022-04-19,12,2022-04-28,38.69
12,2022-04-28,12,2022-05-11,38.31
13,2022-05-11,12,2022-05-23,37.62
14,2022-05-23,12,2022-06-01,37.31
15,2022-06-01,12,2022-06-13,37.44
16,2022-06-13,12,2022-06-22,37.25
17,2022-06-22,12,2022-07-01,36.5
18,2022-07-01,12,2022-07-12,35.75
19,2022-07-12,12,2022-07-22,34.62
20,2022-07-22,12,2022-08-04,34.12
21,2022-08-04,12,2022-08-16,34.44
22,2022-08-16,12,2022-08-25,35.19
23,2022-08-25,12,2022-09-05,36.19
24,2022-09-05,12,2022-09-14,36.81
25,2022-09-14,12,2022-09-23,37.25
26,2022-09-23,12,2022-10-04,37.12
27,2022-10-04,12,2022-10-17,36.31
28,2022-10-17,12,2022-10-27,35.62
29,2022-10-27,12,2022-11-07,35.31
30,2022-11-07,12,2022-11-16,35.0
31,2022-11-16,12,2022-11-25,34.75
32,2022-11-25,12,2022-12-07,34.62
33,2022-12-07,12,2022-12-19,33.81
34,2022-12-19,12,2022-12-28,32.69
