Date,Open,High,Low,Close,PE,PBV,T_EPS,FSCORE,Vol,Buy Vol,Sell Vol,ATO/ATC,EMA25,EMA50,EMA200,MACD,RSI
2018-01-03,44.2,45,44,45,10.81,1.63,4.16,9,81250000,48040000,22616000,10594000,43.29,42.55,40.56,0.68,69.79
2018-01-04,45.2,47.2,45,47.2,11.34,1.7,4.16,9,124701000,72525000,36842000,15334000,43.59,42.74,40.62,0.89,79.67
2018-01-05,47.2,47.4,46.4,46.8,11.24,1.69,4.16,9,87882000,32473000,43625000,11784000,43.83,42.9,40.68,1.01,74.88
2018-01-08,46.8,47.2,46.6,46.6,11.19,1.68,4.16,9,64134000,30477000,23650000,10007000,44.05,43.04,40.74,1.08,72.52
2018-01-09,46.8,47,46.2,46.6,11.19,1.68,4.16,9,55092000,27697000,18432000,8963000,44.24,43.18,40.8,1.12,72.52
2018-01-10,47,47.8,47,47,11.29,1.7,4.16,9,125569000,54826000,57500000,13243000,44.46,43.33,40.86,1.18,74.39
2018-01-11,46.8,47.2,46.2,47.2,11.34,1.7,4.16,9,72260000,29856000,33891000,8513000,44.67,43.48,40.92,1.22,75.29
2018-01-12,47.4,47.6,46.8,47,11.29,1.7,4.16,9,59170000,20454000,26921000,11795000,44.85,43.62,40.99,1.22,72.54
2018-01-15,47.8,48.8,47.8,48.4,11.63,1.75,4.16,9,75617000,38647000,27198000,9772000,45.12,43.81,41.06,1.32,78.48
2018-01-16,48.8,49.4,48.2,48.2,11.58,1.74,4.16,9,48801000,16283000,23237000,9281000,45.36,43.98,41.13,1.37,75.95
2018-01-17,48.2,48.6,47.8,48.4,11.63,1.75,4.16,9,76115000,35877000,30754000,9484000,45.59,44.15,41.2,1.41,76.75
2018-01-18,49,49,48,48,11.53,1.73,4.16,9,64948000,19624000,36506000,8818000,45.78,44.3,41.27,1.39,71.59
2018-01-19,47.8,48.2,47.6,47.8,11.48,1.73,4.16,9,56403000,19972000,27930000,8501000,45.93,44.44,41.33,1.35,69.08
2018-01-22,48,48.6,47.8,48.4,11.63,1.75,4.16,9,38333000,19600000,13608000,5125000,46.12,44.6,41.41,1.34,72.22
2018-01-23,48.8,49.2,48.4,48.8,11.72,1.76,4.16,9,57954000,30307000,20503000,7144000,46.33,44.76,41.48,1.36,74.11
2018-01-24,48.8,49.2,48.6,49.2,11.82,1.78,4.16,9,39009000,17578000,12273000,9158000,46.55,44.94,41.56,1.38,75.88
2018-01-25,49.6,49.8,48.4,48.6,11.67,1.76,4.16,9,61475000,21065000,34264000,6146000,46.71,45.08,41.63,1.34,68.35
2018-01-26,48.8,49,48.4,49,11.77,1.77,4.16,9,68574000,22978000,30494000,15102000,46.88,45.23,41.7,1.32,70.45
2018-01-29,49.6,50,49.2,49.8,11.96,1.8,4.16,9,58525000,25869000,23700000,8956000,47.11,45.41,41.78,1.36,74.15
2018-01-30,49.4,49.8,48.8,49,11.77,1.77,4.16,9,80895000,31142000,40143000,9610000,47.25,45.55,41.85,1.31,65.34
2018-01-31,48.6,49.8,48.6,49.2,11.82,1.78,4.16,9,90316000,44401000,28754000,17161000,47.4,45.7,41.92,1.27,66.41
2018-02-01,49.6,50,49.2,49.8,11.96,1.8,4.16,9,67883000,33765000,24093000,10025000,47.59,45.86,42,1.27,69.47
2018-02-02,50.4,51,50,50.2,12.06,1.81,4.16,9,97874000,46161000,36922000,14791000,47.79,46.03,42.08,1.29,71.35
2018-02-05,49.2,50.2,49.2,50,12.01,1.81,4.16,9,84678000,38221000,29662000,16795000,47.96,46.18,42.16,1.28,69.06
2018-02-06,48.6,49,48,48.4,11.63,1.75,4.16,9,242519000,100152000,103686000,38681000,47.99,46.27,42.23,1.12,54.14
2018-02-07,49,49,48.2,48.4,11.63,1.75,4.16,9,104648000,36679000,48162000,19807000,48.02,46.35,42.29,0.99,54.14
