Date,Open,High,Low,Close,PE,PBV,T_EPS,FSCORE,Vol,Buy Vol,Sell Vol,ATO/ATC,EMA25,EMA50,EMA200,MACD,RSI
2018-01-03,100.5,103,99.75,101.5,39.25,1.08,2.59,6,15578100,9541200,4316100,1720800,97.05,94.65,92.3,2.26,69.45
2018-01-04,104,106,103,106,40.99,1.12,2.59,6,23163300,11778700,8046200,3338400,97.74,95.09,92.44,2.64,77.73
2018-01-05,107,108,105.5,107,41.38,1.13,2.59,6,21280600,10680400,8627100,1973100,98.45,95.56,92.58,2.98,79.08
2018-01-08,106,107,105.5,105.5,40.8,1.12,2.59,6,8359200,2874700,4063100,1421400,98.99,95.95,92.71,3.1,72
2018-01-09,105.5,108,105,107,41.38,1.13,2.59,6,16102100,7210500,7577900,1313700,99.61,96.38,92.85,3.27,74.46
2018-01-10,108.5,110,107,107,41.38,1.13,2.59,6,29219800,15995900,9934400,3289500,100.18,96.8,92.99,3.37,74.46
2018-01-11,107,108.5,105.5,108.5,41.96,1.15,2.59,6,10632300,5210100,3731000,1691200,100.82,97.26,93.15,3.53,76.83
2018-01-12,111.5,112,109.5,111,42.93,1.18,2.59,6,16030800,6387400,6025600,3617800,101.6,97.8,93.33,3.82,80.13
2018-01-15,113,113.5,112,113,43.7,1.2,2.59,6,15791800,7340300,7033500,1418000,102.48,98.39,93.52,4.16,82.3
2018-01-16,113.5,114.5,112.5,112.5,43.51,1.19,2.59,6,9052000,3404500,4447200,1200300,103.25,98.95,93.71,4.34,79.95
2018-01-17,111,113.5,109.5,113.5,43.89,1.2,2.59,6,20525100,8590500,6532700,5401900,104.04,99.52,93.91,4.51,81.11
2018-01-18,113.5,116,113,114,44.09,1.21,2.59,6,18026600,8345800,7659400,2021400,104.8,100.08,94.11,4.63,81.68
2018-01-19,113.5,115,111,115,44.47,1.22,2.59,6,18380300,6542300,8834500,3003500,105.59,100.67,94.32,4.75,82.81
2018-01-22,113.5,116,113,115.5,44.67,1.22,2.59,6,13113700,6386000,3957000,2770700,106.35,101.25,94.53,4.83,83.36
2018-01-23,116,118.5,115.5,117,45.25,1.24,2.59,6,20481100,9558600,9269100,1653400,107.17,101.87,94.75,4.96,84.91
2018-01-24,116.5,118.5,116,117.5,45.44,1.24,2.59,6,18621200,7755600,7163300,3702300,107.96,102.48,94.98,5.04,85.4
2018-01-25,118.5,120.5,117,117.5,45.44,1.24,2.59,6,20604300,8488100,9488300,2627900,108.7,103.07,95.2,5.05,85.4
2018-01-26,117,119.5,116,119.5,46.21,1.27,2.59,6,16929700,7856000,6896000,2177700,109.53,103.71,95.44,5.16,87.31
2018-01-29,120,120.5,119,120.5,46.6,1.28,2.59,6,11856100,5207400,4574400,2074300,110.37,104.37,95.69,5.27,88.15
2018-01-30,119.5,119.5,117,118,45.63,1.25,2.59,6,16049400,5783500,8155800,2110100,110.96,104.91,95.91,5.09,74.87
