Date,Open,High,Low,Close,PE,PBV,T_EPS,FSCORE,Vol,Buy Vol,Sell Vol,ATO/ATC,EMA25,EMA50,EMA200,MACD,RSI
2018-01-03,53.25,56,53.25,55.75,21.13,2.69,2.47,7,65202800,39306000,22553300,3343500,52.17,49.98,42.44,1.29,66.98
2018-01-04,55.75,57,55,56.5,21.41,2.73,2.47,7,43325700,27444100,11106000,4775600,52.5,50.23,42.58,1.44,69.08
2018-01-05,56.75,58,56.25,57.75,21.89,2.79,2.47,7,44099000,23520800,15691300,4886900,52.9,50.53,42.73,1.65,72.23
2018-01-08,57.5,58.25,56,56,21.23,2.7,2.47,7,31859800,12062700,14300600,5496500,53.14,50.74,42.86,1.65,62.6
2018-01-09,56.25,57.5,55.75,57.25,21.7,2.76,2.47,7,28210700,13811700,11308400,3090600,53.46,51,43,1.73,66.08
2018-01-10,57.25,57.75,55.75,56,21.23,2.7,2.47,7,30789900,12572400,13930500,4287000,53.65,51.19,43.13,1.68,60.06
2018-01-11,56.25,57.25,55.75,57,21.6,2.75,2.47,7,21822000,11297000,8561200,1963800,53.91,51.42,43.27,1.7,62.97
2018-01-12,57.5,57.75,57,57.25,21.7,2.76,2.47,7,16260400,7722000,6029700,2508700,54.17,51.65,43.41,1.71,63.68
2018-01-15,57.5,59.5,57.25,58.75,22.27,2.84,2.47,7,44558100,27413400,13174500,3970200,54.52,51.93,43.56,1.82,67.69
2018-01-16,58.75,59.25,57.25,57.5,21.79,2.78,2.47,7,46472500,14276400,20427600,11768500,54.75,52.15,43.7,1.79,61.59
2018-01-17,57.5,58.5,57,58,21.98,2.8,2.47,7,20395100,8637200,6456400,5301500,55,52.38,43.84,1.78,63.02
2018-01-18,58.25,58.25,56.5,56.75,21.51,2.74,2.47,7,25257500,8226700,12000900,5029900,55.13,52.55,43.97,1.66,57.26
2018-01-19,56.5,58,56.25,57.75,21.89,2.79,2.47,7,18645000,10968500,5296800,2379700,55.34,52.75,44.11,1.62,60.38
2018-01-22,58,58.25,57.25,57.5,21.79,2.78,2.47,7,15274400,6527200,6114800,2632400,55.5,52.94,44.24,1.55,59.21
2018-01-23,58,58.5,57.5,57.5,21.79,2.78,2.47,7,34853200,18211100,11059400,5582700,55.66,53.12,44.37,1.48,59.21
