Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,15,2022-01-04,61.5
1,2022-01-04,15,2022-01-13,61.49
2,2022-01-13,15,2022-01-24,61.31
3,2022-01-24,15,2022-02-02,61.29
4,2022-02-02,15,2022-02-11,61.41
5,2022-02-11,15,2022-02-23,61.61
6,2022-02-23,15,2022-03-04,62.0
7,2022-03-04,15,2022-03-15,62.49
8,2022-03-15,15,2022-03-24,62.94
9,2022-03-24,15,2022-04-04,62.95
10,2022-04-04,15,2022-04-19,63.1
11,2022-04-19,15,2022-04-28,63.2
12,2022-04-28,15,2022-05-11,63.34
13,2022-05-11,15,2022-05-23,63.34
14,2022-05-23,15,2022-06-01,63.36
15,2022-06-01,15,2022-06-13,63.45
16,2022-06-13,15,2022-06-22,63.3
17,2022-06-22,15,2022-07-01,63.0
18,2022-07-01,15,2022-07-12,63.19
19,2022-07-12,15,2022-07-22,63.36
20,2022-07-22,15,2022-08-04,63.49
21,2022-08-04,15,2022-08-16,63.5
22,2022-08-16,15,2022-08-25,63.56
23,2022-08-25,15,2022-09-05,63.69
24,2022-09-05,15,2022-09-14,63.54
25,2022-09-14,15,2022-09-23,63.31
26,2022-09-23,15,2022-10-04,62.78
27,2022-10-04,15,2022-10-17,62.1
28,2022-10-17,15,2022-10-27,61.62
29,2022-10-27,15,2022-11-07,61.4
30,2022-11-07,15,2022-11-16,61.15
31,2022-11-16,15,2022-11-25,60.85
32,2022-11-25,15,2022-12-07,60.71
33,2022-12-07,15,2022-12-19,60.78
34,2022-12-19,15,2022-12-28,60.81
