Order_ID,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,2,2022-01-04,109.85
1,2022-01-04,2,2022-01-13,127.45
2,2022-01-13,2,2022-01-24,121.79
3,2022-01-24,2,2022-02-02,101.27
4,2022-02-02,2,2022-02-11,99.87
5,2022-02-11,2,2022-02-23,104.43
6,2022-02-23,2,2022-03-04,102.44
7,2022-03-04,2,2022-03-15,106.5
8,2022-03-15,2,2022-03-24,99.31
9,2022-03-24,2,2022-04-04,102.55
10,2022-04-04,2,2022-04-19,110.03
11,2022-04-19,2,2022-04-28,105.79
12,2022-04-28,2,2022-05-11,114.14
13,2022-05-11,2,2022-05-23,104.91
14,2022-05-23,2,2022-06-01,102.77
15,2022-06-01,2,2022-06-13,108.06
16,2022-06-13,2,2022-06-22,100.36
17,2022-06-22,2,2022-07-01,94.7
18,2022-07-01,2,2022-07-12,109.32
19,2022-07-12,2,2022-07-22,115.16
20,2022-07-22,2,2022-08-04,102.57
21,2022-08-04,2,2022-08-16,112.71
22,2022-08-16,2,2022-08-25,109.59
23,2022-08-25,2,2022-09-05,108.87
24,2022-09-05,2,2022-09-14,97.4
25,2022-09-14,2,2022-09-23,100.19
26,2022-09-23,2,2022-10-04,93.33
27,2022-10-04,2,2022-10-17,83.06
28,2022-10-17,2,2022-10-27,88.43
29,2022-10-27,2,2022-11-07,99.24
30,2022-11-07,2,2022-11-16,98.21
31,2022-11-16,2,2022-11-25,96.97
32,2022-11-25,2,2022-12-07,94.92
33,2022-12-07,2,2022-12-19,89.08
34,2022-12-19,2,2022-12-28,100.39
