Date,ECON_CENTRALBANK,ECON_CURRENCY_EXCHANGE_RATE,ECON_CURRENCY_RESERVES,ECON_DEBT,ECON_DIESELPRICE,ECON_ELECTRICALDEMAND,ECON_ELECTRICALGENERATION,ECON_ELECTRICALGRID,ECON_ELECTRICALPRICE,ECON_EMERGINGECON,ECON_ENTREPRENEURSHIP,ECON_FOREIGNBANKS,ECON_FOREIGNINVEST,ECON_FREETRADE,ECON_GASOLINEPRICE,ECON_GOLDPRICE,ECON_HEATINGOIL,ECON_HEATINGOILPRICE,ECON_HOUSING_PRICES,ECON_IDENTITYTHEFT,ECON_INFLATION,ECON_INTEREST_RATES,ECON_IPO,ECON_MIDDLECLASS,ECON_MONEYLAUNDERING,ECON_MONOPOLY,ECON_NATGASPRICE,ECON_NEWPOWERPLANT,ECON_OILPRICE,ECON_PRICECONTROL,ECON_QUITRATE,ECON_STOCKMARKET,ECON_SUBSIDIES,ECON_TAXATION,ECON_TRADE_DISPUTE,ECON_UNIONS,ECON_WORKINGCLASS,SLFID_ECONOMIC_DEVELOPMENT,SLFID_ECONOMIC_DEVELOPMENTAID,SLFID_ECONOMIC_POWER,SOC_ECONCOOP,WB_1070_ECONOMIC_GROWTH_POLICY,WB_1096_MACROECONOMIC_SUSTAINABILITY,WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,WB_1141_ECONOMIC_SHOCKS_AND_TRADE,WB_1152_ECONOMIC_AND_SOCIAL_MOBILITY,WB_1540_ECONOMICS_OF_EDUCATION,WB_162_TRANSPORT_ECONOMICS,WB_1998_WATER_ECONOMICS,WB_2111_COMPETITION_ECONOMICS,WB_427_WATER_ALLOCATION_AND_WATER_ECONOMICS,WB_439_MACROECONOMIC_AND_STRUCTURAL_POLICIES,WB_440_MACROECONOMIC_MONITORING,WB_471_ECONOMIC_GROWTH,WB_625_HEALTH_ECONOMICS_AND_FINANCE,WB_702_ECONOMIC_SHOCKS_AND_VULNERABILITY,WB_836_POLITICAL_ECONOMY_OF_REFORM,WB_862_GROWTH_POLES_AND_ECONOMIC_ZONES
2018-06-06,0.0,1.6221,0.0,0.1481,0.0,0.0,0.0,0.0,0.0,1.1615,2.1895,0.0,1.3733,0.0,-0.6469,2.7605,-0.6469,0.0,1.4311,0.0,0.3834,0.7582,0.3554,0.0,-2.8509,-1.2944,0.0,0.0,0.1625,0.0,0.0,0.9658,-1.2605,-0.5698,0.0,0.2066,0.0,0.0,0.0,0.0,0.0,-3.0387,0.0,0.2514,0.0,0.0,1.0165,-0.0434,0.0,0.0,0.3764,2.2536,0.0,0.3077,0.0,0.0,0.0,0.6656
2018-06-07,0.0,1.2399,0.0,-0.6729,0.0,0.0,0.4966,0.0,0.0,0.6882,1.9649,0.0,0.9771,0.0,-1.5374,2.979,-1.5374,0.0,1.8022,0.0,0.0869,2.4184,0.6929,0.0,-3.0047,-0.0872,0.0,0.0,0.4036,0.0,0.0,0.8456,-1.1342,0.1531,0.5991,0.0,0.0,0.0,0.0,0.0,0.0,3.0581,0.0,-0.4265,0.0,0.0,-0.4982,-1.8288,0.0,0.0,-0.7765,3.5203,0.0,0.4495,0.0,0.0,0.0,0.6656
2018-06-08,0.0,1.375,0.0,-0.5937,0.0,0.0,0.0,0.0,0.0,1.6662,1.5627,0.0,0.5269,0.0,-3.5294,3.1291,-2.5515,0.0,2.4855,0.0,0.3979,2.6733,1.2777,0.0,0.0,-2.7727,0.0,0.0,-1.133,0.0,0.0,1.003,-1.5722,2.3308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8169,0.0,-0.1291,0.0,0.0,-0.5098,-9.2749,1.6642,0.0,0.32,0.5063,0.0,0.6925,0.0,0.0,0.0,0.0
2018-06-09,0.0,-0.716,0.0,-2.0885,0.0,0.0,0.0,0.0,0.0,-0.8584,1.5031,0.0,1.1841,0.0,0.0,0.913,0.0,0.0,1.9011,0.0,2.2567,0.9778,-0.4638,0.0,0.0,2.7675,0.0,0.0,-1.4012,0.0,0.0,-0.3263,-0.8876,0.7539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7792,0.0,-1.6088,0.0,0.0,5.8824,1.3699,0.0,0.0,-5.3305,0.0,0.0,0.7427,0.0,0.0,0.0,0.0
2018-06-10,0.0,0.0,0.0,-2.0619,0.0,0.0,0.0,0.0,0.0,-3.9629,0.4544,0.0,2.5158,0.0,1.1468,6.9784,1.1468,0.0,1.9504,0.0,-5.3763,1.1061,-0.0222,0.0,-1.7668,0.1983,0.0,0.0,0.0017,0.0,0.0,-0.2194,-0.8501,1.7934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0894,0.0,0.0,0.0,-0.0168,0.0,0.0,0.0,-1.7103,0.0,-0.9658,0.0,0.0,0.0,0.0
2018-06-11,0.0,1.3537,0.0,-1.0123,0.0,0.0,2.1687,0.0,0.0,-0.7718,1.851,0.0,0.413,0.0,-0.2744,4.1054,-0.2744,0.0,2.2512,2.1742,-0.3542,1.9507,1.0896,0.0,-4.5002,0.0,0.0,-0.3919,-0.9321,0.0,0.0,1.4076,-0.2299,1.1815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6048,0.0,-0.9657,0.0,0.0,0.0,0.3161,0.0,0.0,-0.017,1.45,0.0,0.4067,0.0,0.0,0.0,0.0
2018-06-12,0.0,2.205,0.0,-1.1521,0.0,0.0,0.0,0.0,-0.5479,0.896,0.574,0.0,0.9003,0.0,-0.4277,2.4544,-0.4277,0.0,2.5463,0.0,0.8889,1.7317,0.8103,0.0,0.0,-1.1401,0.0,0.0,-0.6537,0.0,0.0,0.8296,-1.5207,0.6344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1563,0.0,-0.7196,0.0,0.0,0.4545,-0.7171,0.0,0.0,-1.9048,0.89,0.0,0.5112,0.0,0.0,0.0,-3.1949
2018-06-13,0.0,1.9923,0.0,-1.293,0.0,0.0,0.0,0.0,-2.9801,-0.3082,1.4026,0.0,0.802,3.3493,-0.8733,4.0381,0.2094,0.0,1.6812,0.0,0.6256,1.8315,0.2392,0.0,-3.8467,-0.7184,0.0,0.0,-1.6133,0.0,0.0,0.6672,0.1737,-1.7687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.608,0.0,-0.9334,0.0,0.0,0.7623,-1.6941,3.7037,0.0,3.7037,0.9753,0.0,0.7328,5.3476,0.0,0.0,-3.2374
2018-06-14,0.0,1.0226,0.0,-1.033,0.0,0.0,0.0,0.0,0.0,0.9948,1.6387,0.0,-0.3071,0.0,-3.6585,2.3939,-0.7231,0.0,1.7718,0.0,0.1908,0.5695,0.8866,0.0,-2.646,-4.0744,0.0,0.0,-0.5871,0.0,0.0,0.3668,-0.4968,-0.6342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.938,0.0,-0.711,0.0,0.0,0.5902,1.8426,0.0,0.0,-2.5229,0.412,0.0,0.206,0.0,0.0,0.0,0.121
2018-06-15,0.0,-0.1861,0.0,0.0278,0.0,0.0,0.0,0.0,0.0,-1.6168,2.0877,2.924,0.9152,0.0,1.9796,3.4868,1.9796,0.0,1.8316,0.0,0.1481,0.0428,1.0915,0.0,-2.9508,-0.5102,0.0,0.0,-0.4349,0.0,0.0,0.4315,1.2792,-0.1238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8063,0.0,-0.0185,0.0,0.0,0.0,0.2886,3.8443,0.0,2.5753,-1.3997,0.0,0.759,0.0,0.0,-1.7787,-2.6831
2018-06-16,0.0,-2.5183,0.0,-1.528,0.0,0.0,0.0,0.0,0.0,-1.512,0.4694,0.0,-0.2051,0.0,-0.0769,2.6063,-0.1805,0.0,-0.0618,0.0,-1.304,-0.691,0.0494,0.0,-0.3384,-0.9733,0.0,0.0,-0.7678,0.0,0.0,-0.0169,0.4261,-0.3508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.941,0.0,-1.6479,0.0,0.0,0.5655,-2.6028,3.8462,0.0,3.8462,-2.4793,0.0,0.441,0.0,0.0,0.0,0.0
2018-06-17,0.0,1.7751,0.0,-0.3194,0.0,0.0,0.0,0.0,0.0,0.0,1.1537,0.0,0.2532,2.9427,0.0,2.7394,0.0,0.0,1.6253,0.0,0.0282,2.8267,-1.9595,0.0,0.0,1.0256,0.0,0.0,-0.1092,0.0,0.0,-0.0566,-0.6655,-0.0991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3232,0.0,0.0,0.0,0.0,0.0,0.0,0.2425,0.4698,0.0,-1.8449,0.0,0.0,0.0,0.0
2018-06-18,0.0,0.1459,0.0,-1.6148,0.0,0.0,1.7983,0.0,1.3953,-2.8928,1.9223,0.0,1.3971,0.8251,0.0,3.2286,0.9454,0.0,1.4845,0.0,-0.8366,0.6972,0.155,-1.5504,0.0,-1.8528,0.0,0.0,-1.3309,0.0,0.0,0.3625,0.8091,-1.2827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2935,0.0,0.0,5.6738,1.9845,0.0,2.1425,0.0313,1.5162,0.0,2.786,0.0,0.0,-1.6129,0.0
2018-06-19,0.0,-0.2688,0.0,-0.5853,0.0,0.0,0.0,0.0,0.0,-0.6033,1.0345,0.0,-0.7501,0.0,-4.2647,2.9818,-4.2647,0.0,1.5295,0.0,-0.9453,0.056,0.1975,0.0,-5.3708,-2.0725,0.0,0.0,-1.3411,0.0,0.2469,-0.2303,-0.2443,-1.1761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5479,0.0,0.0,-4.3881,-1.4497,0.0,0.0,0.0,-0.5094,0.0,1.0502,0.0,0.0,0.0,0.0
2018-06-20,-4.0845,0.6504,0.0,-1.571,5.6206,0.0,0.0,0.0,0.0,0.7679,2.0568,0.0,1.0394,-0.1182,-3.6145,3.3529,-3.6145,0.0,2.2308,0.0,0.9568,0.7772,-0.4334,0.0,-3.558,-2.4213,0.0,0.0,-0.2948,-3.504,0.0,0.7209,1.1932,-0.2354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1647,0.0,0.0,-6.0769,-2.8913,0.0,0.0,0.0,1.3547,0.0,-3.7269,0.0,0.0,-7.155,0.0
2018-06-21,0.0,0.13,0.0,-0.7957,0.0,0.0,0.0,0.0,0.0,-0.7718,1.9797,0.0,-0.3441,0.8798,-1.6321,3.8167,-1.6321,0.0,1.4059,0.0,-0.2719,0.3851,-0.0578,0.0,0.0,1.6129,0.0,0.0,-0.948,0.0,0.0,0.1718,0.9559,0.1515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.767,0.0,0.0,-0.2151,-7.9909,0.0,0.0,2.1994,-0.1726,0.0,0.1474,0.0,0.0,-9.1549,0.3606
2018-06-22,2.7859,2.1111,0.0,-0.9363,0.0,0.0,0.0,0.0,0.0,-2.4813,1.9963,0.0,0.1872,0.0,-2.3174,3.7458,-2.3174,0.0,2.286,0.0,-0.3157,2.1196,0.0021,0.0,-2.7088,0.0111,0.0,0.0,-0.4568,0.0,0.0,0.5383,0.9861,1.4876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8517,0.0,-0.4836,0.0,0.0,-1.4315,0.8358,0.0,0.0,4.0602,2.0413,0.0,0.0693,0.0,0.0,0.0,0.0
2018-06-23,0.0,-0.2421,0.0,-0.5909,0.0,0.0,0.0,0.0,0.0,0.0,1.5079,0.0,-2.3032,0.0,0.0,1.7048,0.0,0.0,1.4906,0.0,-1.522,2.2079,0.5749,0.0,4.1333,0.0,0.0,0.0,-0.3559,0.0,3.5433,0.6914,0.5538,2.9008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9259,0.0,-0.8499,0.0,-3.9716,0.1877,-2.5754,0.0,0.0,-0.9692,-3.0362,0.0,-0.087,0.0,0.0,0.0,0.0
2018-06-24,0.0,-2.2279,0.0,-1.7364,0.0,0.0,2.2989,0.0,0.0,-2.4225,1.5174,0.0,-1.4465,0.0,0.0,3.6364,0.0,0.0,1.4161,0.0,-1.5832,-0.0091,-0.9556,0.0,0.0,1.4066,0.0,0.0,0.1874,0.0,0.0,-0.0464,-0.1387,0.6399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8646,0.0,-1.4613,0.0,0.0,0.0,-2.8,0.0,0.0,0.0,2.2319,0.0,-1.1491,0.0,0.0,0.0,0.0
2018-06-25,0.0,-0.5361,0.0,-0.7165,0.0,0.0,0.0,0.0,0.0,-0.8641,1.6427,0.0,-0.7926,0.0,-3.5714,1.3751,-3.5714,0.0,0.9744,0.0,0.0073,1.7665,1.4795,0.0,0.0,1.6737,0.0,0.0,-0.0746,0.0,0.0,0.4421,1.0964,1.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.8696,0.0,-0.3478,0.0,0.0,0.0,-5.4435,0.0,0.0,0.0,2.6163,0.0,-1.7985,0.0,0.0,0.0,0.0
2018-06-26,0.0,0.8218,0.0,-1.1367,0.0,0.0,0.0,0.0,0.0,-0.3283,1.9639,0.0,-0.0753,0.0,0.0,1.6029,0.0,0.0,1.4908,0.0,-0.3771,0.9996,-0.6705,0.0,0.0,-6.0729,0.0,0.0,-1.1796,0.0,0.0,-0.2278,1.2496,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.902,0.0,0.0,0.5556,0.7355,2.3171,0.0,1.5929,-0.0597,0.0,-0.6834,0.0,0.0,0.0,0.0
2018-06-27,0.0,1.8076,0.0,-0.6256,0.0,0.0,-2.7778,0.0,0.0,-2.3424,2.0345,0.0,0.2261,0.0,0.0,2.6219,0.0,0.0,1.4464,0.0,-3.0559,-0.5163,0.1351,0.0,0.0,1.5042,0.0,0.0,-1.3361,0.0,0.0,0.785,0.5976,1.4083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6145,0.0,-0.4791,0.0,0.0,-0.3135,-2.884,0.0,0.0,1.6711,0.0,0.0,1.9868,-1.7544,0.0,0.0,0.0
2018-06-28,0.0,-1.261,0.0,-0.793,0.0,0.0,0.5517,0.0,0.0,1.7858,2.4606,0.0,1.0162,0.0,-3.4884,1.8927,-3.4884,0.0,2.0105,0.0,0.1027,1.7883,-0.4084,0.0,0.0,1.6178,0.0,0.0,-0.584,0.0,0.0,0.2415,2.196,0.3062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5181,0.0,0.0,0.6214,-2.1758,0.0,0.0,1.4665,0.2364,0.0,1.4667,0.0,0.0,0.0,0.0
2018-06-29,0.0,-0.3718,0.0,0.6098,0.0,0.0,0.0,0.0,0.0,-1.0108,1.7154,0.0,-1.0085,0.0,-0.0018,0.7976,-0.0018,0.0,0.7937,0.0,-0.4558,2.0672,-0.3724,0.0,-2.2794,0.2375,0.0,0.0,-0.8682,0.0,0.0,0.5695,-1.2457,1.2729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3366,0.0,0.0,-0.5376,0.4671,0.0,0.0,-0.3341,-1.4827,0.0,-0.0555,0.0,0.0,0.0,0.0
2018-06-30,0.0,2.537,0.0,-0.3367,0.0,0.0,0.0,0.0,0.0,-2.8812,1.6781,0.0,-1.5229,0.0,0.0,3.5366,0.0,0.0,-0.5657,0.0,-1.1206,-0.4905,-0.1972,0.0,0.0,-2.72,0.0,0.0,-0.256,0.0,0.0,-0.0352,1.4248,-1.5271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4158,0.0,-0.3249,0.0,0.0,-2.9268,-0.4607,1.9298,0.0,1.9298,-0.3132,0.0,1.9712,0.0,0.0,-1.3843,0.0
2018-07-01,0.0,-0.0415,0.0,-0.9517,0.0,0.0,0.0,0.0,0.0,0.0,1.1837,0.0,-0.9746,0.0,0.0,0.0,0.0,0.0,-0.598,0.0,-2.4894,0.7373,0.5181,0.0,0.0,0.0,0.0,0.0,-0.7699,0.0,0.0,0.6043,0.0671,2.8466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5077,0.0,-1.1139,0.0,0.0,0.0,-3.4626,1.9108,0.0,1.9108,0.0,0.0,-0.0208,0.0,0.0,0.0,0.0
2018-07-02,0.0,0.5385,0.0,-0.2992,0.0,0.0,3.8278,0.0,0.0,-0.3764,2.4304,0.0,0.3779,0.0,-0.2213,1.7301,-0.1319,0.0,2.3224,0.0,0.1676,0.3707,-0.0546,0.0,0.0,0.7373,0.0,0.0,-0.7869,0.0,0.0,0.5703,0.1996,0.1241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8868,0.0,-0.1988,0.0,0.0,-1.0929,-1.7909,0.0,0.0,0.0,1.0676,0.0,1.131,0.0,0.0,0.0,2.8384
2018-07-03,0.0,0.0044,0.0,-0.5424,0.0,0.0,0.0,0.0,0.0,0.1051,2.048,0.0,1.0997,0.0,-2.1153,2.326,-2.1153,0.0,2.0431,0.0,0.0216,0.7562,0.6617,0.0,-2.2936,0.0,0.0,0.0,-0.9255,0.0,0.0,1.2328,1.8839,1.6343,3.0395,0.0,0.0,0.0,0.0,0.0,0.0,3.6024,0.0,-0.3133,0.0,0.0,0.8471,1.1456,0.0,0.0,-2.0652,0.4611,0.0,2.5562,0.0,0.0,1.3975,0.0
2018-07-04,0.0,0.5291,0.0,-1.1382,0.0,0.0,-0.4351,0.0,0.0,-1.1577,1.7937,0.0,0.5898,2.7397,-2.0092,1.9385,-2.0092,0.0,1.5803,0.0,-0.2939,-1.1047,-1.1779,0.0,0.0,0.0,0.0,0.0,-0.418,0.0,0.0,0.5513,1.5329,2.6766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5483,0.0,-0.6416,0.0,0.0,-0.1487,1.5064,0.0,0.0,-0.8257,-0.5361,0.0,0.198,0.0,0.0,0.0,0.0
2018-07-05,0.0,0.6589,0.0,-0.5496,0.0,0.0,0.0,0.0,0.0,0.5934,2.0277,0.0,-0.2544,3.3058,-0.9187,3.6156,-0.9187,0.0,2.6924,0.0,-0.4822,0.6016,0.0272,0.0,0.0,-1.2613,0.0,0.0,-0.5978,0.0,0.0,0.9379,-0.725,0.6023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1231,0.0,-0.2408,0.0,0.0,0.0,0.2329,0.0,0.0,0.343,0.9435,0.0,0.9581,4.9322,0.0,0.0,0.0
2018-07-06,0.0,-0.2364,0.0,-0.6929,0.429,0.0,1.7354,0.0,0.0,-1.1561,1.7632,0.0,0.1458,3.373,-1.7857,1.6883,-1.7857,0.0,2.4701,0.0,-2.0076,2.0768,-1.5643,0.0,0.0,0.0,0.0,0.0,-0.163,0.0,0.0,0.715,2.341,-0.401,-6.6806,0.0,0.0,0.0,0.0,0.0,0.0,3.1958,0.0,-0.4074,0.0,0.0,-2.0894,2.8767,0.0,0.0,1.2217,0.0,0.0,0.9899,0.0,0.0,0.0,-2.7555
2018-07-07,0.0,-1.4939,0.0,-0.1327,0.0,0.0,0.0,0.0,0.0,-3.2832,-0.2313,0.0,0.3342,0.0,4.1394,0.6191,4.1394,0.0,0.8663,0.0,-0.4556,0.9097,-1.2901,0.0,0.0,-0.2591,0.0,0.0,-2.858,0.0,4.6549,0.3484,1.7681,-2.1396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0683,0.0,-0.1973,0.0,0.0,-0.4435,-1.4545,0.0,0.0,0.7866,0.0,0.0,1.024,0.0,0.0,0.0,0.0
2018-07-08,0.0,0.3637,0.0,-0.2443,0.0,0.0,0.0,0.0,0.0,0.0,0.3732,0.0,-0.3413,0.0,0.0,0.0,0.0,0.0,1.676,0.0,-1.5359,1.6325,-0.5776,0.0,-4.5455,0.0,0.0,0.0,-2.583,0.0,0.0,0.0573,0.4865,-0.7002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3957,0.0,-0.2645,0.0,0.0,0.0,-2.5591,0.0,0.0,2.9042,-0.466,0.0,1.2984,0.0,0.0,0.0,0.0
2018-07-09,4.5699,2.5045,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.2271,1.6847,0.0,1.1223,0.0,-0.7899,3.8362,-0.7899,0.0,2.887,0.0,-0.7356,1.9101,0.0551,0.0,-3.1579,-0.0223,0.0,0.0,-0.086,0.0,0.0,0.871,0.4771,2.0653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0769,0.0,-0.0878,0.0,0.0,1.1136,0.0,0.0,0.0,1.8695,-1.7794,0.0,-1.097,0.0,0.0,0.0,0.0
2018-07-10,0.0,-0.5614,0.0,-1.4564,0.0,0.0,0.9888,0.0,0.0,-1.7929,1.5073,0.0,0.4007,0.0,-1.3361,4.0999,-1.3361,0.0,2.2843,0.0,0.6831,1.4981,1.4901,0.0,2.6119,3.4735,0.0,0.0,-0.8571,0.0,0.105,1.1784,0.5219,2.1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5123,0.0,-0.7884,0.0,0.0,1.9685,0.4435,0.0,0.0,0.5396,0.727,0.0,0.6834,0.0,0.0,0.0,-3.17
2018-07-11,0.0,0.0246,0.0,0.019,0.0,0.0,0.0,0.0,0.0,-0.8476,1.44,0.0,-0.2335,0.0,-0.1433,2.5,-0.1433,0.0,2.5354,0.0,-0.3673,1.7411,0.4958,0.0,0.0,-1.8254,0.0,0.0,-0.1771,0.0,0.0,0.5981,1.1388,-0.1195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8343,0.0,0.1295,0.0,0.0,0.0,0.5769,-5.5046,0.0,-2.3312,-0.0379,0.0,0.1028,0.0,0.0,0.0,0.0
2018-07-12,0.0,-0.3447,0.0,0.2939,0.0,0.0,2.0744,0.0,0.0,-0.4601,1.5024,0.0,-0.5758,0.0,-1.9227,0.2489,-1.9227,0.0,2.9174,0.0,-1.4283,0.1758,-0.1605,0.0,-4.4307,-0.7774,0.0,0.0,-0.7503,0.0,0.0,0.7698,-0.3059,0.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0114,0.0,0.0,0.0957,1.671,-2.1739,0.0,-0.4011,1.5311,0.0,3.3368,0.0,0.0,0.0,0.0
2018-07-13,0.0,0.1041,0.0,-0.7158,0.0,0.0,0.0,0.0,0.0,-0.9245,1.0431,0.0,0.4626,0.0,0.0,1.8191,0.0,0.0,2.2823,0.0,0.4579,1.6331,-1.0162,-2.9891,-5.0403,-1.625,0.0,0.0,-0.6834,0.0,0.0,0.9266,-0.4125,-1.9957,3.9755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3269,0.0,0.0,0.0,0.5793,0.0,0.0,4.7222,-0.9597,0.0,-1.0634,0.0,0.0,0.0,0.0
2018-07-14,-0.6757,-0.5311,0.0,-0.8152,0.0,0.0,0.0,0.0,0.0,0.0,0.935,0.0,0.0,0.0,-2.9289,3.6356,-2.9289,0.0,0.0573,0.0,1.943,-2.0166,2.735,0.0,0.0,-1.3635,0.0,0.0,-1.516,0.0,0.0,0.2278,0.2502,-0.1146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4133,0.0,0.0,1.6281,-0.4637,0.0,0.0,0.5325,0.2744,0.0,2.0357,0.0,0.0,0.0,0.0
2018-07-15,-1.4254,1.0304,0.0,-1.565,0.0,0.0,0.0,0.0,0.0,2.1459,0.0562,0.0,0.0,2.4691,0.0,2.3612,0.0,0.0,-0.4234,0.0,-4.4643,4.6765,0.3256,0.8376,0.0,1.2306,0.0,0.0,0.4497,0.0,0.0,-0.2535,-0.1117,-1.3255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0561,0.0,-0.8439,0.0,0.0,0.7736,0.4535,0.0,0.0,0.8705,-3.3333,0.0,1.5918,0.0,0.0,0.0,0.0
2018-07-16,0.0,0.0447,0.0,-0.6077,0.0,0.0,0.7634,0.0,0.0,-2.7622,0.7208,0.0,0.7067,0.0,-0.7716,1.8958,-0.7716,0.0,2.0662,0.0,-0.3293,0.2321,1.3672,0.0,0.0,-0.8797,0.0,0.0,-1.443,0.0,0.0,0.6529,0.3935,-0.2535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1136,0.0,-0.2895,0.0,0.0,0.0,-0.886,0.0,0.0,2.2783,0.0994,0.0,-0.7357,3.9768,0.0,0.0,0.0
2018-07-17,0.0,1.6757,0.0,-0.7888,0.0,0.0,0.0,0.0,0.0,-2.0601,1.064,0.0,0.8449,0.0,-0.7944,2.2445,-0.7944,0.0,1.2518,0.0,-0.4082,1.0802,1.4552,0.0,-0.1733,1.5481,0.0,0.0,-0.8675,0.0,0.0,0.6983,-0.033,-1.8479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4556,0.0,-0.6002,0.0,0.0,0.0,0.2731,0.0,0.0,1.3438,-1.0572,0.0,0.4058,-1.1572,0.0,0.0,0.0
2018-07-18,0.0,-1.96,0.0,-0.1845,-0.4866,0.0,0.0,0.0,0.0,0.1268,-0.0505,0.0,1.6081,0.0,-0.3247,1.5601,-0.3247,0.0,2.582,-4.3038,0.442,1.652,-0.228,0.0,0.0,-2.3392,0.0,0.0,-0.3793,0.0,0.0,0.3892,0.581,-1.5284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1236,0.0,0.1073,0.0,0.0,0.1605,-1.0311,0.0,0.0,-0.9,1.6295,0.0,-0.2371,0.4797,0.0,0.0,1.9219
2018-07-19,0.0,0.9108,0.0,-1.3475,0.0,0.0,0.0,0.0,0.0,-1.6819,1.0364,0.0,3.0101,0.0,0.0,2.0033,-3.3784,0.0,0.8864,0.0,-0.2073,0.0995,0.2702,0.0,-2.8519,0.1402,0.0,0.0,-1.6802,0.0,0.0,1.1229,-0.7981,-0.5238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2842,0.0,0.0,4.5318,-0.576,0.0,0.0,0.506,0.0,0.0,0.5479,-0.719,0.0,0.0,2.4496
2018-07-20,0.0,1.138,0.0,-0.1562,0.0,0.0,0.0,0.0,0.0,0.705,1.7577,0.0,0.9889,1.4252,-1.6166,2.6334,-1.6166,0.0,2.3152,0.0,-0.4584,0.3343,-1.7943,0.0,-4.2259,-1.371,0.0,0.0,-1.6509,0.0,0.0,0.5816,0.5443,-0.8137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8483,0.0,-0.2496,0.0,0.0,0.0,-1.9961,0.0,0.0,-0.9284,0.2408,0.0,0.9636,-0.4255,0.0,0.0,3.6184
2018-07-21,0.0,-1.7581,0.0,-0.5385,0.0,0.0,0.0,0.0,0.0,0.0,1.107,0.0,-0.9475,0.0,0.0,0.2527,0.5445,0.0,1.2273,0.0,-4.3672,-2.3838,0.0092,0.0,0.0,3.4086,0.0,0.0,-3.1313,0.0,0.0,0.5463,-2.1277,-0.4917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7342,0.0,-0.8797,0.0,0.0,-1.6129,-3.1611,0.0,0.0,0.9662,-3.6469,0.0,0.6283,-1.7918,0.0,0.0,0.0
2018-07-22,0.0,-2.3228,0.0,0.05,0.0,0.0,0.0,0.0,0.0,-5.1592,0.7636,0.0,0.0,0.0,0.0,5.1638,0.0,0.0,0.1064,0.0,-0.8505,-0.9951,-5.0551,0.0,0.0,0.248,0.0,0.0,-1.04,0.0,-1.6667,0.6188,1.2455,-1.8898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1248,0.0,0.0,0.0,-2.705,0.0,0.0,-3.0708,2.4155,0.0,0.5087,-0.4686,0.0,0.0,0.0
