Date,Action,Stocks Count,Stock Price,Predicted Price,Percent Change,Money Left
2022-12-28,Hold,0,24.5,24.57,0.29,1000000
2023-01-09,Hold,0,24.2,24.29,0.37,1000000
2023-01-18,Hold,0,24.1,24.72,2.57,1000000
2023-01-27,Hold,0,23.6,24.37,3.26,1000000
2023-02-07,Hold,0,23.6,24.53,3.94,1000000
2023-02-16,Hold,0,22.8,23.39,2.59,1000000
2023-02-27,Buy,44400,22.5,23.75,5.56,1000.0
2023-03-09,Hold,44400,22.0,22.94,4.27,1000.0
2023-03-20,Buy,44400,21.4,22.68,5.98,1000.0
2023-03-29,Hold,44400,21.9,22.8,4.11,1000.0
2023-04-10,Hold,44400,20.9,21.68,3.73,1000.0
2023-04-21,Hold,44400,20.7,21.55,4.11,1000.0
2023-05-03,Hold,44400,20.4,21.38,4.8,1000.0
2023-05-16,Stop loss,0,19.8,20.7,4.55,880120.0
2023-05-25,Hold,0,20.4,20.66,1.27,880120.0
2023-06-06,Hold,0,20.5,20.56,0.29,880120.0
2023-06-15,Hold,0,21.2,21.04,-0.75,880120.0
2023-06-26,Hold,0,19.8,20.5,3.54,880120.0
2023-07-05,Buy,44600,19.7,20.74,5.28,1500.0
2023-07-14,Hold,44600,19.7,20.22,2.64,1500.0
2023-07-25,Hold,44600,19.7,20.3,3.05,1500.0
2023-08-07,Hold,44600,19.4,20.08,3.51,1500.0
2023-08-17,Hold,44600,19.4,19.94,2.78,1500.0
2023-08-28,Hold,44600,21.0,20.39,-2.9,1500.0
2023-09-06,Hold,44600,21.2,20.78,-1.98,1500.0
2023-09-15,Hold,44600,21.7,21.42,-1.29,1500.0
2023-09-26,Hold,44600,20.6,20.59,-0.05,1500.0
2023-10-05,Hold,44600,20.4,20.8,1.96,1500.0
2023-10-17,Buy,44600,19.1,20.1,5.24,1500.0
2023-10-27,Buy,44600,18.5,19.71,6.54,1500.0
2023-11-07,Hold,44600,18.8,19.37,3.03,1500.0
2023-11-16,Hold,44600,18.6,19.42,4.41,1500.0
2023-11-27,Hold,44600,19.2,20.05,4.43,1500.0
2023-12-07,Hold,44600,18.9,19.23,1.75,1500.0
2023-12-19,Hold,44600,18.4,18.91,2.77,1500.0
SUMMARY,Final Result,44600,N/A,N/A,N/A,880120.0 (-119880.0)
