param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
ARIMA_d10_p10_q2.csv,5.915344138872178e+16,1.0856566595197149e+17,54.29,25.71,17.14,40.0,40.0
ARIMA_d10_p10_q3.csv,11.21,6.77,62.86,22.86,22.86,42.86,42.86
ARIMA_d10_p6_q2.csv,25.14,14.68,60.0,37.14,31.43,34.29,28.57
ARIMA_d10_p6_q3.csv,27.54,16.27,60.0,34.29,25.71,40.0,37.14
ARIMA_d6_p10_q2.csv,5.01,3.03,51.43,20.0,20.0,31.43,31.43
ARIMA_d6_p10_q3.csv,6.45,4.09,51.43,25.71,22.86,31.43,28.57
ARIMA_d6_p6_q2.csv,5.91,3.56,45.71,17.14,14.29,34.29,31.43
ARIMA_d6_p6_q3.csv,6.0,3.6,57.14,17.14,17.14,42.86,42.86
