Date,Open,High,Low,Close,PE,PBV,T_EPS,FSCORE,Vol,Buy Vol,Sell Vol,ATO/ATC,EMA25,EMA50,EMA200,MACD,RSI
2018-01-03,16.51,16.85,16.35,16.43,13.92,1.21,0.72,8,223601590,104105269,97465701,22030620,15.38,15.03,15.2,0.49,78.45
2018-01-12,18.28,18.45,18.03,18.28,15.5,1.34,0.72,8,88314384,44418229,30933064,12963090,16.48,15.73,15.38,0.9,82.46
2018-01-23,17.69,18.37,17.69,17.95,15.21,1.32,0.72,8,310712675,152777474,137599217,20335984,17.25,16.36,15.58,0.73,59.79
2018-02-01,19.13,19.21,18.87,18.96,16.07,1.39,0.72,8,144081177,60682293,51421315,31977569,17.86,16.92,15.79,0.68,65.16
2018-02-12,17.78,17.95,17.53,17.86,15.14,1.31,0.72,8,89520057,43284951,38585806,7649300,17.88,17.16,15.93,0.21,50.56
2018-02-21,18.2,18.28,17.78,17.95,15.21,1.32,0.72,8,73030145,30200688,35917636,6911821,17.95,17.38,16.07,0.13,50.58
2018-03-05,19.3,19.8,19.13,19.55,15.16,1.4,0.79,8,144296701,71389390,56682174,16225136,18.53,17.84,16.29,0.45,61.86
2018-03-14,18.45,19.13,18.2,18.87,14.64,1.36,0.79,8,165884643,89331237,67792428,8760978,18.48,17.98,16.43,0.13,54.28
2018-03-23,17.19,17.27,16.94,17.1,13.26,1.23,0.79,8,143272253,61376454,65354973,16540826,18.16,17.93,16.52,-0.22,37.42
2018-04-03,17.02,17.19,16.68,16.85,13.07,1.21,0.79,5,57516615,18854854,31281510,7380252,17.67,17.71,16.56,-0.39,38.19
2018-04-17,17.19,17.27,16.94,17.02,13.2,1.22,0.79,5,25236530,12319131,8262877,4654522,17.37,17.53,16.59,-0.29,43.79
2018-04-26,16.18,16.35,16.09,16.09,12.48,1.16,0.79,5,28855922,12761809,12335034,3759079,16.91,17.23,16.57,-0.4,34.56
2018-05-08,16.85,16.94,16.51,16.6,12.87,1.19,0.79,5,47159625,15577261,27495490,4086874,16.88,17.13,16.58,-0.15,45.14
2018-05-17,18.12,18.37,17.86,18.2,21.43,1.35,0.52,5,129825184,64174104,44775457,20875623,17.13,17.2,16.64,0.18,66.45
2018-05-28,17.27,17.53,17.19,17.44,20.54,1.3,0.52,5,37689770,18259554,15379540,4050676,17.35,17.32,16.71,0.16,51.5
2018-06-07,18.28,18.54,18.12,18.2,21.43,1.35,0.52,5,77302397,32367197,36182530,8752670,17.64,17.48,16.8,0.27,59.42
2018-06-18,17.61,17.78,17.44,17.61,20.74,1.31,0.52,5,62329100,23859127,28562426,9907548,17.83,17.63,16.88,0.19,46.61
2018-06-27,16.43,16.77,16.35,16.51,19.45,1.23,0.52,5,73690482,34302279,31608355,7779848,17.34,17.41,16.87,-0.28,37.66
2018-07-06,16.77,16.85,16.26,16.6,19.55,1.24,0.52,5,125918348,53108948,64157251,8652148,17.07,17.24,16.86,-0.25,41.3
2018-07-17,17.1,17.19,16.68,16.85,19.84,1.25,0.52,5,82157489,30550439,42464752,9142298,17.09,17.21,16.88,-0.08,45.53
2018-07-26,17.78,17.86,17.61,17.78,20.93,1.32,0.52,5,35243176,18055305,12124852,5063019,17.28,17.28,16.92,0.12,60.21
2018-08-08,17.44,17.61,17.36,17.61,20.74,1.31,0.52,5,50833254,16728934,22413719,11690601,17.42,17.36,16.97,0.11,54.31
2018-08-20,17.1,17.27,17.02,17.02,15.08,1.23,0.69,5,33476501,9981130,13048540,10446831,17.27,17.3,16.98,-0.07,44.55
2018-08-29,17.19,17.27,17.02,17.1,15.16,1.24,0.69,5,33812604,12971042,14037147,6804415,17.12,17.2,16.97,-0.11,49.43
2018-09-07,16.68,16.77,16.51,16.6,14.71,1.2,0.69,5,51070971,21468194,19318894,10283883,17.0,17.11,16.96,-0.13,39.56
2018-09-18,16.01,16.51,15.93,16.35,14.48,1.18,0.69,5,95436269,52991811,30138975,12305483,16.64,16.88,16.91,-0.26,43.3
2018-09-27,16.43,16.43,16.01,16.18,14.33,1.17,0.69,5,97955851,36857702,47225611,13872537,16.52,16.75,16.87,-0.17,40.46
2018-10-08,16.01,16.09,15.67,15.67,13.89,1.14,0.69,6,45382388,11402089,24415974,9564325,16.26,16.55,16.81,-0.24,35.19
2018-10-18,15.59,15.67,15.34,15.34,13.59,1.11,0.69,6,36093164,11500593,20528839,4063731,15.96,16.31,16.73,-0.29,33.86
2018-10-30,14.49,14.58,14.32,14.41,12.77,1.04,0.69,6,16832423,7197484,6972585,2662355,15.32,15.86,16.57,-0.51,30.07
2018-11-08,15.17,15.34,15.08,15.17,13.44,1.1,0.69,6,25951341,13168289,8359364,4423689,15.16,15.63,16.46,-0.25,49.29
2018-11-19,14.66,14.83,14.58,14.75,12.23,1.1,0.74,6,15094351,8198077,4483147,2413126,14.98,15.42,16.35,-0.2,43.73
2018-11-28,14.24,14.32,14.16,14.24,11.81,1.06,0.74,6,12456088,5449442,5169950,1836696,14.59,15.09,16.19,-0.3,42.26
2018-12-11,14.66,14.83,14.32,14.41,11.95,1.07,0.74,6,42351175,15835628,22092333,4423214,14.61,14.98,16.09,-0.08,45.9
2018-12-20,13.82,13.9,13.65,13.65,11.32,1.01,0.74,6,17121291,5171018,6181700,5768573,14.33,14.73,15.95,-0.24,35.91
2019-01-02,12.47,12.81,12.47,12.55,10.41,0.93,0.74,6,38351531,17692143,17921315,2738073,13.76,14.32,15.75,-0.49,26.59
2019-01-11,13.82,13.9,13.57,13.73,11.39,1.02,0.74,6,20046997,9244600,8446357,2356041,13.66,14.12,15.6,-0.19,50.68
