Date,Open,High,Low,Close,PE,PBV,T_EPS,FSCORE,Vol,Buy Vol,Sell Vol,ATO/ATC,EMA25,EMA50,EMA200,MACD,RSI
2018-01-03,488,492,484,490,10.7,2.33,45.79,7,2966500,1378100,857400,731000,484.35,485.43,501.32,1.25,56.42
2018-01-12,498,502,498,498,10.87,2.37,45.79,7,1956600,889800,671900,394900,489.63,488.13,500.98,4.04,58.75
2018-01-23,494,498,492,496,10.83,2.36,45.79,7,3393400,826300,1719400,847700,493.73,490.89,500.89,3.51,52.87
2018-02-01,494,496,492,494,10.79,2.35,45.79,7,1850600,641000,768500,441100,494.07,491.82,500.48,1.13,50.22
2018-02-12,476,480,476,476,10.39,2.26,45.79,7,1338100,678300,395400,264400,488.32,489.19,499.19,-3.8,33.58
2018-02-21,482,484,478,478,10.42,2.2,45.79,7,2146800,608300,986200,552300,484.85,487.0,497.91,-3.47,40.6
2018-03-05,488,488,482,486,10.6,2.23,45.87,7,2982200,954400,1701300,326500,485.32,486.68,497.07,-0.49,50.66
2018-03-14,502,506,500,504,10.99,2.32,45.87,7,2881400,1296100,1266400,318900,490.12,488.95,496.97,3.69,66.27
2018-03-23,502,504,498,500,10.9,2.3,45.87,7,3919500,1795600,1542700,581200,495.63,492.4,497.38,4.57,54.81
2018-04-03,500,502,498,498,10.86,2.29,45.87,6,3288800,379600,996600,1912600,497.35,494.18,497.54,2.52,50.96
2018-04-17,490,490,482,482,10.51,2.22,45.87,6,3730900,1024000,2210800,496100,493.35,492.67,496.9,-1.78,40.96
2018-04-26,470,472,468,468,10.2,2.15,45.87,6,4874000,1419100,2151500,1303400,487.33,489.53,495.77,-5.14,32.98
2018-05-08,466,472,464,470,10.25,2.16,45.87,6,3133800,1593000,968300,572500,479.0,484.26,493.89,-7.01,41.2
2018-05-17,462,468,462,464,11.12,2.16,41.72,6,1692900,580500,551300,561100,474.05,480.19,492.12,-5.63,36.73
2018-05-28,468,468,462,464,11.12,2.16,41.72,6,1243100,466800,642900,133400,470.08,476.44,490.27,-4.44,41.96
2018-06-07,452,456,450,450,10.79,2.1,41.72,6,2559600,479500,938300,1141800,462.11,470.34,487.65,-6.5,37.49
2018-06-18,430,432,420,422,10.12,1.97,41.72,6,5960900,2154500,3147700,658700,451.8,462.62,484.38,-9.75,23.85
2018-06-27,410,422,410,410,9.83,1.91,41.72,6,4889600,2788400,1481300,619900,433.65,449.67,479.33,-14.87,30.52
