Date,Open,High,Low,Close,PE,PBV,T_EPS,FSCORE,Vol,Buy Vol,Sell Vol,ATO/ATC,EMA25,EMA50,EMA200,MACD,RSI
2018-01-03,56.25,58.0,56.25,57.75,16.13,6.9,3.58,6,22644400,13551500,6713000,2379900,55.63,55.89,55.71,0.28,68.76
2018-01-12,58.0,59.0,58.0,58.0,16.2,6.93,3.58,6,11611000,6648800,3617700,1344500,56.54,56.34,55.85,0.69,69.35
2018-01-23,58.5,59.25,58.25,58.75,16.41,7.02,3.58,6,16841200,9115000,6302700,1423500,57.24,56.78,56.0,0.69,71.4
2018-02-01,57.5,58.0,57.25,57.75,16.13,6.9,3.58,6,5034400,2387600,1942900,703900,57.49,57.04,56.13,0.37,54.25
2018-02-12,55.5,57.0,55.5,56.75,17.05,6.29,3.58,6,9646300,6668900,2407500,569900,57.11,56.94,56.16,-0.18,46.8
2018-02-21,57.25,57.75,57.25,57.75,17.35,6.4,3.58,6,2788800,1348300,610000,830500,57.35,57.12,56.27,0.09,53.83
2018-03-05,57.0,57.5,56.5,57.0,17.12,6.32,3.33,6,3037600,1199200,1266200,572200,57.26,57.13,56.32,-0.03,47.33
2018-03-14,58.5,58.5,57.75,58.0,17.42,6.43,3.33,6,6051800,1806600,2948200,1297000,57.51,57.29,56.42,0.21,54.68
2018-03-23,57.75,58.25,57.5,58.0,17.42,6.43,3.33,6,8293900,4194900,2095900,2003100,57.99,57.62,56.57,0.36,50.49
2018-04-03,57.75,58.25,57.5,57.5,17.27,6.38,3.33,7,9326800,2882900,5431400,1012500,57.98,57.71,56.67,0.08,45.27
2018-04-17,57.0,57.5,57.0,57.0,17.12,6.32,3.33,7,5268500,2214700,2320800,733000,57.59,57.55,56.7,-0.22,44.02
2018-04-26,57.0,57.25,56.5,57.0,17.12,6.32,3.33,7,2539000,752500,1444900,341600,57.31,57.4,56.71,-0.25,45.98
2018-05-08,56.25,56.25,55.0,55.5,16.67,6.15,3.33,7,8625600,2537300,5609500,478800,56.94,57.18,56.7,-0.39,32.89
2018-05-17,55.25,55.5,53.75,54.0,15.47,6.29,3.49,7,12970200,4337800,7360200,1272200,56.24,56.73,56.61,-0.61,31.13
2018-05-28,55.25,55.5,54.75,55.0,15.75,6.41,3.49,7,1661800,704500,714300,243000,55.72,56.31,56.5,-0.52,42.05
2018-06-07,55.75,56.25,55.5,55.5,15.9,6.47,3.49,7,8200700,3498600,2312900,2389200,55.45,56.01,56.4,-0.31,49.99
2018-06-18,54.0,55.25,54.0,54.75,15.68,6.38,3.49,7,10245300,4855200,4688500,701600,54.99,55.62,56.27,-0.42,47.21
2018-06-27,52.75,53.5,52.5,53.25,15.25,6.21,3.49,7,5089700,2888300,1392600,808800,54.18,55.01,56.06,-0.67,41.64
2018-07-06,54.5,55.5,54.25,55.0,15.75,6.41,3.49,6,7013500,4194800,2374300,444400,54.15,54.78,55.92,-0.16,55.68
2018-07-17,54.5,55.0,54.25,54.75,15.68,6.38,3.49,6,2554900,1137900,1290200,126800,54.49,54.82,55.85,0.15,52.25
2018-07-26,55.75,56.25,55.25,55.75,15.97,6.5,3.49,6,4751800,1595700,2291400,864700,54.87,54.95,55.82,0.33,59.99
2018-08-08,56.25,56.75,56.25,56.75,15.66,5.9,3.49,6,9250300,5275000,2314000,1661300,55.48,55.28,55.85,0.5,64.65
2018-08-20,54.75,55.0,54.5,55.0,15.18,5.72,3.62,6,6205700,3319700,1199400,1686600,55.47,55.34,55.83,0.08,45.32
2018-08-29,56.0,56.5,55.75,56.25,15.52,5.85,3.62,6,4242400,1939600,1862600,440200,55.5,55.37,55.8,0.11,58.56
2018-09-07,54.5,54.75,54.5,54.5,15.04,5.67,3.62,6,3321900,1384000,1300500,637400,55.3,55.3,55.76,-0.13,39.8
2018-09-18,55.0,56.0,55.0,55.75,15.38,5.8,3.62,6,4870200,2556000,1447700,866500,55.23,55.25,55.71,-0.05,56.94
2018-09-27,54.75,54.75,54.0,54.5,15.04,5.67,3.62,6,16772800,5171100,9664000,1937700,55.2,55.24,55.68,-0.1,40.91
2018-10-08,53.75,54.25,53.25,53.25,14.69,5.54,3.62,6,6960400,1567200,4088300,1304900,54.57,54.87,55.55,-0.45,32.84
2018-10-18,52.75,53.25,52.5,52.75,14.55,5.49,3.62,6,2740600,1260600,918300,561700,53.86,54.4,55.37,-0.62,35.85
2018-10-30,52.75,53.0,52.0,52.25,14.42,5.44,3.62,6,3919800,1303400,1920400,696000,53.23,53.91,55.17,-0.6,38.1
2018-11-08,51.25,51.25,50.75,51.0,14.35,5.65,3.62,6,5484400,2741700,1965100,777600,52.56,53.38,54.94,-0.72,34.19
2018-11-19,49.25,50.25,49.25,50.25,14.14,5.57,3.56,6,4356500,2619600,1268200,468700,51.49,52.57,54.61,-0.94,38.08
2018-11-28,50.5,51.25,50.5,51.25,14.42,5.68,3.56,6,6030000,3207300,1921200,901500,50.93,51.98,54.31,-0.59,51.97
2018-12-11,49.0,49.25,48.5,48.75,13.71,5.41,3.56,6,6152100,2462600,2865000,824500,50.3,51.37,53.98,-0.65,36.63
2018-12-20,47.0,47.5,46.5,47.5,13.36,5.27,3.56,6,5548200,2427100,2414200,706900,49.11,50.44,53.55,-1.01,35.83
2019-01-02,48.0,48.25,47.5,48.25,13.57,5.35,3.56,6,4089300,2112500,1393300,583500,48.33,49.66,53.13,-0.77,48.31
