Date,Action,Stocks Count,Stock Price,Predicted Price,Percent Change,Money Left
2022-12-28,Hold,0,341,347.16,1.81,1000000
2023-01-09,Hold,0,352,354.32,0.66,1000000
2023-01-18,Hold,0,356,358.82,0.79,1000000
2023-01-27,Hold,0,340,342.9,0.85,1000000
2023-02-07,Hold,0,338,338.5,0.15,1000000
2023-02-16,Hold,0,340,343.85,1.13,1000000
2023-02-27,Hold,0,328,333.53,1.69,1000000
2023-03-09,Hold,0,331,335.05,1.22,1000000
2023-03-20,Buy,3100,315,331.09,5.11,23500
2023-03-29,Hold,3100,321,334.91,4.33,23500
2023-04-10,Hold,3100,314,318.76,1.52,23500
2023-04-21,Buy,3100,304,321.28,5.68,23500
2023-05-03,Hold,3100,325,336.53,3.55,23500
2023-05-16,Hold,3100,337,340.9,1.16,23500
2023-05-25,Hold,3100,330,338.16,2.47,23500
2023-06-06,Hold,3100,328,331.7,1.13,23500
2023-06-15,Buy,3100,331,350.46,5.88,23500
2023-06-26,Hold,3100,324,336.73,3.93,23500
2023-07-05,Hold,3100,327,335.91,2.72,23500
2023-07-14,Hold,3100,328,331.94,1.2,23500
2023-07-25,Hold,3100,320,318.34,-0.52,23500
2023-08-07,Hold,3100,319,333.15,4.44,23500
2023-08-17,Hold,3100,317,318.33,0.42,23500
2023-08-28,Hold,3100,315,325.63,3.37,23500
2023-09-06,Stop loss,0,311,316.72,1.84,987600
2023-09-15,Hold,0,310,320.26,3.31,987600
2023-09-26,Buy,3200,303,318.67,5.17,18000
2023-10-05,Hold,3200,305,319.16,4.64,18000
2023-10-17,Buy,3200,293,315.26,7.6,18000
2023-10-27,Hold,3200,293,305.92,4.41,18000
2023-11-07,Hold,3200,293,307.32,4.89,18000
2023-11-16,Hold,3200,290,298.17,2.82,18000
2023-11-27,Hold,3200,290,302.83,4.42,18000
2023-12-07,Hold,3200,295,297.66,0.9,18000
2023-12-19,Hold,3200,296,295.17,-0.28,18000
SUMMARY,Final Result,3200,N/A,N/A,N/A,997200 (-2800)
