Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,5,2022-01-04,92.5
1,2022-01-04,5,2022-01-13,96.0
2,2022-01-13,5,2022-01-24,98.38
3,2022-01-24,5,2022-02-02,97.75
4,2022-02-02,5,2022-02-11,97.75
5,2022-02-11,5,2022-02-23,98.62
6,2022-02-23,5,2022-03-04,98.5
7,2022-03-04,5,2022-03-15,98.25
8,2022-03-15,5,2022-03-24,98.5
9,2022-03-24,5,2022-04-04,99.0
10,2022-04-04,5,2022-04-19,100.0
11,2022-04-19,5,2022-04-28,100.25
12,2022-04-28,5,2022-05-11,99.75
13,2022-05-11,5,2022-05-23,94.5
14,2022-05-23,5,2022-06-01,89.75
15,2022-06-01,5,2022-06-13,90.62
16,2022-06-13,5,2022-06-22,90.5
17,2022-06-22,5,2022-07-01,89.25
18,2022-07-01,5,2022-07-12,88.62
19,2022-07-12,5,2022-07-22,87.62
20,2022-07-22,5,2022-08-04,87.25
21,2022-08-04,5,2022-08-16,88.38
22,2022-08-16,5,2022-08-25,90.0
23,2022-08-25,5,2022-09-05,92.12
24,2022-09-05,5,2022-09-14,93.25
25,2022-09-14,5,2022-09-23,93.38
26,2022-09-23,5,2022-10-04,94.0
27,2022-10-04,5,2022-10-17,93.12
28,2022-10-17,5,2022-10-27,92.75
29,2022-10-27,5,2022-11-07,94.88
30,2022-11-07,5,2022-11-16,96.62
31,2022-11-16,5,2022-11-25,97.38
32,2022-11-25,5,2022-12-07,97.25
33,2022-12-07,5,2022-12-19,97.38
34,2022-12-19,5,2022-12-28,98.25
