Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,13,2022-01-04,118.3
1,2022-01-04,13,2022-01-13,118.95
2,2022-01-13,13,2022-01-24,119.4
3,2022-01-24,13,2022-02-02,119.65
4,2022-02-02,13,2022-02-11,120.0
5,2022-02-11,13,2022-02-23,121.45
6,2022-02-23,13,2022-03-04,122.2
7,2022-03-04,13,2022-03-15,125.35
8,2022-03-15,13,2022-03-24,128.55
9,2022-03-24,13,2022-04-04,132.0
10,2022-04-04,13,2022-04-19,134.85
11,2022-04-19,13,2022-04-28,138.1
12,2022-04-28,13,2022-05-11,140.55
13,2022-05-11,13,2022-05-23,143.45
14,2022-05-23,13,2022-06-01,146.45
15,2022-06-01,13,2022-06-13,150.1
16,2022-06-13,13,2022-06-22,154.6
17,2022-06-22,13,2022-07-01,155.35
18,2022-07-01,13,2022-07-12,156.7
19,2022-07-12,13,2022-07-22,157.3
20,2022-07-22,13,2022-08-04,158.75
21,2022-08-04,13,2022-08-16,159.0
22,2022-08-16,13,2022-08-25,159.8
23,2022-08-25,13,2022-09-05,161.3
24,2022-09-05,13,2022-09-14,162.3
25,2022-09-14,13,2022-09-23,162.0
26,2022-09-23,13,2022-10-04,161.75
27,2022-10-04,13,2022-10-17,162.45
28,2022-10-17,13,2022-10-27,163.5
29,2022-10-27,13,2022-11-07,165.1
30,2022-11-07,13,2022-11-16,168.25
31,2022-11-16,13,2022-11-25,171.65
32,2022-11-25,13,2022-12-07,174.7
33,2022-12-07,13,2022-12-19,175.5
34,2022-12-19,13,2022-12-28,175.4
