Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,13,2022-01-04,117.9
1,2022-01-04,13,2022-01-13,117.7
2,2022-01-13,13,2022-01-24,118.6
3,2022-01-24,13,2022-02-02,120.7
4,2022-02-02,13,2022-02-11,122.2
5,2022-02-11,13,2022-02-23,125.0
6,2022-02-23,13,2022-03-04,126.7
7,2022-03-04,13,2022-03-15,132.1
8,2022-03-15,13,2022-03-24,136.4
9,2022-03-24,13,2022-04-04,141.8
10,2022-04-04,13,2022-04-19,144.7
11,2022-04-19,13,2022-04-28,149.5
12,2022-04-28,13,2022-05-11,149.0
13,2022-05-11,13,2022-05-23,150.5
14,2022-05-23,13,2022-06-01,151.1
15,2022-06-01,13,2022-06-13,155.5
16,2022-06-13,13,2022-06-22,159.7
17,2022-06-22,13,2022-07-01,161.7
18,2022-07-01,13,2022-07-12,162.9
19,2022-07-12,13,2022-07-22,163.5
20,2022-07-22,13,2022-08-04,162.0
21,2022-08-04,13,2022-08-16,158.3
22,2022-08-16,13,2022-08-25,157.9
23,2022-08-25,13,2022-09-05,159.7
24,2022-09-05,13,2022-09-14,161.1
25,2022-09-14,13,2022-09-23,162.0
26,2022-09-23,13,2022-10-04,165.2
27,2022-10-04,13,2022-10-17,167.0
28,2022-10-17,13,2022-10-27,167.3
29,2022-10-27,13,2022-11-07,169.1
30,2022-11-07,13,2022-11-16,174.5
31,2022-11-16,13,2022-11-25,178.1
32,2022-11-25,13,2022-12-07,182.4
33,2022-12-07,13,2022-12-19,183.7
34,2022-12-19,13,2022-12-28,181.7
