Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,2,2022-01-04,123.17
1,2022-01-04,2,2022-01-13,121.54
2,2022-01-13,2,2022-01-24,120.38
3,2022-01-24,2,2022-02-02,118.67
4,2022-02-02,2,2022-02-11,116.96
5,2022-02-11,2,2022-02-23,115.04
6,2022-02-23,2,2022-03-04,113.62
7,2022-03-04,2,2022-03-15,111.92
8,2022-03-15,2,2022-03-24,110.5
9,2022-03-24,2,2022-04-04,109.29
10,2022-04-04,2,2022-04-19,108.79
11,2022-04-19,2,2022-04-28,107.5
12,2022-04-28,2,2022-05-11,106.71
13,2022-05-11,2,2022-05-23,105.33
14,2022-05-23,2,2022-06-01,104.75
15,2022-06-01,2,2022-06-13,104.88
16,2022-06-13,2,2022-06-22,104.96
17,2022-06-22,2,2022-07-01,105.5
18,2022-07-01,2,2022-07-12,106.04
19,2022-07-12,2,2022-07-22,106.83
20,2022-07-22,2,2022-08-04,107.33
21,2022-08-04,2,2022-08-16,108.08
22,2022-08-16,2,2022-08-25,108.42
23,2022-08-25,2,2022-09-05,108.75
24,2022-09-05,2,2022-09-14,107.9
25,2022-09-14,2,2022-09-23,107.62
26,2022-09-23,2,2022-10-04,106.27
27,2022-10-04,2,2022-10-17,104.0
28,2022-10-17,2,2022-10-27,102.31
29,2022-10-27,2,2022-11-07,101.06
30,2022-11-07,2,2022-11-16,99.73
31,2022-11-16,2,2022-11-25,98.19
32,2022-11-25,2,2022-12-07,96.75
33,2022-12-07,2,2022-12-19,95.19
34,2022-12-19,2,2022-12-28,93.92
