Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,2,2022-01-04,116.67
1,2022-01-04,2,2022-01-13,118.5
2,2022-01-13,2,2022-01-24,117.83
3,2022-01-24,2,2022-02-02,114.33
4,2022-02-02,2,2022-02-11,109.0
5,2022-02-11,2,2022-02-23,103.67
6,2022-02-23,2,2022-03-04,101.5
7,2022-03-04,2,2022-03-15,102.0
8,2022-03-15,2,2022-03-24,103.83
9,2022-03-24,2,2022-04-04,104.67
10,2022-04-04,2,2022-04-19,105.67
11,2022-04-19,2,2022-04-28,104.67
12,2022-04-28,2,2022-05-11,106.33
13,2022-05-11,2,2022-05-23,104.67
14,2022-05-23,2,2022-06-01,106.83
15,2022-06-01,2,2022-06-13,107.0
16,2022-06-13,2,2022-06-22,107.5
17,2022-06-22,2,2022-07-01,106.67
18,2022-07-01,2,2022-07-12,106.17
19,2022-07-12,2,2022-07-22,109.5
20,2022-07-22,2,2022-08-04,111.17
21,2022-08-04,2,2022-08-16,112.83
22,2022-08-16,2,2022-08-25,112.0
23,2022-08-25,2,2022-09-05,110.33
24,2022-09-05,2,2022-09-14,105.58
25,2022-09-14,2,2022-09-23,101.5
26,2022-09-23,2,2022-10-04,96.92
27,2022-10-04,2,2022-10-17,91.42
28,2022-10-17,2,2022-10-27,86.25
29,2022-10-27,2,2022-11-07,85.83
30,2022-11-07,2,2022-11-16,89.08
31,2022-11-16,2,2022-11-25,93.0
32,2022-11-25,2,2022-12-07,93.92
33,2022-12-07,2,2022-12-19,94.67
34,2022-12-19,2,2022-12-28,94.92
