param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
ARIMA_d1_p12_q1.csv,3.29,2.1,51.43,28.57,28.57,22.86,22.86
ARIMA_d1_p12_q12.csv,3.77,2.45,54.29,25.71,25.71,28.57,28.57
ARIMA_d1_p12_q16.csv,4.63,2.86,42.86,14.29,14.29,28.57,28.57
ARIMA_d1_p12_q2.csv,3.44,2.18,45.71,25.71,25.71,20.0,20.0
ARIMA_d1_p12_q20.csv,4.5,2.79,42.86,8.57,8.57,34.29,34.29
ARIMA_d1_p12_q24.csv,4.72,2.97,45.71,17.14,17.14,28.57,28.57
ARIMA_d1_p12_q3.csv,3.29,2.17,51.43,22.86,22.86,28.57,28.57
ARIMA_d1_p12_q4.csv,3.31,2.17,54.29,25.71,25.71,28.57,28.57
ARIMA_d1_p12_q8.csv,3.27,2.13,54.29,28.57,28.57,25.71,25.71
ARIMA_d1_p16_q1.csv,3.42,2.16,45.71,20.0,20.0,25.71,25.71
ARIMA_d1_p16_q12.csv,4.04,2.58,42.86,22.86,22.86,20.0,20.0
ARIMA_d1_p16_q16.csv,3.9,2.4,54.29,22.86,22.86,31.43,31.43
ARIMA_d1_p16_q2.csv,3.78,2.37,45.71,17.14,17.14,28.57,28.57
ARIMA_d1_p16_q20.csv,4.34,2.73,48.57,20.0,20.0,28.57,28.57
ARIMA_d1_p16_q24.csv,4.77,2.97,42.86,20.0,20.0,22.86,22.86
ARIMA_d1_p16_q3.csv,3.64,2.31,51.43,17.14,17.14,34.29,34.29
ARIMA_d1_p16_q4.csv,3.21,2.21,65.71,28.57,28.57,37.14,37.14
ARIMA_d1_p16_q8.csv,3.66,2.37,45.71,20.0,20.0,25.71,25.71
ARIMA_d1_p1_q1.csv,3.05,1.96,51.43,14.29,14.29,37.14,37.14
ARIMA_d1_p1_q12.csv,3.07,2.01,42.86,25.71,25.71,17.14,17.14
ARIMA_d1_p1_q16.csv,4.33,2.66,48.57,22.86,22.86,25.71,25.71
ARIMA_d1_p1_q2.csv,3.09,1.99,48.57,14.29,14.29,34.29,34.29
ARIMA_d1_p1_q20.csv,4.17,2.61,48.57,14.29,14.29,34.29,34.29
ARIMA_d1_p1_q24.csv,4.39,2.72,51.43,22.86,20.0,31.43,31.43
ARIMA_d1_p1_q3.csv,3.1,2.01,45.71,25.71,25.71,20.0,20.0
ARIMA_d1_p1_q4.csv,3.13,2.03,45.71,22.86,22.86,22.86,22.86
ARIMA_d1_p1_q8.csv,3.36,2.08,37.14,20.0,20.0,17.14,17.14
ARIMA_d1_p20_q1.csv,3.62,2.21,42.86,14.29,14.29,28.57,28.57
ARIMA_d1_p20_q12.csv,3.99,2.52,40.0,20.0,17.14,22.86,22.86
ARIMA_d1_p20_q16.csv,4.4,2.7,57.14,28.57,25.71,31.43,31.43
ARIMA_d1_p20_q2.csv,3.64,2.23,42.86,14.29,14.29,28.57,28.57
ARIMA_d1_p20_q20.csv,5.05,3.04,37.14,11.43,11.43,25.71,25.71
