param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
ARIMA_d1_p20_q24.csv,4.94,3.07,48.57,20.0,20.0,28.57,28.57
ARIMA_d1_p20_q3.csv,3.9,2.32,48.57,14.29,14.29,34.29,34.29
ARIMA_d1_p20_q4.csv,4.21,2.5,48.57,17.14,17.14,31.43,31.43
ARIMA_d1_p20_q8.csv,4.26,2.48,48.57,25.71,22.86,25.71,25.71
ARIMA_d1_p24_q1.csv,3.63,2.19,45.71,17.14,14.29,31.43,31.43
ARIMA_d1_p24_q12.csv,4.27,2.49,48.57,22.86,20.0,28.57,28.57
ARIMA_d1_p24_q16.csv,4.54,2.66,51.43,25.71,22.86,28.57,28.57
ARIMA_d1_p24_q2.csv,3.64,2.18,45.71,17.14,14.29,31.43,31.43
ARIMA_d1_p24_q20.csv,4.59,2.74,51.43,25.71,22.86,28.57,28.57
ARIMA_d1_p24_q24.csv,4.84,2.8,48.57,25.71,22.86,25.71,25.71
ARIMA_d1_p24_q3.csv,3.65,2.23,48.57,20.0,17.14,31.43,31.43
ARIMA_d1_p24_q4.csv,3.8,2.32,45.71,20.0,17.14,28.57,28.57
ARIMA_d1_p24_q8.csv,3.88,2.26,45.71,25.71,20.0,25.71,25.71
ARIMA_d1_p2_q1.csv,3.07,1.98,51.43,14.29,14.29,37.14,37.14
ARIMA_d1_p2_q12.csv,3.21,2.07,45.71,25.71,25.71,20.0,20.0
ARIMA_d1_p2_q16.csv,4.32,2.64,48.57,25.71,25.71,22.86,22.86
ARIMA_d1_p2_q2.csv,3.58,2.22,48.57,17.14,17.14,31.43,31.43
ARIMA_d1_p2_q20.csv,4.52,2.81,45.71,20.0,17.14,28.57,28.57
ARIMA_d1_p2_q24.csv,4.33,2.68,45.71,20.0,17.14,28.57,28.57
ARIMA_d1_p2_q3.csv,3.2,1.99,54.29,25.71,25.71,28.57,28.57
ARIMA_d1_p2_q4.csv,3.23,2.08,34.29,14.29,14.29,20.0,20.0
ARIMA_d1_p2_q8.csv,3.28,2.08,51.43,31.43,31.43,20.0,20.0
ARIMA_d1_p3_q1.csv,3.05,1.99,51.43,25.71,25.71,25.71,25.71
ARIMA_d1_p3_q12.csv,4.05,2.44,45.71,11.43,11.43,34.29,34.29
ARIMA_d1_p3_q16.csv,4.16,2.53,51.43,14.29,14.29,37.14,37.14
ARIMA_d1_p3_q2.csv,3.09,2.01,60.0,25.71,25.71,34.29,34.29
ARIMA_d1_p3_q20.csv,4.3,2.7,42.86,17.14,14.29,28.57,28.57
ARIMA_d1_p3_q24.csv,4.36,2.72,48.57,20.0,17.14,31.43,31.43
ARIMA_d1_p3_q3.csv,3.21,2.12,51.43,22.86,22.86,28.57,28.57
ARIMA_d1_p3_q4.csv,3.24,2.08,34.29,14.29,14.29,20.0,20.0
ARIMA_d1_p3_q8.csv,3.27,2.07,54.29,31.43,31.43,22.86,22.86
ARIMA_d1_p4_q1.csv,3.06,2.01,60.0,25.71,25.71,34.29,34.29
ARIMA_d1_p4_q12.csv,3.22,2.21,51.43,20.0,20.0,31.43,31.43
ARIMA_d1_p4_q16.csv,4.35,2.6,45.71,8.57,8.57,37.14,37.14
ARIMA_d1_p4_q2.csv,3.15,2.04,57.14,22.86,22.86,34.29,34.29
ARIMA_d1_p4_q20.csv,4.49,2.76,45.71,14.29,14.29,31.43,31.43
ARIMA_d1_p4_q24.csv,4.33,2.73,45.71,17.14,14.29,31.43,31.43
ARIMA_d1_p4_q3.csv,3.3,2.17,57.14,20.0,20.0,37.14,37.14
ARIMA_d1_p4_q4.csv,3.21,2.05,51.43,20.0,20.0,31.43,31.43
ARIMA_d1_p4_q8.csv,3.28,2.12,45.71,20.0,20.0,25.71,25.71
ARIMA_d1_p8_q1.csv,3.34,2.11,40.0,22.86,22.86,17.14,17.14
ARIMA_d1_p8_q12.csv,3.68,2.37,48.57,17.14,17.14,31.43,31.43
ARIMA_d1_p8_q16.csv,4.55,2.9,40.0,17.14,17.14,22.86,22.86
ARIMA_d1_p8_q2.csv,3.32,2.1,48.57,28.57,28.57,20.0,20.0
ARIMA_d1_p8_q20.csv,4.18,2.64,51.43,17.14,17.14,34.29,34.29
ARIMA_d1_p8_q24.csv,4.62,2.72,42.86,8.57,8.57,34.29,34.29
ARIMA_d1_p8_q3.csv,3.57,2.21,42.86,20.0,20.0,22.86,22.86
ARIMA_d1_p8_q4.csv,3.52,2.17,40.0,22.86,22.86,17.14,17.14
ARIMA_d1_p8_q8.csv,3.48,2.3,51.43,25.71,25.71,25.71,25.71
