Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,5,2022-01-04,92.2
1,2022-01-04,5,2022-01-13,92.82
2,2022-01-13,5,2022-01-24,93.4
3,2022-01-24,5,2022-02-02,93.8
4,2022-02-02,5,2022-02-11,94.4
5,2022-02-11,5,2022-02-23,95.1
6,2022-02-23,5,2022-03-04,95.65
7,2022-03-04,5,2022-03-15,96.25
8,2022-03-15,5,2022-03-24,97.12
9,2022-03-24,5,2022-04-04,97.92
10,2022-04-04,5,2022-04-19,98.62
11,2022-04-19,5,2022-04-28,98.78
12,2022-04-28,5,2022-05-11,98.9
13,2022-05-11,5,2022-05-23,98.12
14,2022-05-23,5,2022-06-01,97.3
15,2022-06-01,5,2022-06-13,96.52
16,2022-06-13,5,2022-06-22,95.7
17,2022-06-22,5,2022-07-01,94.72
18,2022-07-01,5,2022-07-12,93.72
19,2022-07-12,5,2022-07-22,92.45
20,2022-07-22,5,2022-08-04,91.18
21,2022-08-04,5,2022-08-16,90.08
22,2022-08-16,5,2022-08-25,89.22
23,2022-08-25,5,2022-09-05,89.6
24,2022-09-05,5,2022-09-14,89.92
25,2022-09-14,5,2022-09-23,90.15
26,2022-09-23,5,2022-10-04,90.62
27,2022-10-04,5,2022-10-17,90.92
28,2022-10-17,5,2022-10-27,91.45
29,2022-10-27,5,2022-11-07,92.38
30,2022-11-07,5,2022-11-16,93.32
31,2022-11-16,5,2022-11-25,94.18
32,2022-11-25,5,2022-12-07,94.78
33,2022-12-07,5,2022-12-19,95.22
34,2022-12-19,5,2022-12-28,95.78
