Date,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50,topic_51,topic_52,topic_53,topic_54,topic_55,topic_56,topic_57,topic_58,topic_59,topic_60,topic_61,topic_62,topic_63,topic_64,topic_65,topic_66,topic_67,topic_68,topic_69,topic_70,topic_71,topic_72,topic_73,topic_74,topic_75,topic_76,topic_77,topic_78,topic_79,topic_80,topic_81,topic_82,topic_83,topic_84,topic_85,topic_86,topic_87,topic_88,topic_89,topic_90,topic_91,topic_92,topic_93,topic_94,topic_95,topic_96,topic_97,topic_98,topic_99,topic_100,topic_101,topic_102,topic_103,topic_104,topic_105,topic_106,topic_107,topic_108,topic_109,topic_110,topic_111,topic_112,topic_113,topic_114,topic_115,topic_116,topic_117,topic_118,topic_119,topic_120,topic_121,topic_122,topic_123,topic_124,topic_125,topic_126,topic_127,topic_128,topic_129,topic_130,topic_131,topic_132,topic_133,topic_134,topic_135,topic_136,topic_137,topic_138,topic_139,topic_140,topic_141,topic_142,topic_143,topic_144,topic_145,topic_146,topic_147,topic_148,topic_149
2019-02-01,0.81989318,1.20266974,1.00893873,0.83365627,1.77450486,2.1116046,0.32773486,1.31831288,2.62512949,2.57714395,0.87188227,0.7710577,1.69929887,2.88173597,0.59766466,0.56937614,0.42642914,1.23369415,1.1475273,1.83561567,0.57776464,1.41265611,1.31746311,0.56376404,1.18229409,1.64386785,0.55914165,0.67237512,0.75573053,1.49821357,0.32773241,0.96510132,0.18487269,0.72972445,0.57578367,0.28486009,0.85973713,0.4186647,0.29885056,1.06495741,0.53474427,0.51033793,1.4558033,0.89030511,2.18606248,1.22431855,1.1502121,2.01562612,2.14241924,0.52387525,1.23334395,1.00461209,1.13891448,0.8480772,0.68874408,0.47832419,0.83202838,0.50926092,1.5134053,1.09090127,0.97356512,0.863152,1.68279189,0.44000288,0.60738664,0.54104873,1.81524377,0.43532912,0.99902912,0.9720857,2.39968938,1.06862289,0.89512477,0.30303796,0.79199042,1.08654834,0.81743142,0.97656012,0.6230922,0.75589572,0.38688479,4.76663078,0.45632724,1.16571352,0.42576122,0.4695537,0.71801099,1.50641784,0.58186776,0.8781702,0.42946958,1.29872123,0.7099421,0.49186245,1.71685242,0.93969132,1.2401711,1.16158746,0.59567173,1.44257429,4.41703599,0.43961365,1.116081,0.49099327,0.64596221,1.18372095,0.50202665,0.35154263,1.84749569,1.00581144,0.81654027,0.5948477,1.64013576,0.32776385,0.78530939,1.29003212,1.57893428,0.61839902,0.39442903,0.69638993,0.34599913,0.33508542,0.82927601,0.56897376,0.562759,0.55444928,0.86876067,1.70214137,0.79242849,1.66074735,0.66473336,1.19281973,0.43887075,1.16705385,0.48754568,0.51997852,0.89870291,1.06969304,1.04030296,2.4916223,4.07243443,0.31820759,1.11379849,0.8095943,1.42738557,0.25631351,0.98425383,0.76402769,1.35106666,1.03965785
2019-02-02,2.03446306,1.34704824,0.70351383,3.6979939,3.55792847,4.03679222,1.60739939,1.04568927,2.35498902,4.96844463,1.59227091,1.51748278,2.62079823,8.03668857,2.29688546,2.71419658,1.70781023,2.57496091,1.26172374,4.9523884,1.17054275,3.92667173,2.74348756,1.57862619,3.10425056,2.09821399,2.40284255,2.17854091,2.60106755,1.54254383,2.89672884,2.12155975,1.09824146,1.32686503,1.35822301,1.1904042,1.56238433,2.11575345,2.60479025,2.48477399,1.09520569,1.25568852,2.33239758,3.34271245,4.91897716,2.2190568,3.3625815,4.51683045,3.70618535,1.32166892,3.04127659,2.41380134,3.92555811,2.76851634,1.52885999,2.47245906,1.81071613,1.78763039,3.38617406,2.85308313,3.08042731,2.40398882,3.76284915,2.35104087,2.15824296,2.29455544,4.25235323,1.97564694,1.50296972,2.72293637,5.08694041,2.01938806,1.5209615,1.14141716,1.74814779,4.37868698,2.01842484,2.7689347,1.73432269,2.02001425,0.80188887,10.66634208,1.88432656,3.85242142,1.76399343,1.98590161,2.71870025,4.10000298,2.05657431,2.48967157,1.62435489,2.98209815,4.25668335,1.46493,3.48368112,1.66295594,2.58563432,5.97182459,2.32483014,3.2857103,7.37102696,1.42921543,2.4234393,2.60876851,2.32451077,2.87194089,1.50536319,1.45505333,4.46161494,3.96883837,1.84545189,1.47424727,6.7437043,1.60229627,3.00902962,1.9406899,2.79099816,3.19921005,1.73724942,2.19480882,1.5948998,1.70973849,2.7592678,1.162347,0.83871537,3.4497185,2.0643948,3.04574608,1.89588975,3.35059363,1.20414936,3.31612594,1.18462434,1.60129032,2.2271495,1.91354023,3.14178253,1.55874716,3.45004156,7.403227,11.76592936,1.73824974,1.69049984,4.39157547,2.63471571,0.77630892,1.87512066,2.93633105,3.64152008,3.02016937
2019-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-04,0.80568204,0.77984164,0.47085272,1.24754586,1.47786253,1.8866272,0.62697971,0.55245399,1.4485316,2.50182632,0.39922245,0.71574134,0.49668444,2.7775417,1.16843254,1.09397192,0.29059497,1.02679211,0.54228882,1.7946567,0.38939664,2.11732659,2.17261583,0.75215989,1.49789929,1.38174826,1.71213722,0.92045806,0.48952115,0.53579176,0.89602389,1.44162398,0.42126606,0.34505323,0.81530253,0.49345827,0.62205914,0.59978429,0.38750761,0.86884974,0.36855965,0.5869649,1.58540865,1.58776284,0.99055019,1.37437854,1.24982782,2.157024,1.25203714,0.56169811,1.5129396,0.95569593,0.87980438,0.60067195,0.54466624,0.57923877,1.84798225,0.55538267,0.81619263,2.15887961,0.53212373,1.10121434,1.51695517,0.79868451,0.69013984,1.07408684,2.92794379,0.80131328,0.52838826,1.19467971,2.82971259,1.01158749,1.02325722,0.61258718,1.16364159,1.03633062,1.09743871,0.9950424,0.48513003,0.38361716,0.1874715,4.95573009,0.94557922,2.07461077,0.88883131,0.88302791,0.78888967,1.63082177,1.38513529,1.45783672,0.33886169,1.79240326,2.15800984,1.01405835,1.7220893,0.26437113,0.91456913,1.02236393,0.5187836,1.0713436,4.63905563,0.61551343,1.28089707,1.40529447,1.54076766,1.35562194,0.44148877,1.0493356,2.03538876,1.4180526,0.7470241,0.53156819,1.2138583,0.64580743,0.94483925,0.84232497,1.25477933,1.32598497,1.54573495,0.80312523,1.36283829,0.52621117,0.94629777,1.08796152,0.97978344,1.1376417,0.52425897,1.47731296,1.49169506,1.17781877,0.76739916,1.17476418,0.74624233,0.24627711,0.27837367,0.70379991,1.44268663,0.73112114,2.09491656,2.39854746,3.29960044,0.28098593,1.30610146,1.55106393,0.97751052,0.47065887,0.45162006,0.52620125,1.19204455,2.06336004
2019-02-05,1.73233208,0.4568462,1.09505799,1.47705934,1.36609951,1.22562198,0.52629228,0.34978722,1.36725914,2.43387422,0.20685003,0.56335354,1.78917481,2.79495397,1.01671391,1.44927177,0.83988033,1.28859303,0.96386831,1.96394454,0.47911107,2.09334372,1.25601739,0.44898729,1.46571144,1.29782249,0.57353495,1.1937433,0.99381512,0.88712164,1.149365,1.11840609,0.3735123,0.79610795,0.27830133,0.24547125,1.06223102,0.72127592,0.68228563,0.91978503,0.3497263,1.07354112,2.01135078,2.28132035,2.06423321,1.38295236,1.77953947,2.71683293,1.72486054,1.04769346,1.24512796,1.76784309,1.32112027,1.36131348,0.76789096,0.5865464,1.79438355,0.89268369,1.41457603,2.14213982,1.39284577,1.74341631,1.06044142,0.78881987,0.74277808,1.30689187,2.34484196,0.60585806,0.77291575,1.3836242,1.93908626,0.65673663,0.39715963,0.41790823,1.02145661,2.11196856,0.9979752,1.47843207,0.63363126,0.72197437,0.43182681,3.86198031,0.7996775,2.18974158,0.48896569,1.23428363,1.23443344,2.9040418,0.30732089,1.52018556,0.74010539,0.9440572,0.71694467,1.95884479,0.9376132,1.08670587,1.32732539,1.64246629,0.28133876,1.41822058,4.12447822,1.6435187,1.26903973,1.12765268,0.51638814,1.2584694,0.88568057,1.00751462,2.24051125,0.95578353,0.59440265,1.32134676,2.05670715,0.65685759,1.49228989,1.17822783,1.71844098,1.19842893,0.46625739,1.18258644,0.80380008,0.37466923,1.70655016,0.42114064,0.76445073,2.09284763,1.79347957,0.81352359,0.33184508,2.06716308,0.88267094,1.90335969,0.42116434,0.82734768,1.14970853,1.00206673,1.06912815,1.59708941,2.14220054,2.35016838,4.04546724,0.82017233,0.71551997,1.22382398,1.28343272,0.72727474,0.74842656,0.92573958,1.10175021,1.78613516
2019-02-06,1.76112091,0.63323718,0.56539927,1.45807166,1.09682144,2.21272369,1.07700997,0.94546009,1.99902312,3.01013857,0.89637675,0.79081542,1.27327481,2.91270021,2.07907121,1.52569316,0.39872026,1.34077928,2.37022966,2.35966582,0.90809367,2.49681653,1.88603147,0.78860062,2.17383182,1.23161877,1.07786689,0.90675824,0.78084668,1.18941368,1.01332026,1.33985227,0.87377206,1.87306331,0.3622512,0.76609965,0.72180352,0.69220755,1.69668843,0.95471122,0.71424514,0.58162554,2.47308743,2.13540238,2.39058049,1.06888843,1.48626323,3.38923849,1.91649258,0.34688351,1.67125052,0.82674187,1.63125293,1.35713048,1.21670734,0.70893747,1.2795276,1.13989776,1.47023198,1.01971416,1.90891384,0.99318534,2.24312579,0.9581516,1.88862932,1.78341145,2.02076266,1.23314148,0.61475723,2.49402507,3.14249658,2.27502847,0.52431179,0.25584355,1.98741243,1.55389819,0.71196221,1.29911162,1.32900702,1.06852175,0.51343077,3.73639969,1.08732435,2.94880144,0.75798747,0.80706311,1.02663519,2.19686824,0.75882246,2.45956488,0.86977797,1.07726128,2.28323529,1.13832722,1.8025189,1.1067546,1.48221251,2.45562794,1.08669728,1.93065652,4.72653987,1.17717093,2.1432063,2.20601283,1.0612831,2.86057062,0.96035342,1.22328517,3.82265754,1.7986326,1.48697402,1.46301477,3.40795718,0.83918117,1.43468341,1.26543464,2.90371113,1.2965873,0.36425826,0.89441777,0.98842451,0.68204091,1.3364116,0.70978616,0.25584355,0.80400927,1.68769464,2.50147167,0.90446565,2.5378225,0.88167853,1.2403576,1.19746161,1.08361533,0.67644895,0.72632693,2.00764094,1.92553121,1.74957805,3.14792664,7.34930182,0.96942299,1.72023907,1.95186786,1.10634951,0.73199252,1.33601398,2.1312436,3.27282823,1.9745292
2019-02-07,1.69708374,1.55257826,1.84774192,4.26315392,3.30028391,3.18554494,1.72214428,0.85298992,3.11334915,4.47455704,1.52240401,2.28234668,2.12489034,8.10896778,2.63844555,2.79562815,1.59800578,3.12526922,1.44491624,5.33614752,1.60375294,2.75945778,2.6823612,1.31834034,3.30482519,3.32437951,2.52282377,2.0312819,2.81869517,2.11341159,2.54505835,2.5082509,0.78864256,1.67719866,1.44601545,1.55667395,2.59055821,2.05545017,1.5986583,1.65383915,1.00930211,1.71000062,3.43508758,5.19755114,2.93400243,2.35711858,2.34678154,6.44407577,3.45899991,1.72979243,2.90660485,2.63442954,2.2384553,3.30439489,1.79431325,1.37915321,2.86941812,1.66696798,4.2362453,3.92719014,3.4363987,2.15840684,3.6060142,1.39648955,2.08827856,1.2561863,5.58697225,1.07223017,1.04852333,3.32924948,6.1543947,2.35334923,1.55607676,0.84599492,1.8199268,3.50390738,1.77959209,2.01667548,1.81128373,1.07145068,0.96324748,10.77413749,2.13544815,4.73472081,1.83629195,3.14053739,2.56929296,3.70973387,0.70236071,3.35259426,1.58213243,3.59447069,5.41640473,3.38385997,2.38124226,2.30566488,3.42295059,4.45888301,2.33648682,2.33378335,6.29486239,1.53362712,2.07723478,2.76470476,2.62846951,2.93381498,1.67112348,1.84317561,5.22035346,3.71018107,1.78943196,1.42519579,5.09055905,1.39565213,2.09431503,2.03706271,3.89237321,2.84259622,2.1656935,2.29417474,1.91320241,1.00980988,2.16495148,0.9028445,1.6410926,4.49144295,2.05764677,3.42083243,2.96234824,3.14562028,2.28719899,3.43419211,1.02377831,1.50102988,1.47113309,1.3948853,3.27727524,4.08379421,3.69172691,5.61539838,8.90958504,1.33877082,3.65511215,3.22964856,2.87677058,1.02490104,1.64718618,2.69456754,2.43810243,2.49889722
2019-02-08,1.65082946,1.14026196,0.6309011,2.28321601,1.09893989,1.99944113,1.55086651,1.35204991,1.52469151,2.78686506,1.3287467,0.97138898,1.28853638,3.91716872,2.85040455,0.68188967,0.32549925,1.89376132,1.53899334,1.75996906,0.38542716,2.83798941,1.6380357,1.00478509,1.59200366,1.55446567,1.45753376,1.45547576,1.30848509,1.26784865,0.71071362,1.10941507,0.49003308,0.56592682,0.26673084,0.93517215,0.71289896,0.71107027,0.58458369,1.30069817,0.53656009,0.77717502,1.61492169,1.12722198,1.33123179,0.90932689,0.99222449,2.55584522,1.98073648,0.65056162,0.56216124,1.18360645,1.78205298,1.5823714,0.80661679,1.66614019,1.04432152,0.52138831,1.87081179,1.80078653,1.29832976,1.62817105,2.77058338,1.13539306,0.55520832,0.98019556,2.36196562,1.24363435,0.71612407,1.61617395,2.28899787,1.12536028,0.29451632,0.3612917,0.72891326,1.98129028,0.94750219,1.87923347,0.85683608,1.0102132,0.75787221,3.99727556,1.00846772,1.94616406,1.22080226,0.79557119,1.07089778,1.95243009,0.52976857,0.91627707,0.92800407,1.10766399,1.36940608,1.19028965,1.20072055,0.83186544,1.06027563,2.35066359,0.971995,1.31683261,4.21547458,0.80976654,1.19662463,0.64937901,1.17349069,1.60938034,0.39887809,1.55565104,1.92389377,1.68928656,1.13124898,0.73865969,4.33051239,1.22144103,1.08810177,0.97888896,1.76162287,1.46094693,0.95153726,1.05715578,0.66089463,0.87275186,1.06391757,1.03080956,0.57264383,2.30039309,0.83892611,1.06631609,1.46648945,2.26051524,1.2546076,1.54155731,0.56524258,1.33214539,0.706002,0.75914848,1.36967334,1.91457338,1.49026211,2.74552133,5.46601746,0.91760361,1.04285591,2.76409399,1.4750351,1.0174762,0.47511808,0.94507188,1.00979771,1.06964656
2019-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-10,0.55767714,0.534797,0.77077869,1.30246998,1.37309962,0.83562583,0.57982492,1.20164228,0.79133013,2.55098795,0.32528506,0.52524763,0.76656598,4.03857126,1.51912311,0.72257707,0.55857933,0.42368411,0.62162774,1.02445124,0.97928084,1.32733914,0.52448689,0.4502332,1.34033123,1.54626634,1.36697356,0.9967805,1.70320786,1.76722129,1.12363238,1.15549906,0.46139281,0.53477918,0.441142,1.41158749,1.23472779,0.32521299,0.65616658,1.16938454,0.46660754,0.42168274,1.29874681,1.72764053,1.25364813,1.07550437,1.31630457,2.31319445,2.41716613,0.52522875,1.62229844,1.74444793,0.85857337,1.42357593,1.06646193,1.11582442,1.09153752,0.8794158,0.55138107,1.12258377,1.80496395,1.23073391,1.4884194,0.45858249,0.79142095,1.04338484,1.89123581,0.39672181,0.70112654,1.05189847,1.494124,1.15389298,0.64388855,0.22524102,0.91963977,1.67983855,0.43632879,0.98515797,0.70006478,0.4492545,0.49289762,4.57134942,1.37114364,1.67762764,0.64885837,1.02278676,1.468384,2.06511651,0.50634974,0.85010218,0.22524102,0.74221083,1.71086037,0.96338831,1.25211874,0.22524102,1.09161303,2.0537005,0.70911798,2.25690634,4.46232094,0.81817422,1.59980411,1.672193,0.4854859,1.64269101,0.63408504,0.61623866,2.29893349,2.56760718,0.7772863,1.55376754,2.20669526,1.21345415,1.63550976,0.96170661,1.67780991,1.27991676,1.03534125,1.79013858,0.88052921,0.65835943,1.2851323,0.55769152,0.59788964,1.3183848,1.35004039,1.29128607,0.73171504,1.92694394,1.18914181,0.99698144,0.81504007,0.89241469,1.18241693,1.52160432,1.42492071,1.46252132,0.88503496,3.24281267,5.64627899,0.32525322,1.57628419,1.32766926,0.87990058,0.54789297,0.60923615,0.76775998,1.18371154,1.71364351
2019-02-11,1.05557504,1.51060119,0.8034944,2.97575576,1.85041441,2.90075854,1.16238787,1.88249106,2.64371004,2.77956547,0.89618759,1.22289031,1.223024,5.31373675,1.70076198,1.28817137,1.34104098,2.01818015,1.03729679,2.06685612,0.77393417,3.24065577,1.16066655,1.01620606,2.3730122,1.64387805,2.17030195,0.89083466,1.0962697,1.13415747,1.50436579,1.05258534,0.84769133,1.31369014,0.73324369,0.91249482,1.11211383,0.44655237,1.64161562,2.07985452,0.72553095,0.38065075,1.61063423,3.17110822,2.92155151,1.55349272,1.40417321,2.90156836,2.11914027,1.16370026,1.91809822,1.41418657,2.06127676,2.07743347,1.20262062,1.47780185,1.52135821,1.02555924,1.41807044,1.56939303,2.26191985,1.24713843,2.61464101,1.38421765,1.5006509,1.40127367,3.76969196,1.36155792,0.62743938,3.33932769,3.34861818,1.53337039,1.1409146,0.71106363,0.82417676,2.21753526,1.06615413,1.88728536,1.59391994,0.75222157,1.35111328,6.64376059,1.08592408,2.76445232,1.78945497,0.89946819,1.31791676,2.361755,0.5714723,1.02162244,0.86147836,2.1090648,2.36532071,0.80004731,1.63714889,1.27012084,1.9346678,2.87235144,0.66173612,1.14607568,5.57406765,0.77836245,1.34233663,1.20512074,2.22403081,2.2272193,1.07301751,1.08569504,4.6439096,2.2543447,1.28698786,1.14509252,2.50384991,1.37323145,1.23846636,1.24018372,2.02171844,1.10500628,1.58398995,1.32485955,1.2732431,0.68361272,1.25806717,0.98519961,1.17141624,2.60667314,1.08273008,1.92674601,0.54101933,2.29753743,2.33887308,2.44547811,0.98789846,2.34876294,1.35836226,1.25564078,2.21874617,1.53142323,1.63744497,2.35715718,6.82653052,0.46608515,1.22226943,2.50993771,1.63836226,0.64871794,0.86216376,0.81911895,2.4374371,1.52941212
2019-02-12,1.05165184,0.48497561,1.08571651,1.60190587,1.44183658,1.78013915,1.05665293,0.30163592,1.90717974,2.52328053,0.27273353,0.86212569,0.83016548,4.98248479,1.48030643,1.15390927,0.47513084,0.90132074,1.37158595,1.39516996,0.93181356,2.2391955,1.10926389,0.51101704,1.20821775,1.47283321,0.89355984,0.34451518,1.29394541,0.82526494,1.09854104,2.28107411,0.20164608,1.17995643,0.55167538,0.52118024,0.64610798,0.20164608,0.98024568,0.99870977,0.59349561,0.78584838,1.15420959,1.78391381,2.07215269,1.78465764,0.75479691,1.58840577,2.04763222,0.71574653,2.34385097,1.05435725,0.8889575,1.20447767,0.64732205,0.74338524,1.08037762,0.74575273,1.60458045,2.53569705,1.7201507,0.50904252,1.27624266,0.85487665,1.01187669,1.36780367,2.48019603,1.40813217,0.42689047,0.84860879,2.01596596,0.82565044,0.96878741,0.39609501,1.24173328,1.7647755,1.14080614,1.87318758,0.96559124,1.03704312,1.04081928,2.87808796,0.53504216,2.18715788,0.94436686,1.62529776,1.17010508,2.47550965,0.69874672,0.72533528,0.63004249,2.03447367,1.51805801,0.46002539,1.57134975,0.96173788,1.29945544,1.64148891,1.6598628,2.02012887,2.51982301,0.80937688,1.68300204,1.06085071,0.20164608,2.06657534,0.93316933,0.8799167,1.33697558,2.79473759,0.4640139,0.69533004,1.66082702,1.24176445,1.38376198,0.54015709,1.04937617,1.15953871,0.5745633,1.11736339,0.65218551,0.20164608,1.01391343,0.74548451,0.48736954,2.13620592,0.85537471,1.18074721,1.05167056,1.47478384,0.92075924,1.11482533,0.59497266,0.77406466,0.73501081,0.99543453,1.27179933,1.30272354,1.84263484,2.66183567,3.9285277,0.54259119,0.81369001,1.55526586,1.17449327,0.46277033,0.93731181,0.493492,1.68244064,1.43272501
2019-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-15,0.91155168,0.86082804,1.10404882,1.8613218,1.50478972,1.72682306,0.78179556,1.572995,4.01533941,2.62867539,0.7019593,0.52606261,1.18084937,4.36134264,1.75691304,1.37654544,1.48615574,2.02962007,1.48912196,2.754585,0.64325554,2.90962253,1.73768422,1.20558804,1.55508412,1.68371561,1.36917831,1.26390393,1.66561693,1.48298035,1.02668531,1.6797486,1.8062264,0.44248874,1.36124674,1.43954034,0.50505231,0.74330303,0.9257922,0.76420413,0.9478308,0.69473629,1.90451097,2.07864957,2.412593,1.66859705,1.40519802,2.32567989,1.29031237,0.60425388,1.39206037,1.75900099,1.43129221,1.72534723,1.37373642,0.52704826,1.14468949,1.25882763,1.31471827,1.32894508,2.06443156,1.9753097,1.24481342,0.85922855,0.36824461,1.24265237,2.52244656,1.03913739,0.71757102,2.51845592,3.04955952,1.35516459,0.64195974,0.36823274,0.90213207,2.0191733,1.69659429,2.15450038,1.50766108,1.18846517,0.36822664,4.99363675,0.99761645,2.22724324,1.27726206,0.86312382,0.58274238,2.72288147,0.96805208,1.74088064,0.78265667,1.57136845,3.33821555,1.36936085,1.65947972,1.77692354,1.34468587,0.9847103,0.83318932,1.62029395,6.27323042,0.7724534,1.65560345,1.70707685,0.93661411,1.25086723,0.26824091,1.02753211,2.13325223,1.63093699,1.83085876,1.12353129,1.25730945,1.27501197,1.32454256,1.17765792,2.12214358,1.94325672,1.16015027,1.2047533,2.02743132,0.91110152,1.85120892,0.54811689,0.70201637,1.28901633,1.3003027,3.19623379,0.94176903,1.88759193,1.19091805,2.37959337,1.01096268,1.79139456,1.05055529,1.48749935,1.18954051,2.60031208,2.31007804,3.33846213,7.70947662,0.70406451,1.16667643,2.09116237,1.44194554,1.30035568,1.22936275,1.34278487,3.36972441,1.67676692
