Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,6,2022-01-04,127.3
1,2022-01-04,6,2022-01-13,128.35
2,2022-01-13,6,2022-01-24,129.38
3,2022-01-24,6,2022-02-02,130.43
4,2022-02-02,6,2022-02-11,132.1
5,2022-02-11,6,2022-02-23,134.78
6,2022-02-23,6,2022-03-04,138.02
7,2022-03-04,6,2022-03-15,140.65
8,2022-03-15,6,2022-03-24,143.28
9,2022-03-24,6,2022-04-04,145.05
10,2022-04-04,6,2022-04-19,147.12
11,2022-04-19,6,2022-04-28,148.65
12,2022-04-28,6,2022-05-11,149.45
13,2022-05-11,6,2022-05-23,149.72
14,2022-05-23,6,2022-06-01,149.88
15,2022-06-01,6,2022-06-13,150.18
16,2022-06-13,6,2022-06-22,150.12
17,2022-06-22,6,2022-07-01,150.2
18,2022-07-01,6,2022-07-12,151.18
19,2022-07-12,6,2022-07-22,151.55
20,2022-07-22,6,2022-08-04,151.7
21,2022-08-04,6,2022-08-16,151.68
22,2022-08-16,6,2022-08-25,152.0
23,2022-08-25,6,2022-09-05,152.88
24,2022-09-05,6,2022-09-14,152.98
25,2022-09-14,6,2022-09-23,152.07
26,2022-09-23,6,2022-10-04,151.22
27,2022-10-04,6,2022-10-17,150.3
28,2022-10-17,6,2022-10-27,149.65
29,2022-10-27,6,2022-11-07,148.85
30,2022-11-07,6,2022-11-16,148.2
31,2022-11-16,6,2022-11-25,147.82
32,2022-11-25,6,2022-12-07,147.32
33,2022-12-07,6,2022-12-19,147.18
34,2022-12-19,6,2022-12-28,147.1
