Date,Action,Stocks Count,Stock Price,Predicted Price,Percent Change,Money Left
2022-12-29,Hold,0,67.5,65.42,-3.08,1000000
2023-01-10,Hold,0,72.75,72.69,-0.42,1000000
2023-01-19,Hold,0,68.5,66.69,-2.64,1000000
2023-01-30,Hold,0,68.75,67.81,-1.37,1000000
2023-02-08,Hold,0,66.75,65.9,-1.27,1000000
2023-02-17,Hold,0,66.0,67.0,0.75,1000000
2023-02-28,Hold,0,62.5,60.75,-2.41,1000000
2023-03-10,Hold,0,62.5,62.1,-1.43,1000000
2023-03-21,Hold,0,62.0,60.88,-1.41,1000000
2023-03-30,Hold,0,63.25,61.7,-2.06,1000000
2023-04-11,Hold,0,62.0,61.51,-0.39,1000000
2023-04-24,Hold,0,63.25,61.88,-2.17,1000000
2023-05-08,Hold,0,64.5,64.67,0.65,1000000
2023-05-17,Hold,0,64.5,65.36,0.94,1000000
2023-05-26,Hold,0,62.75,61.98,-1.23,1000000
2023-06-07,Hold,0,63.25,62.55,-1.11,1000000
2023-06-16,Hold,0,64.5,64.5,0.39,1000000
2023-06-27,Hold,0,62.0,60.68,-1.73,1000000
2023-07-06,Hold,0,63.0,62.98,-0.43,1000000
2023-07-17,Hold,0,63.0,62.58,-0.27,1000000
2023-07-26,Hold,0,61.75,61.95,0.32,1000000
2023-08-08,Hold,0,60.0,60.57,0.95,1000000
2023-08-18,Hold,0,62.5,62.39,-0.18,1000000
2023-08-29,Hold,0,65.25,63.89,-2.08,1000000
2023-09-07,Hold,0,64.25,63.13,-1.74,1000000
2023-09-18,Hold,0,63.75,63.84,0.14,1000000
2023-09-27,Hold,0,61.0,61.13,0.21,1000000
2023-10-06,Hold,0,61.5,61.05,-0.33,1000000
2023-10-18,Hold,0,57.5,59.38,2.82,1000000
2023-10-30,Buy,18200,54.75,59.13,7.51,3550.0
2023-11-08,Buy,18200,56.0,58.57,5.06,3550.0
2023-11-17,Hold,18200,57.0,58.28,1.8,3550.0
2023-11-28,Buy,18200,54.75,58.47,6.79,3550.0
2023-12-08,Buy,18200,53.25,56.36,5.84,3550.0
2023-12-20,Hold,18200,54.5,56.45,4.06,3550.0
SUMMARY,Final Result,18200,N/A,N/A,N/A,1022750.0 (+22750.0)
