Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,9,2022-01-04,405.6
1,2022-01-04,9,2022-01-13,403.95
2,2022-01-13,9,2022-01-24,402.55
3,2022-01-24,9,2022-02-02,400.45
4,2022-02-02,9,2022-02-11,398.85
5,2022-02-11,9,2022-02-23,397.0
6,2022-02-23,9,2022-03-04,396.15
7,2022-03-04,9,2022-03-15,394.4
8,2022-03-15,9,2022-03-24,392.75
9,2022-03-24,9,2022-04-04,390.45
10,2022-04-04,9,2022-04-19,388.75
11,2022-04-19,9,2022-04-28,385.95
12,2022-04-28,9,2022-05-11,383.85
13,2022-05-11,9,2022-05-23,381.65
14,2022-05-23,9,2022-06-01,380.2
15,2022-06-01,9,2022-06-13,379.05
16,2022-06-13,9,2022-06-22,377.35
17,2022-06-22,9,2022-07-01,375.8
18,2022-07-01,9,2022-07-12,376.1
19,2022-07-12,9,2022-07-22,376.0
20,2022-07-22,9,2022-08-04,375.75
21,2022-08-04,9,2022-08-16,374.65
22,2022-08-16,9,2022-08-25,373.4
23,2022-08-25,9,2022-09-05,372.5
24,2022-09-05,9,2022-09-14,371.1
25,2022-09-14,9,2022-09-23,369.05
26,2022-09-23,9,2022-10-04,365.8
27,2022-10-04,9,2022-10-17,362.75
28,2022-10-17,9,2022-10-27,359.25
29,2022-10-27,9,2022-11-07,356.3
30,2022-11-07,9,2022-11-16,354.2
31,2022-11-16,9,2022-11-25,353.4
32,2022-11-25,9,2022-12-07,352.25
33,2022-12-07,9,2022-12-19,350.65
34,2022-12-19,9,2022-12-28,348.95
