param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
window_size_10.csv,3.15,15.84,71.43,51.43,51.43,22.86,20.0
window_size_15.csv,3.96,17.82,68.57,57.14,57.14,14.29,11.43
window_size_20.csv,5.06,21.12,60.0,57.14,57.14,5.71,2.86
window_size_5.csv,2.8,12.96,68.57,45.71,45.71,22.86,22.86
