Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,14,2022-01-04,11.56
1,2022-01-04,14,2022-01-13,11.34
2,2022-01-13,14,2022-01-24,11.19
3,2022-01-24,14,2022-02-02,10.92
4,2022-02-02,14,2022-02-11,10.78
5,2022-02-11,14,2022-02-23,10.81
6,2022-02-23,14,2022-03-04,10.84
7,2022-03-04,14,2022-03-15,10.95
8,2022-03-15,14,2022-03-24,11.0
9,2022-03-24,14,2022-04-04,11.05
10,2022-04-04,14,2022-04-19,11.08
11,2022-04-19,14,2022-04-28,11.18
12,2022-04-28,14,2022-05-11,11.28
13,2022-05-11,14,2022-05-23,11.38
14,2022-05-23,14,2022-06-01,11.51
15,2022-06-01,14,2022-06-13,11.62
16,2022-06-13,14,2022-06-22,11.81
17,2022-06-22,14,2022-07-01,11.91
18,2022-07-01,14,2022-07-12,12.07
19,2022-07-12,14,2022-07-22,12.22
20,2022-07-22,14,2022-08-04,12.4
21,2022-08-04,14,2022-08-16,12.52
22,2022-08-16,14,2022-08-25,12.66
23,2022-08-25,14,2022-09-05,12.94
24,2022-09-05,14,2022-09-14,13.15
25,2022-09-14,14,2022-09-23,13.31
26,2022-09-23,14,2022-10-04,13.35
27,2022-10-04,14,2022-10-17,13.32
28,2022-10-17,14,2022-10-27,13.36
29,2022-10-27,14,2022-11-07,13.33
30,2022-11-07,14,2022-11-16,13.34
31,2022-11-16,14,2022-11-25,13.31
32,2022-11-25,14,2022-12-07,13.25
33,2022-12-07,14,2022-12-19,13.13
34,2022-12-19,14,2022-12-28,13.05
