Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,14,2022-01-04,11.69
1,2022-01-04,14,2022-01-13,11.6
2,2022-01-13,14,2022-01-24,11.49
3,2022-01-24,14,2022-02-02,11.36
4,2022-02-02,14,2022-02-11,11.34
5,2022-02-11,14,2022-02-23,11.32
6,2022-02-23,14,2022-03-04,11.3
7,2022-03-04,14,2022-03-15,11.31
8,2022-03-15,14,2022-03-24,11.34
9,2022-03-24,14,2022-04-04,11.38
10,2022-04-04,14,2022-04-19,11.32
11,2022-04-19,14,2022-04-28,11.26
12,2022-04-28,14,2022-05-11,11.24
13,2022-05-11,14,2022-05-23,11.15
14,2022-05-23,14,2022-06-01,11.14
15,2022-06-01,14,2022-06-13,11.22
16,2022-06-13,14,2022-06-22,11.32
17,2022-06-22,14,2022-07-01,11.43
18,2022-07-01,14,2022-07-12,11.54
19,2022-07-12,14,2022-07-22,11.64
20,2022-07-22,14,2022-08-04,11.74
21,2022-08-04,14,2022-08-16,11.85
22,2022-08-16,14,2022-08-25,11.97
23,2022-08-25,14,2022-09-05,12.16
24,2022-09-05,14,2022-09-14,12.33
25,2022-09-14,14,2022-09-23,12.46
26,2022-09-23,14,2022-10-04,12.58
27,2022-10-04,14,2022-10-17,12.61
28,2022-10-17,14,2022-10-27,12.72
29,2022-10-27,14,2022-11-07,12.78
30,2022-11-07,14,2022-11-16,12.87
31,2022-11-16,14,2022-11-25,12.92
32,2022-11-25,14,2022-12-07,12.95
33,2022-12-07,14,2022-12-19,13.04
34,2022-12-19,14,2022-12-28,13.1
