Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,15,2022-01-04,61.3
1,2022-01-04,15,2022-01-13,61.2
2,2022-01-13,15,2022-01-24,61.07
3,2022-01-24,15,2022-02-02,61.16
4,2022-02-02,15,2022-02-11,61.24
5,2022-02-11,15,2022-02-23,61.42
6,2022-02-23,15,2022-03-04,61.66
7,2022-03-04,15,2022-03-15,61.99
8,2022-03-15,15,2022-03-24,62.25
9,2022-03-24,15,2022-04-04,62.43
10,2022-04-04,15,2022-04-19,62.68
11,2022-04-19,15,2022-04-28,63.06
12,2022-04-28,15,2022-05-11,63.4
13,2022-05-11,15,2022-05-23,63.36
14,2022-05-23,15,2022-06-01,63.47
15,2022-06-01,15,2022-06-13,63.51
16,2022-06-13,15,2022-06-22,63.47
17,2022-06-22,15,2022-07-01,63.28
18,2022-07-01,15,2022-07-12,63.18
19,2022-07-12,15,2022-07-22,63.11
20,2022-07-22,15,2022-08-04,62.96
21,2022-08-04,15,2022-08-16,62.75
22,2022-08-16,15,2022-08-25,62.79
23,2022-08-25,15,2022-09-05,62.89
24,2022-09-05,15,2022-09-14,62.94
25,2022-09-14,15,2022-09-23,62.94
26,2022-09-23,15,2022-10-04,62.88
27,2022-10-04,15,2022-10-17,62.67
28,2022-10-17,15,2022-10-27,62.43
29,2022-10-27,15,2022-11-07,62.25
30,2022-11-07,15,2022-11-16,61.97
31,2022-11-16,15,2022-11-25,61.7
32,2022-11-25,15,2022-12-07,61.54
33,2022-12-07,15,2022-12-19,61.55
34,2022-12-19,15,2022-12-28,61.56
