param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
window_size_1.csv,2.8,2.02,100.0,62.86,62.86,42.86,42.86
window_size_12.csv,5.34,3.79,45.71,28.57,28.57,22.86,17.14
window_size_16.csv,5.28,3.75,45.71,28.57,28.57,25.71,17.14
window_size_2.csv,3.34,2.42,45.71,22.86,22.86,22.86,22.86
window_size_20.csv,5.08,3.71,48.57,31.43,31.43,25.71,17.14
window_size_24.csv,5.01,3.64,51.43,34.29,34.29,25.71,17.14
window_size_3.csv,3.38,2.64,45.71,25.71,25.71,25.71,20.0
window_size_4.csv,3.54,2.81,54.29,31.43,31.43,28.57,22.86
window_size_8.csv,4.85,3.63,48.57,31.43,31.43,22.86,17.14
