Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,19,2022-01-04,73.09
1,2022-01-04,19,2022-01-13,73.86
2,2022-01-13,19,2022-01-24,74.42
3,2022-01-24,19,2022-02-02,75.01
4,2022-02-02,19,2022-02-11,75.61
5,2022-02-11,19,2022-02-23,76.29
6,2022-02-23,19,2022-03-04,76.9
7,2022-03-04,19,2022-03-15,77.58
8,2022-03-15,19,2022-03-24,77.66
9,2022-03-24,19,2022-04-04,77.4
10,2022-04-04,19,2022-04-19,76.81
11,2022-04-19,19,2022-04-28,76.22
12,2022-04-28,19,2022-05-11,75.68
13,2022-05-11,19,2022-05-23,75.42
14,2022-05-23,19,2022-06-01,75.51
15,2022-06-01,19,2022-06-13,75.4
16,2022-06-13,19,2022-06-22,75.1
17,2022-06-22,19,2022-07-01,74.68
18,2022-07-01,19,2022-07-12,74.47
19,2022-07-12,19,2022-07-22,74.22
20,2022-07-22,19,2022-08-04,73.99
21,2022-08-04,19,2022-08-16,73.6
22,2022-08-16,19,2022-08-25,73.56
23,2022-08-25,19,2022-09-05,73.32
24,2022-09-05,19,2022-09-14,73.09
25,2022-09-14,19,2022-09-23,72.88
26,2022-09-23,19,2022-10-04,72.59
27,2022-10-04,19,2022-10-17,72.41
28,2022-10-17,19,2022-10-27,72.03
29,2022-10-27,19,2022-11-07,71.68
30,2022-11-07,19,2022-11-16,71.3
31,2022-11-16,19,2022-11-25,71.36
32,2022-11-25,19,2022-12-07,71.47
33,2022-12-07,19,2022-12-19,71.58
34,2022-12-19,19,2022-12-28,71.7
