Prediction,Predict_Date,Stock_ID,Date,Closing_Price
0,2021-12-22,19,2022-01-04,76.1
1,2022-01-04,19,2022-01-13,75.8
2,2022-01-13,19,2022-01-24,75.25
3,2022-01-24,19,2022-02-02,75.3
4,2022-02-02,19,2022-02-11,75.8
5,2022-02-11,19,2022-02-23,76.18
6,2022-02-23,19,2022-03-04,76.35
7,2022-03-04,19,2022-03-15,76.42
8,2022-03-15,19,2022-03-24,76.92
9,2022-03-24,19,2022-04-04,77.2
10,2022-04-04,19,2022-04-19,77.53
11,2022-04-19,19,2022-04-28,76.65
12,2022-04-28,19,2022-05-11,76.1
13,2022-05-11,19,2022-05-23,75.55
14,2022-05-23,19,2022-06-01,75.22
15,2022-06-01,19,2022-06-13,74.62
16,2022-06-13,19,2022-06-22,73.85
17,2022-06-22,19,2022-07-01,72.92
18,2022-07-01,19,2022-07-12,72.03
19,2022-07-12,19,2022-07-22,71.25
20,2022-07-22,19,2022-08-04,70.45
21,2022-08-04,19,2022-08-16,70.55
22,2022-08-16,19,2022-08-25,71.03
23,2022-08-25,19,2022-09-05,71.1
24,2022-09-05,19,2022-09-14,70.95
25,2022-09-14,19,2022-09-23,71.12
26,2022-09-23,19,2022-10-04,71.32
27,2022-10-04,19,2022-10-17,71.9
28,2022-10-17,19,2022-10-27,72.03
29,2022-10-27,19,2022-11-07,72.1
30,2022-11-07,19,2022-11-16,72.15
31,2022-11-16,19,2022-11-25,72.18
32,2022-11-25,19,2022-12-07,71.92
33,2022-12-07,19,2022-12-19,72.05
34,2022-12-19,19,2022-12-28,72.45
