Date,Action,Stocks Count,Stock Price,Predicted Price,Percent Change,Money Left
2022-12-29,Hold,0,96.5,98.09,1.39,1000000
2023-01-10,Buy,9600,103.5,111.68,7.38,6400.0
2023-01-19,Hold,9600,102.5,102.09,-0.4,6400.0
2023-01-30,Hold,9600,101.0,100.62,-0.38,6400.0
2023-02-08,Hold,9600,102.5,102.17,0.17,6400.0
2023-02-17,Hold,9600,105.0,103.15,-2.23,6400.0
2023-02-28,Hold,9600,101.0,100.68,0.18,6400.0
2023-03-10,Hold,9600,100.0,100.24,-0.75,6400.0
2023-03-21,Stop loss,0,98.25,101.28,3.35,949600.0
2023-03-30,Hold,0,98.25,97.93,-0.07,949600.0
2023-04-11,Hold,0,89.25,89.05,-0.22,949600.0
2023-04-24,Hold,0,76.75,71.72,-5.94,949600.0
2023-05-08,Buy,13000,73.0,77.92,7.48,600.0
2023-05-17,Hold,13000,72.0,74.99,4.15,600.0
2023-05-26,Stop loss,0,67.25,64.82,-3.97,874850.0
2023-06-07,Hold,0,63.5,62.62,-1.0,874850.0
2023-06-16,Hold,0,69.25,66.84,-3.13,874850.0
2023-06-27,Hold,0,61.5,63.15,2.68,874850.0
2023-07-06,Hold,0,64.0,62.51,-2.71,874850.0
2023-07-17,Buy,12600,69.25,73.9,6.71,2300.0
2023-07-26,Buy,12600,71.25,74.68,5.18,2300.0
2023-08-08,Hold,12600,71.5,71.65,0.56,2300.0
2023-08-18,Hold,12600,78.0,80.53,3.24,2300.0
2023-08-29,Hold,12600,85.25,86.05,0.94,2300.0
2023-09-07,Hold,12600,83.25,78.99,-4.25,2300.0
2023-09-18,Hold,12600,84.25,82.82,-1.7,2300.0
2023-09-27,Hold,12600,82.25,80.64,-1.96,2300.0
2023-10-06,Hold,12600,77.0,76.69,0.25,2300.0
2023-10-18,Sell,0,68.0,62.65,-8.21,859100.0
2023-10-30,Hold,0,66.0,70.33,4.58,859100.0
2023-11-08,Hold,0,73.25,73.02,-0.31,859100.0
2023-11-17,Hold,0,75.25,75.34,-0.87,859100.0
2023-11-28,Hold,0,80.25,78.17,-1.67,859100.0
2023-12-08,Hold,0,82.5,83.07,1.0,859100.0
2023-12-20,Hold,0,81.5,80.79,-0.57,859100.0
SUMMARY,Final Result,0,N/A,N/A,N/A,859100.0 (-140900.0)
