param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
window_size_10.csv,5.28,3.05,57.14,37.14,31.43,31.43,25.71
window_size_15.csv,5.84,3.21,54.29,34.29,28.57,28.57,25.71
window_size_20.csv,6.84,3.67,57.14,34.29,28.57,31.43,28.57
window_size_5.csv,5.33,2.82,57.14,31.43,28.57,31.43,28.57
